gene,mean_n_neighbors,mean_neighbor_popularity,specificity,any_neighbor
ENSG00000310107,235.72,5516.5355479364025,0.6627003639292937,True
SLC2A5,104.84,5697.314797839803,0.6516469093341606,True
GPR157,234.9,5582.0349319615,0.6586955101215837,True
H6PD,211.2,5810.751522857774,0.6447110044110196,True
SPSB1,261.9,5428.268207928307,0.6680973275494768,True
SLC25A33,272.56,5823.167554199474,0.6439518462733431,True
TMEM201,208.94,6122.080373210439,0.625675305826326,True
PIK3CD,240.52,5886.627335881078,0.6400717006492769,True
PIK3CD-AS1,159.72,5950.8691208579085,0.6361437406996082,True
CLSTN1,167.88,6261.34548101538,0.6171601662479131,True
CTNNBIP1,363.2,5489.802994195446,0.6643348826539012,True
LZIC,263.52,5854.067424740994,0.6420625237088967,True
NMNAT1,184.48,6033.895314531543,0.6310672384878299,True
RBP7,164.06,5702.010700973249,0.651359785938658,True
UBE4B,376.66,5578.440986494402,0.6589152560993945,True
KIF1B,229.24,5608.671669394831,0.6570668499300012,True
ENSG00000284735,211.02,5653.521998245726,0.6543245491748257,True
ENSG00000284642,193.48,5836.467217653827,0.6431386598805364,True
PGD,168.2,5958.390477535942,0.635683859520884,True
CENPS,302.16,5521.811421436943,0.6623777791845342,True
DFFA,297.34,5853.858983887378,0.6420752684874731,True
PEX14,227.5,6008.340286844019,0.6326297592880453,True
CASZ1,209.74,5940.270755693263,0.6367917605812741,True
ENSG00000272078,158.62,6065.8122628048595,0.6291157283518887,True
TARDBP,287.62,5945.637832012515,0.636463599387801,True
MASP2,221.2,5600.3114376180865,0.6575780227686894,True
SRM,234.4,5746.3543727014785,0.6486484639130861,True
EXOSC10-AS1,193.92,6245.722405940489,0.6181154138831862,True
EXOSC10,221.52,6214.263568042207,0.6200389136018216,True
MTOR,248.08,6011.102437814505,0.632460872038245,True
UBIAD1,256.54,5759.79455961709,0.647826685440716,True
FBXO2,167.14,5726.042120367903,0.649890423701137,True
FBXO44,171.12,6151.908502078835,0.6238515131715784,True
