gene	n_merged_intervals	total_band_width	frac_holdouts_outside
EBNA1BP2	1	2038.011775181817	0.0
TIE1	1	1860.6202535227994	0.0
MPL	1	531.5880357249553	0.0
CDC20	1	7193.087766196069	0.0
ELOVL1	1	8818.887309922062	0.0
MED8-AS1	1	268.0546809319599	0.0
MED8	1	2199.052459208199	0.0
SZT2	1	6742.140669389685	0.0
PTPRF	1	2390.3121012672477	0.0
KDM4A	1	2269.9578561172066	0.0
KDM4A-AS1	1	256.8610834690263	0.0
ST3GAL3	2	5757.369784662529	0.0
LINC02918	1	270.8154203664398	0.0
IPO13	1	3449.5869855217547	0.0
DPH2	1	1771.9536133472388	0.020000000000000018
ATP6V0B	1	41090.6843822932	0.020000000000000018
B4GALT2	1	972.1376503294074	0.0
CCDC24	2	1003.8581775950454	0.0
SLC6A9	2	16160.69755122548	0.0
ENSG00000230615	1	2013.2237753577535	0.0
DMAP1	1	5294.984301756806	0.0
ERI3	1	2243.1562310129393	0.0
RNF220	1	6906.783558948279	0.0
TMEM53	1	810.8492283619162	0.0
ARMH1	2	9877.395891767417	0.0
KIF2C	1	4923.910037410155	0.0
RPS8	1	80558.6657680195	0.0
BEST4	1	318.2088612821152	0.0
PLK3	1	32494.495232750396	0.0
DYNLT4	1	1071.0716620025553	0.0
ENSG00000290041	1	1350.6961321367794	0.0
BTBD19	1	5864.046484341704	0.0
PTCH2	1	757.5311240743771	0.0
EIF2B3	1	1755.9801312977124	0.0
HECTD3	1	4577.571425720406	0.0
UROD	1	30262.171989161154	0.0
ZSWIM5	1	507.6239229684193	0.0
MUTYH	1	2048.4817211183486	0.0
TOE1	1	1207.1752808260155	0.0
TESK2	1	2875.331919163785	0.0
CCDC163	1	602.2475233549751	0.0
MMACHC	1	493.57061319048114	0.0
PRDX1	1	8356.694377200272	0.0
AKR1A1	1	9973.219640441668	0.0
NASP	1	11411.469269991634	0.0
CCDC17	1	4219.538153182352	0.0
