gene	n_merged_intervals	total_band_width	frac_holdouts_outside
DCAF16	1	2984.155090347303	0.0
NCAPG	1	2576.2701398919876	0.0
LCORL	1	1177.7070845918026	0.0
PACRGL	1	422.4281963339792	0.0
ADGRA3	1	392.0264829504072	0.0
CDC42P6	1	455.0404431077633	0.0
DHX15	1	6297.519262820686	0.0
SOD3	1	588.0920621588286	0.0
CCDC149	1	1685.2407386222114	0.0
SEPSECS	1	1396.0458012056429	0.0
SEPSECS-AS1	1	260.751376515343	0.0
PI4K2B	1	1553.7505891552737	0.0
ZCCHC4	1	497.65038072617017	0.0
ANAPC4	1	2385.4813118275274	0.0
SEL1L3	1	11883.355737900385	0.0
SMIM20	1	823.5766707274405	0.0
RBPJ	1	24269.875317476366	0.0
ENSG00000302023	1	423.98624895927696	0.0
ENSG00000302062	1	887.9250042462743	0.0
TBC1D19	2	978.214641636906	0.0
STIM2	1	4403.703493213984	0.0
ARAP2	1	7699.907359746743	0.020000000000000018
DTHD1	1	3180.5302932585005	0.0
C4orf19	1	351.0409552336473	0.0
ENSG00000248936	1	228.27369359816217	0.0
RELL1	1	5763.571063132764	0.0
PGM2	1	8720.467518224328	0.0
ENSG00000293809	1	260.84744205005165	0.0
ENSG00000293831	1	222.5867495096115	0.0
TBC1D1	1	12425.22319993157	0.0
KLF3-AS1	1	614.9119529444631	0.0
KLF3	1	15471.520759326098	0.0
TLR10	1	5811.1660999633805	0.0
TLR1	1	43838.569788735884	0.0
TLR6	1	20156.851177365104	0.0
FAM114A1	1	847.0291986042888	0.0
TMEM156	1	1307.1468976460155	0.0
KLHL5	1	1918.5816330719417	0.0
WDR19	2	1888.6949903695881	0.0
RFC1	1	3242.733456013388	0.0
RPL9	1	74416.99010748118	0.0
LIAS	1	841.6037764271505	0.0
UGDH	1	2181.0703207312436	0.0
SMIM14	1	3933.656258465272	0.0
UBE2K	1	3924.6914563387677	0.0
PDS5A	1	8237.70405536713	0.0
N4BP2	1	1854.6156677109682	0.0
ENSG00000260296	1	353.9321468879826	0.0
RHOH	1	10298.585317674755	0.0
RBM47	1	18585.18178251737	0.0
NSUN7	1	5631.514975217234	0.020000000000000018
ARL4AP2	1	235.30811210154542	0.0
APBB2	1	657.5739649204871	0.0
UCHL1	2	935.4105516453255	0.0
LIMCH1	1	834.232935022944	0.0
TMEM33	1	8712.561247682163	0.0
DCAF4L1	1	727.6446082241264	0.0
SLC30A9	1	1860.810953919107	0.0
BEND4	1	495.91823594639266	0.0
ATP8A1	1	6192.659193705196	0.0
GUF1	1	1505.7490193900226	0.0
GNPDA2	1	845.7055084621298	0.0
RAC1P2	1	326.61711103941457	0.0
COMMD8	1	1564.8715718717508	0.0
ATP10D	1	1621.974823051684	0.020000000000000018
CORIN	1	956.572431293546	0.0
ENSG00000282917	1	1041.675209450925	0.0
ENSG00000259959	1	1089.5483348062428	0.0
NFXL1	1	10828.599132762849	0.0
TXK	1	11423.132547801622	0.0
TEC	1	2281.4937115255593	0.0
SLAIN2	1	3379.6863662511187	0.0
FRYL	1	4681.480872623418	0.0
OCIAD1	1	4556.307292592245	0.0
OCIAD2	1	2177.338212710795	0.0
DCUN1D4	2	2436.150552552962	0.0
SGCB	1	701.1376898186395	0.0
USP46	1	648.0750703161335	0.0
DANCR	1	1797.8640405996757	0.0
SCFD2	1	1219.7835071669676	0.0
FIP1L1	1	2840.2037667047184	0.0
CHIC2	1	6142.245701792163	0.0
PDGFRA	1	662.3649614023984	0.0
KIT	2	993.6781010116775	0.0
SRD5A3	1	2146.5415955807143	0.0
TMEM165	1	8002.07640688588	0.0
CLOCK	1	1276.5281980502068	0.0
EXOC1	1	2992.2498991130287	0.0
ENSG00000287382	1	169.48886009059993	0.0
CEP135	1	1438.9697084539193	0.0
CRACD	1	340.5064973678175	0.0
AASDH	1	898.7300685757324	0.0
PPAT	1	683.9949425560421	0.0
PAICS	1	3548.253805975527	0.0
SRP72	1	6127.031631883476	0.0
HOPX	1	6826.944441672429	0.0
REST	1	3107.764691711236	0.0
NOA1	1	2327.152516336682	0.0
POLR2B	1	6213.27394578918	0.0
IGFBP7	1	6559.314297650977	0.0
RPL6P10	1	277.6881973950446	0.0
IFITM3P1	1	679.6702388577896	0.0
CENPC	1	1534.9326840978233	0.0
STAP1	1	1095.5616120470145	0.0
UBA6	1	6088.20642574814	0.0
UBA6-DT	1	1200.341843397552	0.0
YTHDC1	1	8844.434348085717	0.0
ENSG00000296337	1	508.71490002697965	0.0
SULT1B1	1	37145.686746297266	0.0
MUC7	3	12808.773787148788	0.0
JCHAIN	1	118787.06809723146	0.0
UTP3	1	2100.599485332558	0.0
RUFY3	2	4276.115254869364	0.0
GRSF1	1	4118.048269499097	0.0
ENSG00000289019	1	802.7377503097617	0.0
MOB1B	2	7671.408800630942	0.0
DCK	1	5434.907212906034	0.0
SLC4A4	1	944.2544931722654	0.0
GC	3	40924.875463652075	0.0
ADAMTS3	3	4245.907890535714	0.0
COX18	1	1188.7525836655122	0.0
ANKRD17	1	5309.436861919302	0.0
ALB	2	1564986.3533886878	0.0
CXCL8	1	523682.9341609432	0.0
PF4V1	1	1917.416510323958	0.0
CXCL1	2	20415.993122186417	0.0
PF4	2	40321.34925144203	0.020000000000000018
PPBP	2	59848.53397538026	0.0
CXCL5	2	2324.2056177024447	0.0
CXCL3	2	3778.798306282224	0.0
CXCL2	1	4579.893920485731	0.0
MTHFD2L	2	496.6747672802976	0.0
ENSG00000304732	1	488.181212912539	0.0
EREG	1	12803.020386235083	0.0
AREG	1	17365.842473336674	0.0
PARM1	1	1297.421851532924	0.0
RCHY1	1	2473.07832824654	0.0
THAP6	1	941.2634460345556	0.0
G3BP2	1	9689.585076278854	0.0
USO1	1	3932.01720974272	0.0
NAAA	1	9925.601122340928	0.0
SDAD1	1	2490.405557240067	0.0
CXCL9	1	617.0459345519457	0.0
CXCL10	1	2648.479068634717	0.0
NUP54	1	1792.8671155768036	0.0
SCARB2	1	6456.588720814459	0.0
ENSG00000289515	1	242.82024031574105	0.0
STBD1	1	3190.835482500002	0.0
SEPTIN11	1	3125.9967929038585	0.0
CCNI	2	61976.9639352593	0.0
ENSG00000289443	1	732.1070522413972	0.0
ENSG00000288888	1	203.33255941108916	0.0
CCNG2	1	9123.954815200334	0.0
CNOT6L	1	32541.78091208526	0.0
MRPL1	1	975.7800433951965	0.0
ANXA3	1	81638.9848046464	0.0
ENSG00000301400	1	304.8750259630095	0.0
LINC01094	1	976.9318224883812	0.0
ENSG00000287632	1	348.64915608484705	0.0
BMP2K	1	4313.679002307858	0.0
PAQR3	1	1148.766268334478	0.0
LINC00989	1	958.0836847483023	0.0
ANTXR2	1	12833.687406850904	0.0
PRDM8	1	4589.594444670284	0.0
RASGEF1B	1	6066.102813192357	0.0
ENSG00000273156	1	209.40972345341677	0.0
HNRNPD	1	21950.636558918588	0.0
HNRNPD-DT	1	161.46105029716904	0.0
HNRNPDL	1	25081.391193372492	0.0
ENOPH1	1	1846.8964347969704	0.020000000000000018
SCD5	1	782.1389526183266	0.0
SEC31A	1	9200.041262731296	0.0
THAP9-AS1	1	26960.92486204587	0.0
THAP9	1	253.10360905215103	0.0
LIN54	1	2407.0285623631135	0.0
COPS4	1	2780.2970848627783	0.0
PLAC8	1	119498.12139389344	0.0
ENSG00000286035	1	317.90587588513455	0.0
COQ2	1	1853.183001096204	0.0
HPSE	1	30742.131516378417	0.0
HELQ	1	1560.4299206912744	0.0
MRPS18C	1	466.3507656347901	0.0
ABRAXAS1	1	911.2990447420118	0.0
GPAT3	1	7579.616828267973	0.0
WDFY3	1	22612.95010211556	0.0
WDFY3-AS2	1	498.88057232577785	0.0
ARHGAP24	1	2865.1266945362177	0.0
MAPK10	1	260.1589791043424	0.0
PTPN13	1	766.8904794330879	0.0
ENSG00000284968	1	230.31382537765404	0.0
AFF1	2	22116.757607461135	0.0
KLHL8	1	7074.879707829624	0.0
HSD17B13	2	1585.6086114477334	0.0
HSD17B11	1	26794.1720523055	0.0
NUDT9	1	1238.0209493982118	0.020000000000000018
SPARCL1	1	5532.8067245870625	0.0
SPP1	2	43949.58144793575	0.0
PKD2	1	1167.8535029933746	0.0
ABCG2	2	1905.8860408445064	0.0
PPM1K	1	3119.442611089774	0.0
HERC6	1	3234.2832425838824	0.0
ENSG00000304354	1	1222.4691589174856	0.0
HERC5	1	12388.04953158277	0.0
HERC3	1	8506.078300759988	0.0
NAP1L5	1	546.0373284696657	0.0
FAM13A-AS1	1	5971.88623626114	0.0
FAM13A	1	2983.0272048803195	0.0
TIGD2	1	349.4401279853422	0.0
GPRIN3	2	18514.176202848386	0.0
SNCA	1	69970.01698493114	0.0
MMRN1	1	2267.360920016202	0.0
CCSER1	1	303.14023982298426	0.0
TMSB4XP8	1	593.7098749526798	0.0
SMARCAD1	1	1574.6035705818365	0.0
PDLIM5	1	3363.39530563037	0.0
RAP1GDS1	1	3230.0830490020944	0.0
TSPAN5	2	28837.43578560493	0.0
TSPAN5-DT	2	2286.2527080801774	0.0
EIF4E	1	1670.7639897227186	0.0
METAP1	1	2840.3409327687114	0.0
ADH5	1	3981.084946329101	0.0
ADH4	2	14750.012769108725	0.0
ADH6	2	5961.299592606028	0.0
ADH1A	2	13981.930775400011	0.020000000000000018
ADH1B	2	36269.31405256278	0.0
ADH1C	2	19656.116604392602	0.0
TRMT10A	1	311.33951320014864	0.0
DAPP1	1	7269.643662953296	0.0
LAMTOR3	1	3521.719373206003	0.0
DNAJB14	1	4357.426187812914	0.0
H2AZ1	1	20059.975618384804	0.0
PPP3CA	1	6864.117750657015	0.0
ENSG00000254531	1	580.6999454304029	0.0
BANK1	1	4242.481867698428	0.0
SLC39A8	2	28199.734970665588	0.0
NFKB1	1	7739.937685073941	0.0
MANBA	1	6405.8610718207965	0.0
UBE2D3	1	32100.48783141143	0.0
UBE2D3-AS1	1	190.86846734956063	0.0
CISD2	1	5833.592825899776	0.0
SLC9B2	1	987.9403276763593	0.0
BDH2	1	702.9302861558363	0.0
CENPE	1	1153.3787369139093	0.0
ENSG00000251259	1	932.3234002036924	0.0
TET2	1	22108.37587998816	0.0
PPA2	1	3281.6275231975533	0.0
EEF1A1P9	1	275.8868604070105	0.0
INTS12	1	1360.832062548524	0.0
GSTCD	1	365.1619006177577	0.0
TBCK	1	1307.328763027965	0.0
AIMP1	1	3306.36118527187	0.0
PAPSS1	1	9483.641722024713	0.0
SGMS2	2	7985.551377781841	0.0
CYP2U1	2	5523.391176538953	0.0
HADH	2	5582.679642979202	0.0
LEF1	2	31793.435767054998	0.0
LEF1-AS1	1	703.0771003615807	0.0
RPL34	1	32086.921305010437	0.0
OSTC	1	4421.248590752275	0.0
SEC24B	1	5221.5065264312	0.0
MCUB	1	3495.4132001304324	0.0
CASP6	1	946.807020203105	0.0
PLA2G12A	1	1392.0008186000978	0.0
GAR1	1	908.2567169779659	0.0
EGF	1	885.3429488971958	0.0
ELOVL6	2	4356.008706758338	0.0
FAM241A	1	997.5415613502461	0.0
AP1AR	2	1778.3649979185466	0.0
TIFA	1	5301.34324595397	0.0
ALPK1	1	28434.786256870975	0.0
RTEL1P1	1	414.0429963545976	0.0
NEUROG2-AS1	1	275.8077829332839	0.0
ZGRF1	1	1299.1718654082438	0.0
LARP7	1	1518.4252031233173	0.0
RPL7AP30	1	365.8458462009866	0.0
ANK2	1	346.09540163126184	0.0
CAMK2D	1	3806.7764113603853	0.0
ENSG00000308731	1	244.48565230043965	0.0
SNHG8	1	3175.401407341438	0.0
ENSG00000291201	1	3593.014721177506	0.0
METTL14	1	1642.7493535632707	0.0
SEC24D	1	5285.383702957713	0.0
SYNPO2	3	16124.123857028044	0.0
USP53	1	2132.2270107754575	0.0
C4orf3	1	16691.687440524787	0.0
ENSG00000291202	1	3455.426235868613	0.0
ENSG00000291203	1	1512.8208405494092	0.0
PDE5A	1	661.2587738925605	0.0
MAD2L1	1	3006.7273116866045	0.0
PRDM5	1	2693.6932438942085	0.0
TNIP3	2	1090.2731592462096	0.0
ANXA5	1	29307.15710445593	0.0
EXOSC9	1	2887.7251564768335	0.0
CCNA2	1	3914.5679277325426	0.0
BBS7	1	938.3876967345957	0.0
BLTP1	1	11435.559507637388	0.0
BBS12	1	623.3958325328429	0.0
AFG2A	2	1670.1026712167472	0.0
SPRY1	1	1245.4363173765419	0.0
ANKRD50	1	1211.1741933376736	0.0
HSPA4L	3	1427.073376231088	0.0
PLK4	1	1141.6932421601823	0.0
MFSD8	1	1655.8865093260733	0.0
ABHD18	1	1353.4685380963087	0.0
LARP1B	1	1083.9492135791147	0.0
PGRMC2	1	2747.906473213398	0.0
LINC02615	2	314.75479827099286	0.0
JADE1	1	4689.026611415367	0.0
SCLT1	1	3773.280932866861	0.0
C4orf33	1	1535.3825164624977	0.0
SLC7A11	2	833.3462718382318	0.0
NOCT	1	2199.7423111048292	0.0
ELF2	1	7638.358965498999	0.0
PPP1R14BP3	1	1204.7899880263142	0.0
NDUFC1	1	1583.5219672870205	0.0
NAA15	1	2851.289999153903	0.0
RAB33B-AS1	2	2046.6140194647526	0.0
RAB33B	1	3033.415277123934	0.0
SETD7	1	2021.905838995759	0.0
MGST2	1	2940.883954808514	0.0
H3P16	1	382.21665962567454	0.0
MAML3	1	3786.887286567725	0.0
ENSG00000294637	1	1025.0512749456145	0.0
SCOC	1	1343.0813122035647	0.0
ELMOD2	1	3312.2949173666984	0.0
TBC1D9	1	3211.8469532281074	0.0
ENSG00000273472	1	295.05027973993356	0.0
ZNF330	1	1674.0343955373887	0.0
LINC02432	1	1275.758182550611	0.0
ENSG00000306779	1	283.13418954922486	0.0
IL15	1	1149.7031273054522	0.0
INPP4B	1	4444.873353416964	0.0
USP38-DT	1	150.91311046852098	0.0
USP38	2	4222.92057971051	0.0
GAB1	1	2546.1779161063937	0.0
ENSG00000228981	1	419.2537902704662	0.0
SMARCA5	1	5504.722830469805	0.0
GUSBP5	1	164.96910424603237	0.0
GYPE	1	3764.9281240576497	0.0
GYPB	1	12331.693600834245	0.0
GYPA	2	17410.34267880382	0.0
ANAPC10	1	477.73927509329525	0.0
ABCE1	1	2134.6417146408157	0.0
OTUD4	1	3218.56639120325	0.0
SMAD1	1	652.4457884243147	0.0
MMAA	1	429.15987738529253	0.0
ZNF827	1	990.6879146851228	0.0
LSM6	1	1896.1740388113974	0.0
REELD1	1	640.1406306267587	0.0
SLC10A7	1	599.2085616865352	0.0
TMEM184C	1	1482.8834936703179	0.0
PRMT9	1	1656.865674631053	0.0
ARHGAP10	1	1502.734805543551	0.0
NR3C2	1	1460.6815205302842	0.0
LRBA	1	4505.41194747773	0.0
RPS3A	1	58100.19990643278	0.0
SH3D19	1	1550.7821420560279	0.0
ENSG00000270681	1	507.23769022448937	0.0
FHIP1A	1	789.8691190068968	0.0
GATB	2	1698.229603194955	0.0
LINC02273	1	1861.637336880575	0.0
FBXW7	1	4271.111323269015	0.0
MIR4453HG	1	469.8017251059819	0.0
RPS3AP18	1	202.1488483633208	0.020000000000000018
TMEM154	1	25419.819318250848	0.0
ARFIP1	1	2046.3713597538847	0.020000000000000018
ENSG00000287642	1	849.7337468810275	0.0
FHDC1	1	12112.49162189009	0.0
TRIM2	1	243.15425850994046	0.020000000000000018
TMEM131L	1	6512.075496594289	0.0
ENSG00000290441	1	176.44108472129213	0.0
TLR2	1	131604.0425616523	0.0
RNF175	1	3274.924717124861	0.0
ENSG00000280241	1	494.045578106552	0.0
SFRP2	1	4225.571302725584	0.0
PLRG1	1	2655.388306899	0.0
FGB	2	47212.25798812213	0.0
FGA	1	47862.14221272833	0.0
FGG	2	65865.77195461979	0.0
GUCY1A1	1	587.0701935965387	0.0
GUCY1B1	1	1028.434156161418	0.0
CTSO	1	2970.5018120086092	0.0
ENSG00000289320	1	337.9334339652197	0.0
PDGFC	1	3655.199468152034	0.0
GASK1B	1	12344.48395175644	0.0
GASK1B-AS1	1	660.6244271918233	0.0
TMEM144	1	1275.124316188073	0.0
C4orf46	1	1144.1922325958285	0.0
ETFDH	1	1448.1604309902898	0.0
PPID	1	3842.832673805965	0.0
FNIP2	1	2340.735304239204	0.020000000000000018
RAPGEF2	1	8990.141465703113	0.0
NAF1	1	423.19205259689625	0.0
TMA16	1	578.1180293425056	0.0
MARCHF1	1	7625.907379215723	0.0
TMEM192	2	1259.9330294090646	0.0
KLHL2	1	17281.410966759577	0.0
MSMO1	1	2665.010483965601	0.0
CPE	2	2422.19734818283	0.0
DDX60	1	9405.1489046643	0.0
DDX60L	1	28116.197566257757	0.0
PALLD	1	2673.1305026905097	0.0
CBR4	1	1375.4790073284944	0.0
SH3RF1	1	597.3978158653397	0.0
NEK1	1	744.6082805192036	0.0
CLCN3	1	6549.4908564480165	0.0
HPF1	1	1092.4870130491704	0.0
MFAP3L	2	1213.7228862871011	0.0
GALNT7-DT	1	327.30886284570954	0.0
GALNT7	1	3056.6209190442296	0.0
ENSG00000248774	1	783.8967296793818	0.0
HMGB2	1	56165.70007866355	0.0
SAP30-DT	1	469.67072129734623	0.0
SAP30	1	6284.787569688328	0.0
SCRG1	1	301.6642234821765	0.0
ENSG00000288025	1	360.9248580161433	0.0
FBXO8	1	831.9580817548874	0.0
CEP44	1	1609.2526571783899	0.0
HPGD	1	42948.97364926477	0.0
ENSG00000251584	1	690.1385805503021	0.0
GPM6A	3	1215.6990790905343	0.0
SPCS3	1	11018.24459466695	0.0
ENSG00000289520	1	293.28293453235466	0.0
NEIL3	3	1609.384623691483	0.0
AGA	1	1778.6965863814046	0.0
DCTD	1	2447.9384801026813	0.0
WWC2	1	725.5264793518263	0.0
CDKN2AIP	1	2935.408247197551	0.0
ING2	1	437.3521355407903	0.0
RWDD4	1	587.3388171582244	0.0
TRAPPC11	1	2783.3675360033635	0.0
STOX2	1	202.88819866993632	0.0
LINC02363	1	758.6759864425181	0.0
LINC02362	1	1407.470214078118	0.0
IRF2	1	13634.151474417236	0.0
ENSG00000270426	1	365.6000520085617	0.0
IRF2-DT	1	716.6228697870966	0.0
LINC02427	1	162.57929266627414	0.020000000000000018
CASP3	1	3481.437856768454	0.0
PRIMPOL	1	432.78733689714517	0.0
CENPU	1	3047.518540421775	0.0
ENSG00000307670	2	1147.6026959170592	0.0
ACSL1	1	445729.6765288888	0.0
SLED1	1	3929.3408126622594	0.0
ENSG00000251139	1	1060.2621559525148	0.0
MIR3945HG	1	3682.7420869957878	0.0
LINC01093	1	518.2580383400059	0.0
SLC25A4	2	5209.2461912144645	0.0
CFAP97	1	2390.6005107781175	0.0
SNX25	1	980.3469656816364	0.0
LRP2BP	1	275.28288756217586	0.0
ANKRD37	1	950.5798751979457	0.0
UFSP2	1	1300.8629609657198	0.020000000000000018
PDLIM3	1	9763.205562144918	0.0
SORBS2	1	606.8599874653357	0.0
TLR3	1	327.8261554134232	0.0
CYP4V2	1	2150.027668540932	0.0
FRG1	1	3649.79407375925	0.0
CCDC127	1	1175.0070062558652	0.0
SDHA	1	10396.885022218627	0.0
PDCD6	1	4965.125470660905	0.0
AHRR	1	1477.6064612140406	0.0
EXOC3-AS1	1	219.77872953990098	0.0
EXOC3	1	8965.423045316413	0.0
SLC9A3-OT1	1	194.57522505039324	0.0
SLC9A3-AS1	1	2194.674851800956	0.0
CEP72	1	628.9923326210668	0.0
TPPP	1	469.62471236076794	0.0
ZDHHC11B	2	1843.7110137394238	0.0
ZDHHC11	1	396.60323237428406	0.0
BRD9	1	3689.7794463675073	0.0
TRIP13	1	681.7002284476129	0.0
SLC12A7	2	12730.065899313035	0.0
SLC6A19	1	7711.238973141912	0.0
CLPTM1L	1	8516.525658682476	0.0
ENSG00000286388	1	309.3228638163541	0.0
LPCAT1	1	50032.0248470448	0.0
ENSG00000299935	1	473.91263796938244	0.0
SDHAP3	1	3100.7942304963267	0.0
MRPL36	1	1346.5283462036753	0.0
NDUFS6	1	3380.1677672964815	0.0
ICE1	1	2720.3281593984016	0.0
MED10	1	1068.7763994907282	0.0
NSUN2	1	4018.8743302389757	0.0
SRD5A1	1	1310.7377205615821	0.0
TENT4A	1	4896.4001123099115	0.020000000000000018
MTRR	1	2714.2749980612307	0.0
FASTKD3	1	722.1880127485633	0.0
ATPSCKMT	2	1016.6522478972502	0.0
CCT5	1	13682.262633908002	0.0
CMBL	1	2290.877987068155	0.0
MARCHF6	1	15356.75980506195	0.0
ROPN1L	1	6141.516915368995	0.0
LINC02212	1	121.94786795517156	0.0
ANKRD33B	1	1262.7868385091836	0.0
DAP	1	15319.900615087656	0.0
TRIO	1	3453.5034943754645	0.0
ENSG00000307738	1	364.577121552249	0.0
OTULINL	1	9546.6352147895	0.0
OTULIN-DT	1	209.7876552853823	0.0
EEF1A1P13	2	1988.8809662693934	0.0
OTULIN	1	7533.440629050514	0.0
ANKH	1	14578.444342133569	0.0
ZNF622	1	2511.319945606298	0.0
RETREG1	3	6691.361210317217	0.0
MYO10	1	2855.460878897268	0.0
BASP1	1	66131.0813716831	0.0
BASP1-AS1	1	1715.8619472391313	0.0
LINC02217	1	344.39230463295513	0.0
LINC02218	1	1118.4137726895522	0.0
GUSBP1	1	596.4388684453387	0.0
DROSHA	1	2358.8564632594616	0.0
C5orf22	1	1307.9649776803171	0.0
PDZD2	1	241.26526203260389	0.0
GOLPH3	1	5176.435709955289	0.0
GOLPH3-DT	1	508.0881487041879	0.0
ENSG00000296226	1	447.5361821603853	0.0
MTMR12	1	1899.443878176976	0.020000000000000018
ZFR	2	8470.091847436255	0.0
SUB1	1	9891.163188376757	0.0
NPR3	1	266.4933119195601	0.0
ENSG00000240376	1	318.0271334439109	0.0
TARS1	1	5089.073405049911	0.0
AMACR	1	2182.4817531543767	0.0
C1QTNF3	1	563.1249557279289	0.0
ENSG00000290548	1	438.1470546771744	0.0
ENSG00000215156	1	1606.3243939514484	0.0
RAI14	2	748.0806834495664	0.0
RAD1	1	1153.9688137517778	0.0
BRIX1	1	1178.554654729547	0.0
DNAJC21	1	2533.3707310379696	0.0
PRLR	2	594.104793848248	0.0
SPEF2	1	627.8698114653304	0.0
IL7R	2	76596.93371047106	0.0
LMBRD2	1	1455.885029194418	0.0
SKP2	1	1413.4484227172104	0.0
NADK2	1	1186.1476253711137	0.0
SLC1A3	1	4968.127614681541	0.0
SLC1A3-AS1	1	645.8230896232644	0.0
NIPBL-DT	1	1239.8091407724696	0.0
NIPBL	1	9665.037254977036	0.0
CPLANE1	1	947.7660576340938	0.0
NUP155	1	1934.6104123592138	0.0
WDR70	1	1361.5193685804659	0.0
OSMR	1	884.28784928164	0.0
RICTOR	1	14933.76622427509	0.0
ENSG00000286809	1	424.23893678021307	0.0
FYB1	1	57666.11689840105	0.0
DAB2	2	9051.960256677017	0.0
TTC33	1	1262.9891736390882	0.0
PTGER4	1	12750.806797534757	0.0
PRKAA1	1	6924.828498508861	0.0
RPL37	1	47729.41173316997	0.0
CARD6	1	12284.244641364818	0.0
C7	2	3573.558595201814	0.0
OXCT1	1	2405.251961025153	0.0
RIMOC1	1	1906.4108180624776	0.0
FBXO4	1	573.920962683069	0.0
SELENOP	1	3346.7750291831294	0.0
ANXA2R-OT1	1	3677.300301889329	0.0
ENSG00000300695	2	452.12793190624564	0.0
ENSG00000286656	2	2302.4686046796787	0.0
ANXA2R-AS1	1	853.2646619655184	0.0
ENSG00000272144	1	214.43351006269484	0.0
ZNF131	1	1896.6777039841118	0.0
HMGCS1	1	1500.8062217093882	0.0
CCL28	1	525.3646319198198	0.0
TMEM267	1	577.3554370420093	0.0
C5orf34-AS1	1	309.00842441867735	0.0
EEF1A1P19	2	512.9997672846177	0.0
PAIP1	1	1354.6858340005992	0.0
NNT-AS1	1	1039.8013028635835	0.0
NNT	1	3636.5570039029494	0.0
MRPS30	1	1411.1549281396483	0.0
ENSG00000272335	1	395.4230400421431	0.0
EMB	1	39631.20706949916	0.0
PARP8	1	18980.02125440408	0.0
ENSG00000289056	1	324.0709422960812	0.0
PELO	1	6950.006640687798	0.0
ITGA1	1	1080.196319749616	0.0
MOCS2	2	2187.30943517367	0.0
NDUFS4	1	1603.2034195552149	0.0
ARL15	1	948.8373327026402	0.0
SNX18	1	21725.916363048884	0.0
GZMK	1	6056.581431838956	0.0
GZMA	1	23914.871709261228	0.0
DHX29	2	1446.0963489423991	0.0
MTREX	2	3128.007751993141	0.0
PLPP1	1	1025.8610306953765	0.0
SLC38A9	1	824.1390575066134	0.0
IL6ST	2	16107.361768791452	0.0
ANKRD55	1	4528.197746499775	0.0
LINC01948	1	2873.633543068696	0.0
C5orf67	1	1238.195397794157	0.0
MAP3K1	1	12417.974948832481	0.0
SETD9	2	548.8312660580443	0.0
MIER3	1	1194.3774116170632	0.0
GPBP1	1	10506.366327207012	0.0
PLK2	1	836.8577075502735	0.0
GAPT	2	11350.264663252246	0.0
PDE4D	1	11578.643328222717	0.0
DEPDC1B	1	1155.738760843133	0.0
ELOVL7	1	850.0925875532223	0.0
ERCC8	1	545.6544393270292	0.0
NDUFAF2	1	601.599747623249	0.0
SMIM15	1	1058.7024671961929	0.0
ZSWIM6	1	9807.032243364823	0.0
KIF2A	1	4731.539023100795	0.0
DIMT1	1	756.0037805721468	0.0
IPO11	1	3376.834580974025	0.0
LRRC70	2	2102.9433698927514	0.0
SREK1IP1	1	1524.1063692530333	0.0
CWC27	1	1505.7748930055793	0.0
CENPK	1	1014.8467418892027	0.0
PPWD1	1	2764.048074129483	0.0
TRIM23	1	1314.9129160623315	0.0
TRAPPC13	1	971.5166816900753	0.0
SHLD3	1	252.83882660737157	0.0
SGTB	1	6190.515353929611	0.0
NLN	1	1432.8488758090339	0.0
ERBIN	1	10963.00642842704	0.0
ERBIN-DT	1	201.66952426382463	0.0
ENSG00000285999	1	408.8455933770423	0.0
SREK1	1	4126.005148125645	0.0
MAST4	1	1599.121101627368	0.0
CD180	2	11436.156646982487	0.0
PIK3R1	1	35882.95172665461	0.0
SLC30A5	1	1177.2153722545524	0.0
CCNB1	1	3185.6924800143615	0.0
CENPH	1	1198.613423383445	0.0
KGD4	1	651.6484242874624	0.0
CDK7	1	1050.7855435505744	0.0
CCDC125	1	3998.656482405071	0.0
CFL1P5	1	189.41668593548678	0.0
AK6	1	695.8815863976539	0.0
TAF9	1	2706.3580554010473	0.0
RAD17	1	1516.518350626506	0.0
GUSBP3	1	1629.864169065343	0.0
GTF2H2C	1	487.50533457522346	0.0
ENSG00000290556	1	4608.836545062243	0.0
ENSG00000250138	1	28830.500234684747	0.0
ENSG00000251158	2	859.0965645775441	0.0
SMN2	1	189.39067303498183	0.0
ENSG00000300022	1	617.9445056365408	0.0
NAIPP2	1	2501.4433276062628	0.0
ENSG00000300109	2	3669.461534821739	0.0
ENSG00000293691	1	16593.93061114203	0.0
ENSG00000293689	1	7282.2139283334645	0.0
SMN1	1	392.5572593015381	0.0
NAIP	1	14837.405581950263	0.0
ENSG00000289810	1	218.423715537554	0.0
GTF2H2	1	377.0188294704179	0.0
NAIPP4	1	1345.8278575986976	0.0
BDP1	1	3271.135233010567	0.0
ENSG00000303946	1	813.0771500846037	0.0
MCCC2	1	2654.2609104358053	0.0
MAP1B	2	1242.8109852449384	0.0
MRPS27	1	3940.4174537507597	0.0
PTCD2	1	1019.3131450116301	0.0
ZNF366	1	591.844109157613	0.0
TNPO1	1	8764.20327466704	0.0
FCHO2	1	5502.50372965783	0.020000000000000018
BTF3	1	32581.832777163374	0.0
ANKRA2	1	1164.2929545021639	0.0
UTP15	1	688.2217977739833	0.0
ARHGEF28	1	232.41103728027497	0.020000000000000018
ENC1	1	8778.656602065555	0.0
HEXB	1	8626.298060750616	0.0
GFM2	1	1048.0217133988144	0.0
NSA2	1	4912.284214985375	0.0
FAM169A	1	478.564986568568	0.0
GCNT4	1	837.1644413995633	0.0
HMGCR	1	4865.118623987584	0.0
