gene,mean_n_neighbors,mean_neighbor_popularity,median_neighbor_popularity,specificity
ENSG00000288790,213.98,5228.025568970148,5001.46,0.6803408395615929
LINC01841,400.84,5228.117931275903,4960.7,0.6803351922179209
ADM,212.52,5228.137396929736,4947.82,0.6803340020220278
WASH6P,260.8,5228.16682238483,4941.46,0.6803322028502091
CTSD,273.66,5228.1820209240805,4905.97,0.6803312735601297
RPS9P2,288.12,5228.223755452944,4952.01,0.6803287217699209
SAA2,186.9,5228.251136397511,5035.71,0.6803270476063887
SDC4,231.58,5228.308219526446,4952.0,0.6803235573508746
UPB1,202.34,5228.340623358694,4956.6,0.6803215760710062
SP2-AS1,385.24,5228.413474671946,4947.83,0.6803171216953869
PPP2R3B,279.32,5228.4224870584485,4984.22,0.6803165706476033
CTNNA1,344.28,5228.4521723121325,4895.42,0.6803147555908204
IGKV2D-29,172.94,5228.609654722167,5025.95,0.6803051265837867
FAM27E3,264.12,5228.617603732619,4997.3,0.6803046405544104
SPARC,148.14,5228.617631275559,4964.29,0.6803046388703419
IGLV5-37,232.7,5228.739073740457,4974.43,0.6802972134674132
MAP3K15,227.9,5228.981104162858,4940.22,0.6802824149090273
SH3BGRL2,164.94,5229.2746371152925,4997.31,0.6802644673118133
ABHD4,408.1,5229.468682522688,4932.8,0.6802526027194933
CXCL16,238.74,5229.656650891947,4911.1,0.6802411096978327
C1QB,110.78,5229.7009971184425,4909.24,0.6802383982196
CAMK2B,337.36,5229.72363331185,5008.84,0.6802370141661969
SLC6A4,274.06,5229.77956818976,4960.08,0.6802335941186328
TMEM183A,549.52,5229.82085727446,4946.54,0.6802310695643865
EGFL7,204.36,5230.09681753921,4930.03,0.6802141964207148
RET,317.16,5230.144391600745,4950.57,0.6802112875817337
TRPV4,240.84,5230.161335694935,4957.22,0.6802102515625231
ENSG00000279164,238.96,5230.3135359612315,4959.7,0.6802009455236178
KRT14,156.32,5230.508779835791,4990.33,0.680189007652963
GAPDHP65,282.92,5230.844454770278,4965.62,0.6801684833524746
MMP24OS,446.18,5230.91311043198,4936.98,0.6801642855131775
LINC00989,172.34,5231.224417851299,4974.86,0.6801452511249588
SEPTIN4,234.66,5231.413754423119,4967.04,0.6801336744467674
ENSG00000230773,353.4,5231.436211607068,4932.72,0.6801323013386079
ENSG00000278376,403.9,5231.642049686047,4984.93,0.6801197157024734
ENSG00000308813,375.08,5231.64487421552,4969.82,0.680119543001191
ENSG00000248936,271.46,5231.649289897778,4921.37,0.6801192730114474
SAXO4,376.06,5231.676871215306,4958.07,0.680117586596435
CSTB,310.9,5231.801024660119,4938.03,0.6801099954350278
SOCS3,203.52,5231.84827526277,4923.87,0.6801071063734168
IGLC7,180.96,5231.8763071674475,5011.97,0.6801053924079824
POC1A,289.22,5231.887118541101,4930.48,0.6801047313640416
GH1,212.58,5232.074835944329,4969.91,0.6800932536872927
ENSG00000290199,231.08,5232.105861918378,4981.31,0.6800913566543334
LINC00115,253.46,5232.153341035794,4942.43,0.6800884536205567
UBQLNL,333.1,5232.262336308435,4968.28,0.6800817892810496
ARG2,276.94,5232.325043279697,4969.15,0.6800779551648
YBEY,281.22,5232.383031790601,4949.42,0.6800744095511708
HORMAD1,214.48,5232.552818906258,5024.03,0.6800640281928305
RPL3L,255.08,5232.715515342869,4992.72,0.6800540803825821
PELO,302.32,5232.765550820143,4967.39,0.6800510210443202
ENSG00000296810,375.06,5232.779730505474,4953.28,0.6800501540504142
TCIRG1,356.58,5232.872166860053,4944.79,0.6800445021791468
PSRC1,322.72,5232.875423868127,4958.07,0.6800443030346606
MUC1,262.98,5232.998476197203,4934.09,0.6800367791991928
IGHV7-4-1,201.7,5233.170546309517,5003.26,0.6800262582507174
GSN-AS1,348.6,5233.210402768079,4946.65,0.6800238212920771
ENSG00000289074,233.96,5233.391065476961,4960.51,0.6800127749631941
ENSG00000291149,311.12,5233.409386229807,4929.76,0.6800116547704185
ENSG00000287733,281.66,5233.6031122538925,4941.25,0.6799998097062738
ENSG00000303243,296.1,5233.604026740775,4953.31,0.6799997537914537
SLC15A3,337.0,5233.795713216404,4931.13,0.6799880334321979
SLC12A1,324.52,5233.998600763711,5030.76,0.6799756282015463
ASCC1,440.92,5234.097215497993,4914.72,0.6799695985632532
ZGLP1,259.42,5234.109999451354,4924.17,0.6799688169091193
CETN2,381.58,5234.136960732108,4938.16,0.6799671684052517
MYH1,131.68,5234.339187488017,5023.37,0.6799548035776204
ENSG00000284116,299.8,5234.427639403074,4994.25,0.6799493953284577
GIPC3,232.6,5234.481457433541,4932.5,0.6799461047121038
FAH,338.6,5234.584466651106,4963.43,0.6799398063802442
COL16A1,324.24,5234.67678470453,4978.15,0.6799341617423094
CEACAM3,254.6,5234.844427174101,4936.37,0.6799239115148823
AURKC,365.2,5234.961307885583,4977.95,0.6799167650329818
ENSG00000280033,385.92,5234.9637702612445,4991.94,0.679916614475008
ENSG00000276900,224.46,5235.035745410202,4918.82,0.6799122136710363
HNRNPD-DT,402.74,5235.047596792421,4971.97,0.6799114890374551
CCR5AS,202.24,5235.287991925573,4937.32,0.6798967904661832
ENSG00000288919,328.08,5235.430862975937,4932.63,0.6798880548470843
BEST1,249.1,5235.457311475457,4897.19,0.6798864376963951
SERPINB10,110.84,5235.595166136018,5007.71,0.6798780087963303
IGKV1D-13,169.72,5235.683173808283,4977.09,0.6798726277096739
SYNPO2,182.56,5235.864278535241,4965.48,0.6798615543543112
ENSG00000302962,364.24,5236.167959236388,4967.17,0.6798429862894291
PPCDC,268.16,5236.214880975932,4925.46,0.6798401173356201
TEKT4P2,245.7,5236.248691445936,4974.6,0.6798380500491632
MICAL2,247.2,5236.386373078807,4969.35,0.6798296317285963
HACD1,313.72,5236.456654186595,4955.6,0.6798253345040297
ALDH2,243.9,5236.520075175155,5006.44,0.6798214567303482
IGLV3-10,129.66,5236.799058903876,5045.21,0.6798043987218663
RAPGEF3,274.1,5236.8205355911805,4947.69,0.6798030855645869
SLX1A,426.68,5236.874120824707,4965.13,0.6797998091822253
CCL24,178.72,5236.891002188583,4940.92,0.6797987769985581
F12,295.94,5236.924095884683,4960.85,0.6797967535380811
EIF5AL1,236.92,5236.998935547577,4969.3,0.6797921775880418
HLA-W,251.56,5237.1077649274075,4970.4,0.6797855233917819
CRYM,232.3,5237.528650586044,4973.85,0.6797597890195021
ENSG00000309388,253.86,5237.548807261581,4978.07,0.6797585565722054
SLC6A19,175.54,5237.693892735022,4973.19,0.6797496855557921
SPOCK1,318.7,5237.856244454092,4983.97,0.6797397588227396
LINC00853,283.24,5238.204037218893,4930.7,0.6797184935971328
ENSG00000306626,306.44,5238.223494449877,4941.03,0.6797173039162411
MYH14,277.26,5238.354097382686,5007.97,0.6797093184113308
CLEC1A,216.18,5238.522625398451,4919.91,0.679699014038615
BEX3,219.26,5238.683376296746,4969.63,0.6796891851851576
A1BG,270.26,5238.943475010011,4937.83,0.6796732818703753
MPIG6B,142.94,5239.250949522577,4986.5,0.6796544818390353
HNRNPKP4,391.52,5239.417887473861,5007.03,0.6796442746882384
TMEM234,410.7,5239.451489857091,4954.37,0.6796422201249104
ETS2-AS1,256.76,5239.479862166092,4907.14,0.6796404853460047
TAS1R3,283.8,5239.520913424964,4917.1,0.6796379753332336
ITGB2-AS1,248.1,5239.562734540861,4945.07,0.6796354182488009
RHOA,449.28,5239.572876461918,4933.91,0.6796347981374553
GGT1,239.58,5239.617162813436,4941.58,0.6796320903201812
LRRC42,395.92,5239.737833238952,4938.31,0.6796247121223509
H3-3B,345.32,5239.862105512931,4949.0,0.6796171136953268
ANXA2P2,273.68,5240.128611335348,4992.56,0.679600818628227
TMC4,215.82,5240.182585941788,4957.35,0.6795975184382888
GSDMA,276.5,5240.292201523076,4969.47,0.6795908161710134
TPGS1,270.2,5240.454174878395,4928.01,0.6795809125724002
ENSG00000309392,344.74,5240.484052902379,4953.44,0.6795790857289894
GNMT,252.22,5240.514000045724,5038.29,0.6795772546593871
ENSG00000288882,144.52,5240.601365881845,5002.42,0.6795719128167628
ENSG00000295910,311.44,5240.869990607558,4991.04,0.679555488192751
ENSG00000307361,363.78,5240.878366263877,4975.35,0.6795549760768036
TNNT1,119.6,5240.935799342431,4982.54,0.6795514644241865
ENSG00000228655,243.94,5241.012125459441,4958.37,0.6795467975873164
ENSG00000296337,172.6,5241.037749862938,5006.72,0.6795452308246446
PIN4,322.5,5241.043797734526,4945.95,0.6795448610373265
ENSG00000293497,322.58,5241.1079608256805,4930.67,0.6795409378889832
SMOC2,254.28,5241.206400109512,5003.6,0.679534918978324
PRKAR1B-AS1,272.56,5241.255745043786,4948.49,0.6795319018621959
STYXL1,312.98,5241.298250917004,4948.72,0.6795293029093852
APOO,405.26,5241.328203465475,4945.56,0.6795274715092954
TMA7,265.84,5241.479420730769,4942.02,0.679518225574395
HSPB8,191.06,5241.60652206773,5057.36,0.6795104541688946
MPL,260.42,5241.665335967131,4994.19,0.679506858088222
SLN,233.9,5241.702915470054,5018.1,0.6795045603503482
WNT11,304.76,5241.949115001055,4987.19,0.6794895068785658
PLPP7,290.98,5241.96075575113,4975.44,0.6794887951237463
AANAT,304.88,5241.975541116247,4988.87,0.6794878910965303
CYP4F12,187.04,5242.154681472699,4968.41,0.6794769378494223
ENSG00000303871,386.54,5242.372356652169,4980.91,0.6794636284529398
TNFRSF12A,286.3,5242.401319718094,4974.3,0.6794618575531584
HBG2,69.1,5242.419582547892,5037.33,0.6794607409019937
SLIT3,286.52,5242.7323771666615,4972.64,0.679441615581372
TOLLIP-DT,318.62,5242.819636954723,4978.1,0.6794362802228846
TTC23,355.66,5242.9313508777595,4962.87,0.6794294496558997
HK1,365.46,5242.955210044323,4970.94,0.6794279908257828
TOX4,545.7,5243.1972857553255,4942.81,0.6794131894982987
VWA7,277.8,5243.27989230523,4978.67,0.6794081386545259
ENSG00000223522,279.7,5243.283362880282,4944.69,0.6794079264518323
ENSG00000291078,476.78,5243.285693996226,4970.13,0.6794077839195215
GALNT15,242.36,5243.3717771523225,4966.95,0.6794025205042908
CDC42P6,320.2,5243.4036334664725,4984.34,0.6794005727015302
SH3TC2,261.72,5243.495550820966,4991.36,0.6793949525636829
WDR11-DT,231.26,5243.509327217288,4971.41,0.6793941102282306
TEX2,260.12,5243.516116285041,4944.68,0.6793936951216728
FRMD4A,286.26,5243.537824880306,4974.08,0.6793923677847566
MMP14,209.18,5243.673787317554,4938.22,0.6793840545816231
ECM1,262.0,5243.694368286213,4979.31,0.6793827961916103
GNA15-DT,309.48,5243.704220344537,4993.92,0.6793821938034523
CD177P1,100.0,5243.757955629347,5029.3,0.6793789082464478
HGD,218.12,5243.812740151464,5020.71,0.6793755585355266
ESRG,115.04,5243.940737454827,5012.86,0.6793677323476106
GIHCG,285.48,5243.9458764883075,4975.35,0.6793674181297275
KRT7,268.3,5244.131050013901,4972.01,0.6793560959942586
ENSG00000289621,173.62,5244.200895546094,4987.58,0.6793518254022566
MYO18B,253.16,5244.247861441491,5032.12,0.6793489537486095
OSGIN1,260.48,5244.264984763289,4972.21,0.6793479067708169
ENSG00000298762,227.9,5244.318650735372,4950.64,0.6793446254518268
KIFC3,236.44,5244.41334910059,4959.24,0.6793388352735805
ENSG00000301154,406.94,5244.513300995343,4961.9,0.679332723876775
WASH5P,221.7,5244.578882846909,4977.9,0.6793287139806231
JCHAIN,110.92,5244.698072859746,4949.69,0.6793214263002295
ENSG00000273437,337.34,5244.841525407621,4987.52,0.6793126551264066
ATOH8,169.28,5244.857411999215,5051.3,0.6793116837664803
URB1-AS1,375.34,5244.863093107558,4959.68,0.6793113364043071
ENSG00000268240,175.7,5244.9928753999075,4982.26,0.6793034010761292
ANKRD35,241.66,5245.150002090484,5001.44,0.679293793818986
CD300H,152.06,5245.393299816882,5025.09,0.6792789177733487
RNF5P1,249.14,5245.447593635943,4985.05,0.6792755980656715
WDR45,496.0,5245.47246465477,4960.95,0.6792740773674858
MARCO,132.96,5245.683224465499,4936.73,0.6792611908000307
CACNA1D,311.8,5245.702625138578,4952.68,0.6792600045772805
TAF10,456.92,5245.931504292481,4933.64,0.679246010131918
POMP,400.8,5245.990120178521,4936.64,0.6792424261584518
CXCL14,249.14,5246.0176525773,5023.29,0.6792407427344971
ZNF205,286.04,5246.074347202683,4964.56,0.6792372762334036
CDC42EP4,335.48,5246.074984374012,4969.76,0.6792372372745942
ZNF252P-AS1,306.64,5246.153181116079,4978.79,0.6792324560613832
CYP2T1P,298.8,5246.445665656985,5008.42,0.6792145725675949
ANTXR1,260.2,5246.547093022461,5003.41,0.6792083709555206
LINC02470,150.72,5246.780243497101,5015.48,0.6791941153471659
NDN,292.66,5246.997595048866,4995.37,0.6791808257383757
ARHGEF17,230.0,5247.106005969644,5018.79,0.6791741971281171
BCKDHA,349.92,5247.121261017693,4958.45,0.6791732643828987
H2AC13,281.32,5247.333455936232,5000.54,0.6791602900680995
ENSG00000288877,347.62,5247.4239283681245,4990.74,0.6791547582777056
FN1,109.5,5247.643297310262,4999.05,0.6791413453188467
APLP1,237.78,5247.894012495352,5056.8,0.6791260157447048
ENSG00000298739,327.74,5247.981883917154,4962.1,0.6791206429888625
LCN8,195.68,5248.154148191281,4941.37,0.6791101101686774
CACNA1A,323.12,5248.193451339685,4993.21,0.679107707041291
PIR,274.92,5248.372289447459,5013.37,0.6790967722746892
THBD,175.76,5248.449427694194,4931.19,0.6790920557814617
ENSG00000287632,251.2,5248.484349222347,4974.59,0.6790899205611527
ENSG00000295953,172.24,5248.532861874857,4919.74,0.6790869543335458
SHE,342.58,5248.543226070335,4980.44,0.6790863206315907
ST3GAL1-DT,303.7,5248.563472777027,4939.11,0.6790850826794848
MROH6,203.5,5248.7284762831005,4938.9,0.6790749938072087
ENSG00000303329,316.58,5248.767688469426,5032.54,0.6790725962415515
UBQLN1-AS1,239.78,5248.819002826841,4998.83,0.6790694587082335
SAA1,177.66,5248.837604475608,5042.86,0.6790683213405315
WASH7P,273.58,5248.891227458849,4962.31,0.6790650426500244
MYO1B,201.32,5248.92880165725,4996.77,0.6790627452364872
RGL1,192.72,5248.92966234071,4922.26,0.6790626926113904
MERTK,158.0,5248.953833865908,4920.18,0.6790612146826104
ENSG00000261172,150.02,5249.121696459933,5001.17,0.6790509509960297
GPR108,439.64,5249.204901867117,4947.11,0.6790458635360981
FTLP2,354.92,5249.247957929587,4988.69,0.6790432309428562
SOWAHC,276.0,5249.3665798906995,4977.95,0.6790359779950658
ELF3,248.14,5249.444604107453,5022.77,0.6790312073306357
EPHB2,221.24,5249.683592007646,5001.15,0.679016594802345
ZFP92,310.9,5249.883718023558,4966.26,0.6790043584210603
LAMC1,222.4,5250.084946473107,5039.41,0.6789920546332555
ADAMTSL4,249.56,5250.090412862733,4959.8,0.6789917203997107
SPR,233.74,5250.09485560228,5038.46,0.6789914487555928
ENSG00000247134,341.78,5250.589227962762,4957.99,0.6789612211578868
NEU1,426.8,5250.668712415062,4973.63,0.678956361209718
HDDC3,411.48,5250.7795884358775,4961.01,0.6789495818749081
DLGAP1-AS1,302.54,5250.818603878719,5063.2,0.6789471963388127
CPED1,202.66,5250.924076680509,4962.57,0.6789407473750835
COPB2-DT,419.68,5251.000004240236,4978.99,0.6789361049073533
GRIN2D,318.22,5251.077481552925,4972.72,0.6789313676824871
ENSG00000287200,285.82,5251.147259390784,4979.06,0.6789271012295455
ENSG00000288908,376.14,5251.148627042971,4974.45,0.6789270176066664
FKBPL,393.22,5251.315767875547,4951.11,0.6789167980510213
IGKV1D-16,214.12,5251.343151821132,5008.88,0.6789151237039968
ITGB5,173.32,5251.41634031898,5001.27,0.6789106487117713
OLIG1,160.02,5251.482946305261,4960.15,0.67890657619656
ENSG00000287926,273.4,5251.706198121372,4965.15,0.6788929258256575
SSH3,401.18,5251.766750688169,4980.35,0.6788892234369814
PAX8-AS1,141.86,5251.841293856972,5000.75,0.6788846656155934
ENSG00000285906,265.44,5252.1119342912625,4968.14,0.6788681177443434
PRELP,197.38,5252.16107668758,5011.12,0.6788651130120709
GP1BA,243.44,5252.321666683736,4997.17,0.6788552939967144
ENSG00000287104,334.14,5252.496582683816,5009.08,0.6788445990410384
ZP3,228.16,5252.538654468616,4966.55,0.6788420266298614
ACTA1,99.02,5252.583416504691,4991.16,0.6788392897276252
CAMK2A,193.06,5252.699074376317,5021.37,0.6788322180142882
ZFYVE1,496.24,5252.7107570695725,4962.31,0.6788315036949206
TCL1B,220.76,5252.7752256861295,4969.97,0.6788275618657212
RGS5,191.2,5252.777999046436,5014.25,0.6788273922930947
ENSG00000228719,310.78,5252.872237222199,5011.88,0.6788216302523877
MYL9,147.22,5252.933723527418,5001.82,0.6788178707717873
DSP,192.62,5252.95536646795,5021.25,0.6788165474492235
PRSS50,239.46,5252.965136099963,4997.9,0.6788159501008888
LAMB1,266.64,5252.998048519404,5016.73,0.6788139377242799
RPL23AP7,315.02,5253.189897268857,5009.44,0.6788022074430538
FHDC1,146.58,5253.287536329561,4985.56,0.6787962374607422
DRC12,337.32,5253.348777068426,4979.16,0.6787924929948991
LTBP1,214.92,5253.382266232196,4977.7,0.6787904453541915
STEAP3,218.3,5253.42318519874,5008.49,0.6787879434302208
ZNF529-AS1,405.54,5253.442817303672,4982.26,0.6787867430569445
COCH,294.22,5253.444271115557,4982.18,0.6787866541659702
MT-RNR2,245.1,5253.499530885897,4969.87,0.6787832753967658
ANK2,252.32,5253.570915217409,5050.07,0.6787789107173703
ENSG00000268555,157.12,5253.61006590878,5001.93,0.6787765169117224
ENSG00000295857,193.76,5253.645482090482,5015.43,0.6787743514466229
CLDN5,200.24,5253.813729674619,4976.59,0.6787640642204451
MT-RNR1,235.82,5253.979948630485,4955.05,0.6787539010314592
ASGR2,165.54,5254.007665230557,5038.75,0.6787522063448146
TEKTIP1,300.8,5254.0397177574,4969.48,0.6787502465449465
C7,225.14,5254.226847435472,5035.15,0.6787388048037009
REEP2,308.58,5254.289384622531,5021.37,0.6787349810686316
IGLV9-49,178.84,5254.395596532299,4982.55,0.6787284869133415
SNHG9,330.76,5254.536358988278,4973.93,0.678719880220833
SERINC2,179.26,5254.757809213578,4973.64,0.6787063400052842
C1orf122,307.82,5254.791772014586,4964.75,0.6787042634047945
ENSG00000255491,302.18,5255.030990156165,5011.61,0.678689636798767
H4C4,234.48,5255.078090183574,4994.01,0.6786867569438353
PTGR1,188.8,5255.12844250145,5005.59,0.6786836782328676
TUBB3,310.46,5255.2599221879,5024.86,0.6786756391202751
TGFB1I1,232.56,5255.433592718402,4993.64,0.6786650203168204
PAX8,224.62,5255.571174008835,4990.78,0.6786566081315295
CTIF,370.76,5255.614132422664,4952.84,0.6786539815088557
RNF208,233.88,5255.697567860204,4996.58,0.6786488799840902
CTSA,309.14,5255.832714490321,4957.52,0.6786406166621632
PF4V1,149.74,5255.840958263571,5026.13,0.6786401126099926
RTEL1P1,241.84,5255.9233212826375,4944.74,0.6786350766565186
NAGK,297.62,5256.021867149397,5003.98,0.6786290512290188
C4A,338.56,5256.116812727257,5019.99,0.6786232459353557
FGFR4,292.24,5256.178202354636,4976.14,0.6786194923659654
CASTOR2,336.8,5256.190342040122,5018.46,0.6786187501045478
ENSG00000289927,211.06,5256.221791321462,4979.41,0.6786168271891494
ATP2A1,213.32,5256.277280544364,5039.12,0.6786134343904394
KLHDC8B,171.42,5256.322116821494,4975.74,0.6786106929488539
GRTP1,333.94,5256.356061092407,5030.8,0.678608617481357
TTC39A,342.1,5256.583753940975,4984.76,0.6785946955707138
NFIA,293.68,5256.599366072774,4961.86,0.6785937409921875
NTRK2,240.74,5256.80764910112,5023.18,0.6785810058635817
QSOX1,265.24,5256.8892154473315,4993.11,0.6785760186213798
PRR7,266.14,5256.922011771818,4996.77,0.678574013343209
TREML5P,194.8,5256.961587452883,5035.62,0.6785715935522543
SHROOM1,181.72,5256.978356101122,4994.91,0.6785705682604022
LINC02320,209.24,5257.154262221706,5019.22,0.6785598127654109
FEM1A,344.42,5257.171337756428,4989.05,0.6785587687094816
LAMA4,263.18,5257.229175930165,5024.84,0.6785552322879752
SLC22A16,194.02,5257.244192976025,4983.79,0.6785543140950152
IGKV2-29,195.48,5257.380941304319,5057.15,0.678545952839846
LMOD1,241.5,5257.443689173779,5008.63,0.6785421162229424
DSTNP2,401.68,5257.463187720813,4957.53,0.6785409240158475
EIF2S3B,264.92,5257.474171660197,5012.19,0.6785402524206545
SCO2,234.74,5257.507460291621,4973.8,0.6785382170411727
IGHA2,93.38,5257.534374589263,5021.79,0.6785365714100113
CUX1,398.78,5257.60028626645,4968.6,0.6785325413472058
SLC1A2,157.3,5257.740379366656,5034.79,0.6785239755813723
CCN5,243.28,5257.76056869553,5011.08,0.6785227411375402
DOCK6,286.78,5257.796287735747,5031.89,0.6785205571546471
FILIP1L,305.86,5258.101674240984,5018.83,0.6785018847911353
MSRB3,248.64,5258.120539734876,4981.13,0.67850073129105
PCSK1N,152.52,5258.275813230086,4992.96,0.6784912373445378
PROSER2,321.4,5258.283093512824,5009.96,0.6784907922034348
HPCAL1,336.1,5258.342154793462,4979.65,0.6784871809970369
NUDT7,320.82,5258.352470576971,4999.24,0.6784865502551531
PCYT1B,199.64,5258.360819751738,5021.85,0.6784860397583774
