gene,mean_n_neighbors,mean_neighbor_popularity,specificity,any_neighbor
WASH7P,13.78,279.5029343673755,0.9829102455293565,True
ENSG00000241860,11.98,287.76044102251007,0.9824053536519407,True
CICP27,7.8,300.35948240648236,0.9816350056614808,True
ENSG00000308579,10.02,292.51282866692844,0.9821147766024501,True
ENSG00000268903,9.04,295.43592523979294,0.9819360485943264,True
ENSG00000269981,10.54,288.45416297883406,0.9823629371458983,True
WASH9P,13.4,279.7373355367991,0.9828959134492938,True
ENSG00000292994,10.36,307.0990145098279,0.9812229278807809,True
ENSG00000290385,8.92,279.13434745809747,0.9829327821792664,True
ENSG00000250575,14.44,268.26353133552254,0.9835974606337192,True
LINC00115,12.54,280.29160720699036,0.982862023405259,True
MTND1P23,11.5,269.1857453680463,0.9835410733495539,True
MTND2P28,9.34,302.2473816950163,0.98151957311556,True
MTCO1P12,8.78,275.0301803751804,0.9831837248318447,True
MTCO2P12,13.08,269.42128589864086,0.9835266716050969,True
MTATP6P1,9.58,306.7049069508923,0.9812470249495021,True
MTCO3P12,10.76,290.7397685566068,0.9822231874927174,True
LINC01128,11.34,321.1037024614532,0.9803666339063618,True
NOC2L,10.94,346.53900521116316,0.9788114334936617,True
KLHL17,9.58,349.8734403651904,0.9786075548538556,True
PLEKHN1,13.58,305.58776617663375,0.9813153307137491,True
HES4,6.14,293.71770163170163,0.9820411065954325,True
ISG15,6.2,286.2879105339105,0.9824953891449765,True
AGRN,7.6,308.5262488067488,0.9811356619500612,True
C1orf159,8.84,342.4869986092339,0.9790591868780658,True
TNFRSF18,5.46,330.0549590409591,0.9798193238128426,True
TNFRSF4,5.66,317.55207647907645,0.980583792327785,True
SDF4,22.2,308.84355303117945,0.9811162608969013,True
B3GALT6,9.64,330.71422860472853,0.9797790138425724,True
C1QTNF12,18.6,291.67187730074676,0.9821661952124275,True
UBE2J2,14.3,341.2881514896412,0.9791324884445343,True
LINC01786,12.82,317.3943266638351,0.9805934376848771,True
SCNN1D,8.28,347.9112135087134,0.978727532038599,True
ACAP3,13.82,305.4612379449756,0.9813230670776536,True
PUSL1,17.34,294.46613752778615,0.9819953446941128,True
INTS11,15.36,330.6813165287697,0.9797810261981797,True
ENSG00000240731,15.48,313.4778288519948,0.9808329056036689,True
CPTP,11.36,315.5756437193809,0.9807046381094845,True
TAS1R3,14.16,286.95602936591683,0.9824545381005249,True
DVL1,11.46,332.9707055283897,0.9796410452137946,True
MXRA8,10.18,320.9734019109546,0.9803746009225952,True
AURKAIP1,15.86,300.7000528326875,0.981614182034076,True
CCNL2,15.34,316.6392740626568,0.9806396041539189,True
MRPL20-AS1,13.76,332.6365888484581,0.9796614742373306,True
MRPL20,18.22,299.3684949567308,0.981695597984914,True
MRPL20-DT,10.32,318.69908880696187,0.9805136601157467,True
VWA1,16.06,303.8220290997965,0.9814232938489883,True
ATAD3C,14.84,302.3434641339016,0.9815136983103698,True
ATAD3B,8.22,339.5189032079033,0.9792406662667134,True
ATAD3A,10.22,343.47157153226885,0.9789989867604849,True
TMEM240,14.3,298.6603424500194,0.9817388968236002,True
SSU72,16.74,305.3471534756017,0.9813300425878568,True
FNDC10,13.86,306.50712678285055,0.9812591178977162,True
ENSG00000286989,15.86,277.88684926580385,0.9830090584368203,True
ENSG00000272106,14.86,300.88233252517466,0.981603036837348,True
MIB2,10.8,313.84124169750095,0.9808106853135127,True
MMP23B,11.82,335.2729965273,0.9795002753575481,True
CDK11B,18.28,322.48352586920225,0.9802822668377131,True
SLC35E2B,13.56,298.92652798215187,0.9817226213401313,True
ENSG00000293187,9.56,313.8576865095689,0.9808096798220991,True
ENSG00000310190,11.88,320.91523395257997,0.9803781575082494,True
CDK11A,14.16,293.86470673881166,0.9820321182061259,True
ENSG00000293188,8.04,285.1391692408898,0.9825656270717891,True
ENSG00000290854,14.4,296.39210224485873,0.9818775846991832,True
NADK,11.8,311.43765017919816,0.980957649026035,True
GNB1,33.5,282.5415527809536,0.9827244541252856,True
PRKCZ,12.02,316.9319541345122,0.9806217087047073,True
ENSG00000271806,11.36,312.89985424270714,0.9808682449255453,True
PRKCZ-AS1,10.62,311.3457230628848,0.980963269760753,True
FAAP20,17.72,296.4034133253296,0.9818768931014779,True
SKI,11.5,316.14107522209474,0.9806700657155552,True
ENSG00000287356,15.32,296.44901654813833,0.9818741047662404,True
MORN1,16.44,293.9111241549124,0.9820292800883575,True
ENSG00000292993,15.7,297.60210420997316,0.9818036010877425,True
RER1,14.64,346.18546328853125,0.9788330502422176,True
PEX10,16.16,305.0004192347887,0.9813512430917279,True
PLCH2,6.0,344.91945676545686,0.9789104581616963,True
PANK4,14.6,330.45699057266364,0.9797947422456336,True
ENSG00000272449,13.46,299.8259029860375,0.9816676305114009,True
TNFRSF14-AS1,11.24,328.34655863168473,0.9799237811903586,True
TNFRSF14,15.46,305.62547574191115,0.9813130250234233,True
ENSG00000228037,12.46,292.8608049425634,0.9820935001563703,True
PRXL2B,11.58,318.5087467707731,0.9805252982714293,True
TTC34,11.66,293.6640590454437,0.9820443864845342,True
MEGF6,10.22,279.93932067253354,0.982883563395137,True
ENSG00000238260,9.82,330.6884837662337,0.9797805879690472,True
TPRG1L,17.26,309.79098985548757,0.9810583314059622,True
WRAP73,16.52,323.252085971565,0.980235274474377,True
TP73,13.96,298.1273062330985,0.9817714884602202,True
GFOD3P,12.22,327.6859514508196,0.9799641729470608,True
SMIM1,5.22,297.0361717171717,0.9818382041138997,True
LRRC47,17.0,310.04275567307764,0.9810429375925969,True
CEP104,15.74,317.7034110960959,0.9805745392176034,True
DFFB,12.34,320.78589319324726,0.9803860658396057,True
C1orf174,11.3,348.56072197994655,0.9786878188945309,True
LINC01134,11.12,323.20738321070803,0.9802380077523261,True
ENSG00000300565,8.24,289.0015616328116,0.9823294673413139,True
ENSG00000287586,46.88,314.7510271512113,0.9807550579546799,True
NPHP4,14.86,328.90482457890494,0.9798896469227206,True
KCNAB2,16.08,307.1978274902636,0.9812168861210477,True
RPL22,9.22,332.74873309207135,0.9796546173590908,True
RNF207,7.92,345.0097244977245,0.9789049388873295,True
ICMT,12.92,304.94810289119357,0.981354441889869,True
GPR153,7.42,317.99561571761564,0.980556672839033,True
ACOT7,8.62,327.7098335488041,0.9799627127148393,True
ESPN,5.72,292.5647835497835,0.982111599905241,True
TNFRSF25,6.3,330.88503468753464,0.9797685701811352,True
PLEKHG5,7.28,320.2437160894661,0.9804192163809559,True
NOL9,10.96,340.212860567537,0.9791982353673166,True
ZBTB48,20.06,276.38295490541714,0.9831010116230255,True
KLHL21,10.6,325.4623757304787,0.9801001298850212,True
PHF13,9.9,310.87962983653773,0.9809917682765797,True
THAP3,19.4,292.2761040423913,0.9821292507464144,True
DNAJC11,11.12,331.86284598416717,0.9797087834922551,True
CAMTA1,16.54,314.77505802315693,0.9807535886259152,True
VAMP3,19.76,302.4373012999774,0.981507960788751,True
ENSG00000269925,15.28,300.02035257944397,0.9816557412057815,True
PER3,10.48,326.3773548079028,0.9800441849704737,True
UTS2,18.38,321.0765121818411,0.9803682964119939,True
TNFRSF9,8.3,277.7841993489825,0.9830153347998176,True
PARK7,19.04,292.70570771096124,0.9821029833255297,True
ENSG00000284747,16.32,290.2460786653544,0.9822533733619472,True
ERRFI1,6.12,327.2495144300145,0.9799908581822064,True
SLC45A1,14.16,324.8667609771549,0.9801365477849493,True
RERE,10.44,310.68447392978834,0.9810037007685852,True
RERE-AS1,8.3,334.10529556554553,0.9795716725426141,True
ENO1,12.4,291.6939788653629,0.9821648438480365,True
ENSG00000310107,12.42,314.7649194756053,0.9807542085309933,True
SLC2A5,4.98,291.3307301587302,0.9821870541021871,True
GPR157,11.98,306.0824259027305,0.9812850855455377,True
H6PD,10.56,319.2685971805971,0.9804788384481444,True
SPSB1,12.74,293.7329318982294,0.98204017536544,True
SLC25A33,13.7,316.06119592209365,0.9806749498060474,True
TMEM201,10.14,330.87550992188073,0.9797691525575126,True
PIK3CD,12.48,335.8324003185497,0.9794660715182788,True
PIK3CD-AS1,7.72,318.2005503385504,0.9805441424433782,True
CLSTN1,8.52,356.39053579753585,0.9782090776033301,True
CTNNBIP1,19.34,296.49424764145044,0.9818713391842586,True
LZIC,12.92,315.68124499099105,0.9806981812906762,True
NMNAT1,9.4,340.3433538873407,0.979190256564516,True
RBP7,7.96,313.33073809523813,0.9808418992298845,True
UBE4B,19.5,317.5509317471877,0.9805838623205633,True
KIF1B,11.84,313.18826647440966,0.9808506104265112,True
ENSG00000284735,10.98,305.5313135491959,0.9813187824182699,True
ENSG00000284642,9.42,324.9453507652477,0.9801317425395752,True
PGD,7.58,313.5093824215001,0.9808309763117395,True
CENPS,15.08,310.5375032904018,0.9810126870504188,True
DFFA,16.18,325.114197974803,0.9801214186502719,True
PEX14,11.32,346.07796387522,0.9788396231198275,True
CASZ1,10.14,317.1093861904649,0.980610859908868,True
ENSG00000272078,7.36,336.25352874902876,0.9794403223021076,True
TARDBP,13.24,320.98644363141733,0.9803738035077091,True
MASP2,11.4,296.70196318955277,0.9818586387533138,True
SRM,11.92,316.9440361909333,0.9806209699669255,True
EXOSC10-AS1,9.38,337.5910046228283,0.9793585445048714,True
EXOSC10,10.54,355.7214098124098,0.9782499902285289,True
MTOR,12.18,333.07005168515695,0.9796349708538578,True
UBIAD1,13.14,322.64389217691496,0.9802724614994244,True
FBXO2,7.38,314.85294799644794,0.9807488261695844,True
FBXO44,8.86,347.8243453768454,0.9787328434499024,True
MAD2L2,18.4,295.1086671788129,0.9819560582587091,True
FBXO6,14.94,286.37981684619575,0.9824897696822871,True
DRAXIN,8.34,297.9126286393345,0.9817846145741771,True
ENSG00000305789,9.88,311.2625271705419,0.9809683566389152,True
AGTRAP,9.24,338.58115909580624,0.9792980031124545,True
MTHFR,14.84,315.4769768569919,0.9807106709350663,True
CLCN6,11.42,330.0373668467068,0.9798203994590824,True
NPPA,9.62,280.31886546133603,0.9828603567434219,True
ENSG00000285646,15.02,298.9838030512868,0.9817191193487443,True
KIAA2013,10.22,338.0966082185787,0.9793276301914657,True
PLOD1,11.78,276.6285102697955,0.9830859975377686,True
MFN2,14.5,301.4974599071437,0.9815654258693278,True
MIIP,17.64,296.365899797172,0.9818791868054313,True
TNFRSF8,11.78,298.8239389327562,0.9817288939814884,True
TNFRSF1B,11.8,324.10614593009336,0.9801830543607403,True
ENSG00000296888,7.34,320.6631864100811,0.9803935685472283,True
VPS13D,15.12,307.99376981325236,0.981168219516157,True
DHRS3,6.58,327.89395177045185,0.9799514551042219,True
PRDM2,12.26,312.97668032033505,0.9808635475193925,True
KAZN,7.12,280.8495800865801,0.9828279070567667,True
TMEM51,7.6,302.8828633167658,0.9814807176204974,True
EFHD2-AS1,11.16,313.71091921666226,0.9808186536706412,True
EFHD2,13.76,339.659075384022,0.9792320956659112,True
CTRC,13.84,285.0963850030259,0.9825682430447553,True
CASP9,21.52,296.9758734721505,0.9818418909524824,True
DNAJC16,14.24,329.42928845092143,0.979857579428253,True
AGMAT,10.24,305.2142171234705,0.9813381707659143,True
DDI2,11.26,302.1617601238705,0.981524808307926,True
PLEKHM2,18.56,308.7051942519486,0.9811247206204862,True
SLC25A34,11.34,301.2556257190522,0.9815802124292845,True
FBLIM1,12.26,274.0348701195007,0.9832445814662488,True
SPEN-AS1,14.0,312.8258874522644,0.9808727675052116,True
UQCRHL,18.22,291.38820964209856,0.9821835396122226,True
SPEN,12.14,288.94910935007,0.9823326744512338,True
ZBTB17,17.72,320.8535841760934,0.9803819269840358,True
HSPB7,7.86,262.11345393495395,0.98397349716081,True
ARHGEF19,12.46,299.1701682499646,0.9817077243503537,True
ENSG00000291077,11.58,282.4033357029108,0.9827329051847807,True
ENSG00000288398,14.48,288.1627350585176,0.982380756034331,True
CPLANE2,16.94,301.88223399473287,0.9815418994806033,True
