gene,mean_train,max_train,uncov_k0.1,hin_rate_k0.1,n_intervals_k0.1
ARHGEF28,21.547924593366382,178.30075806651791,0.33862267441685756,0.94,11
NAIPP2,275.9228235684187,1949.1140057889645,0.3386097226411545,0.94,18
ENSG00000294008,41.78537230126621,265.6655135941631,0.3385279703060823,0.94,13
DONSON,206.95583375508735,1018.2914486495443,0.33850158522329155,0.98,20
BAK1,1266.1521643668887,5106.636957769661,0.3384664448215332,1.0,19
CFAP68,92.65529696269405,505.65287992072734,0.3384617422802768,0.96,15
BPI,7384.530305974048,79030.05101977767,0.3384371571612338,0.96,38
ARK2C,151.8193904366022,1213.3291115632674,0.33841949166989505,0.94,12
PDLIM7,11135.127460460377,43403.32218873073,0.3384161608097822,0.98,18
ZNRD2,282.2235535332334,1251.9782126886485,0.33839622716980644,1.0,14
TTLL11,102.59456416123682,491.8757528921633,0.338363323170744,0.96,14
LINC00685,30.404139461182655,197.84756850532798,0.3383407294166414,0.94,8
FTH1P16,67.52836926119737,487.7328433538825,0.3383231114521742,1.0,15
RBBP4,1785.2842287163767,6785.645199297836,0.3382181375549824,0.98,19
KBTBD6-DT,46.73924025517664,339.43937105699695,0.3381456065278806,0.98,9
ENSG00000288109,31.199007982906718,260.107712615292,0.3381243642087325,0.96,11
RNF40,2719.413015429557,6678.850836340833,0.3381093954968375,0.98,11
RANBP2,2364.028112772122,12735.01829855728,0.3380952637398429,1.0,20
WDR27,199.0452781966492,1108.2548157855515,0.3380636777681292,0.96,14
ZNF768,525.4153613357132,1911.8185156330596,0.33801708883848713,1.0,13
ATPAF2,448.196647045702,1301.1680411010032,0.33798421845672233,0.98,9
MAGEF1,134.86635741325222,756.6644826130783,0.3379412553591181,1.0,12
ENSG00000248015,32.27416410513052,204.29064246679866,0.3379133750062998,0.96,10
PDCD11,758.2928995603568,3435.2455964462442,0.33791237778612215,0.98,14
FOSL2,24769.789048011924,116214.6522632666,0.3378738951497178,0.96,15
CROCCP3,84.87433556652333,483.458342470591,0.33786856053912384,0.98,14
SHARPIN,3969.504059959598,18520.071810215235,0.33785731345937464,0.98,17
REPS1,857.5573458031595,3234.2240770790477,0.33784124209481625,1.0,8
SETMAR,88.85598531471915,427.6217219475164,0.3377891297545905,1.0,15
CAMK1,944.8912648910489,4771.427025290261,0.33776865864214145,1.0,20
PRPF39,363.5164600715535,2143.9880787912657,0.3376837579291887,0.98,24
TRIM68,204.40548321127804,877.660657121311,0.33763944319663663,1.0,18
BMP8B,87.26489443913144,569.6385738966981,0.33762882395303606,0.98,18
ENSG00000260467,50.32129943516573,329.86065412387,0.33762144640913205,0.96,13
GMEB2,1516.860256991004,4262.814607139243,0.33754488331906896,1.0,16
TENT2,1557.5357851343906,5059.322161244903,0.33753238967683086,1.0,14
TOMM70,560.792106744224,2490.9429838977467,0.3374851065927891,0.96,15
ENSG00000273353,16.970578385521865,155.61971976209168,0.33741681051700656,0.84,8
MRPS16,763.724066344833,2388.0365657222237,0.3373520845694976,0.98,11
CCDC39,24.181384728737328,216.56561669227156,0.3373439685733013,0.88,15
TRAPPC2B,42.679123115608306,228.51938964274075,0.33732830797056845,1.0,12
PRCC,1895.9299074887078,4931.792933277971,0.33731857610256355,1.0,17
ZNF564,300.4281422205021,1239.680592458087,0.3372144768619777,1.0,15
RELT,5355.367387989962,20181.073397618577,0.33721418335369047,0.98,14
MB21D2,43.873598165209344,347.38393099155155,0.3371668589201262,0.98,14
MAOA,706.2573340072208,8971.247598614074,0.3371600620461167,0.98,28
BCL6,56270.37451955324,295220.210322385,0.3370586693128842,0.98,15
NADSYN1,6931.361143165711,17685.719733924227,0.33705069824747846,0.98,12
LACC1,73.35518406136923,480.7354438665775,0.33702799468592615,0.94,13
TMEM71,4802.95593161835,15043.670284244241,0.3369711026656289,0.96,12
ENSG00000289584,38.56260995234795,298.59935253748625,0.336936003141746,0.94,15
ZNF169,246.0592210188822,1117.2109024654142,0.3369347813946161,0.94,14
ATP8B4,783.1910680280286,5250.073370746457,0.3368465609837553,0.96,28
DR1,2130.2990323729996,7794.283917188716,0.33680894364752967,0.98,10
SLAMF8,151.98019566509956,1458.7934313275998,0.33673662423285955,1.0,27
NDUFC1,394.05140820157914,1268.2512981860525,0.33668484433614754,0.98,9
LINC02693,110.3936966308324,695.1378768064602,0.33662390851649404,0.98,17
FAF2,920.084684271758,2656.5366392317023,0.33660542705580987,0.98,9
EXOSC8,577.3012892064917,2512.378465008701,0.336602353915738,0.96,17
CATSPERG,76.26260553966299,372.71309617215434,0.3365910666097546,1.0,12
ENSG00000299436,43.0231315912886,220.18450292865242,0.3365704450824972,1.0,8
NME8,401.40386811779786,2203.3543483046096,0.3364570620481879,0.94,16
ENSG00000232811,29.26365678487186,180.00046073161917,0.3364366846177125,0.96,8
CLPTM1L,2053.823010746651,6973.958346367037,0.3364080148246552,1.0,14
DNAJC21,456.3755624155857,2006.9582858648162,0.3363823840955751,0.98,12
LINC02965,66.6766701871222,501.08721723944336,0.3363485851468204,0.96,13
ENSG00000275437,77.57968576539854,568.4937912170502,0.33627171454748184,0.96,17
KNTC1,363.1300191120964,2095.872064614928,0.3362338079873821,0.98,16
RPLP0,36780.10803296055,147835.38931887946,0.3361952891089308,0.98,17
ZFP92,146.89641570898374,572.6409157061483,0.3361314458401763,0.94,15
MED9,298.1553076657457,1145.2133786182794,0.336113131935042,0.96,12
H2BC14,15.224929294316455,187.62516970583096,0.3360884458782919,0.62,10
S100A13,201.63747956717836,930.9507915550016,0.33608642035324054,0.98,12
COPS3,1179.213461116026,4113.308829902709,0.3360578097665625,0.98,15
ZNF160,716.7557521858015,3863.0328190313235,0.3360336404276535,0.96,21
CNTROB,1325.8951833418635,5180.3909942214805,0.336000793704611,1.0,8
CTSK,405.07993678841575,1661.284552799481,0.33597195276051406,0.94,11
DOCK3,32.392825629906895,297.22973303109336,0.3359027714692988,0.98,12
LINC03124,18.122440472652432,159.07420489243896,0.3358967864217228,0.9,8
POLR3GL,855.9560227578334,2465.0690421730574,0.3358949660748213,1.0,9
MRFAP1,4204.186120722786,8395.713262640107,0.33588690470166427,1.0,8
SNCA,5655.02722001142,54699.91966058704,0.33586801860700366,0.96,33
LAPTM4B,158.40463315691284,940.2060818250272,0.33584230840982787,0.96,16
PHETA2,98.77495699832598,460.06772808750304,0.33584162827243114,1.0,13
MZT1,157.7418937181972,1163.9809889513824,0.33582031375594157,0.96,16
SRSF9,1462.0642557014744,3443.2374961872433,0.3357423094515657,1.0,10
CCR1,4682.178573081337,25616.538127510354,0.3356456623185119,0.98,24
UBE3B,1313.1947428546675,3424.717808906934,0.3355589617011897,0.98,10
HEATR5A,366.4250877301423,1687.328148931889,0.33550057203781736,0.92,13
ZNHIT1,2136.2076135728175,7148.222245848867,0.33548441243525784,0.98,14
TSG101,2402.184108150135,5963.525421273689,0.33547602850920877,1.0,7
RORA,1241.5203603923137,11088.832427480867,0.335454010446372,0.96,31
ENSG00000291131,72.06092789277177,422.39679540507814,0.33542109365087436,1.0,16
GPX4,5215.532147518099,18473.891124606715,0.33540327663276626,0.98,16
RNF122,938.9448841735208,3653.1426597329564,0.33539675561903326,0.98,18
OGFRP1,45.10361376814821,207.9094134092319,0.3353541878585711,1.0,10
TRGV7,43.93860355103167,453.68994261446164,0.33521801898708437,0.92,8
EIF1,19618.523513403954,64790.68278855514,0.3351770970864334,1.0,12
SLC50A1,940.945534604312,2658.7856512524045,0.33516978930506025,1.0,9
EPCAM,57.178269296949516,674.3891528796503,0.3351571348448389,0.92,17
MAP1LC3A,772.9116017235018,4360.557676005069,0.3351495459119612,0.98,13
FERMT3,20258.21511662991,56382.21748513005,0.33507988966985514,1.0,15
EEF2K,368.19117406794305,2095.5134570628707,0.3350109798957661,0.94,11
ENSG00000271553,54.89790703874287,349.4615720050124,0.33500472246784985,0.98,5
AGPAT3,2252.330397927062,7533.038560798351,0.33497889275872395,0.98,12
ENSG00000273855,72.90817167952535,474.156028933825,0.3349131488539516,0.98,19
CLOCK,234.64152144401032,1000.4103993760398,0.334882317863607,0.96,14
CHML,114.70210383715848,1032.26819974357,0.33487264611192646,0.98,22
ACTN4,8027.078375526585,26738.373636906545,0.3348633526428654,0.98,16
MTERF4,770.306760866936,3222.1807341866315,0.3348154733431139,0.98,15
LDOC1,115.08862393404786,739.1288051481171,0.3348089289855991,1.0,15
HBS1L,590.9575641387495,2298.1963480802306,0.334727794235414,1.0,16
CTSE,145.50840599221073,1576.6815230957093,0.3347166767671671,0.96,20
MYH3,169.0209874705718,725.100263176148,0.334678188061162,0.98,12
LINC01679,59.459154578878554,611.0045229281529,0.33465309308333,0.96,10
TMEM121B,551.4440091226251,4600.67728087503,0.3345601445375479,1.0,18
APTX,416.1994076289528,1198.0063805533532,0.33453487357726874,0.98,10
PSMC5,2500.5134044881997,7650.601858033775,0.33450007040200636,0.98,11
HTR7P1,31.353586810648142,199.20223184559964,0.3344691876199116,0.98,8
PTOV1,897.4946388393685,2813.9330317535528,0.33445295822912724,1.0,12
RAB11FIP2,265.3629430364064,1309.038322759358,0.33443136304782406,0.94,16
OLAH,3915.5046344216657,38370.446252588605,0.33430055389973146,0.92,46
RABL3,283.22836605991955,1259.506130975393,0.3342805779532777,0.94,12
PIGH,275.11305070189434,929.3909056429467,0.33427883761958155,1.0,12
CMAHP,227.35961881076122,1223.7967956902658,0.3342689347758322,0.96,17
KCTD7,720.6477121611175,3528.434044388342,0.33424110325898315,0.98,19
COX14,367.2576823767032,1326.1265073625314,0.33423929303304256,0.98,13
PRMT9,224.47515215114888,1293.714609106484,0.3342031032249464,0.96,18
ENSG00000308384,80.03657015257826,347.50214297387225,0.33413893096869207,0.96,14
ENSG00000268618,42.18532668871835,222.75466919243104,0.3341385731439096,0.96,11
PSMB9,4623.082626999193,21290.80027402859,0.33402252112265574,0.98,15
PUS3,225.3960217059178,970.5997476856057,0.3340096078826337,0.98,17
CACUL1,2754.0750806948786,9907.954965506611,0.33399957972455663,0.96,18
STAB2,20.960041610612887,193.50737148008247,0.3339733891985267,0.96,10
CCT8,2394.018977372222,8205.511757915085,0.3339472057288747,1.0,13
ENSG00000296473,20.584817743358713,211.90809691369293,0.33394069518925373,0.78,10
HNRNPD-DT,25.928771779156122,122.28390758891908,0.3339307080430769,1.0,7
TRMU,499.5011932483607,1698.0076546593014,0.3339109444987808,1.0,11
AIFM1,585.2411431223106,1998.9693216685077,0.33389454660341467,1.0,12
KATNB1,1308.252975722084,2839.5973687212077,0.3338857697684944,1.0,8
ENSG00000267009,62.63133474237776,252.00064502426684,0.3338752404895421,1.0,8
ZCRB1,325.4086536229882,1226.8679164934324,0.3338749921852141,0.98,10
MED11,561.8501967400858,1664.6837080487462,0.3338701613710029,0.98,11
NFKBID,3682.4927831701675,24350.687162125156,0.33386963421362215,0.98,13
FYB1,12322.86611481099,45825.65563572667,0.3338197014672113,0.96,19
KCTD15,214.75363608803156,1186.6298323273427,0.33377142996567266,0.96,18
TMLHE,536.9984195279727,1776.8391772939308,0.33375981333685956,1.0,9
IL17RC,161.47317727282163,665.5591003074185,0.33375516459955634,0.98,8
TREML5P,41.48191359346492,522.5787922973498,0.3336883472241341,0.92,14
C12orf76,586.6620793505508,1643.0192294993794,0.3336751962146859,0.96,15
MTCH1,8320.149380243409,25020.1542941188,0.33362649684014944,1.0,13
ZNF672,2331.781844688193,5236.228547208504,0.33361359587247763,1.0,13
PIAS3,580.0083038106987,1693.9464431152576,0.333611583256314,0.98,12
SBF2-AS1,45.504524559054964,250.760187748946,0.3336001584571776,0.96,13
XK,634.6204008158679,7523.041117653002,0.33358084067175964,0.94,31
ZNF808,193.43433038760273,1105.6578916022972,0.3335626630556363,0.98,20
SLC37A4,288.99256643311026,1117.2103361174827,0.3334958017502271,1.0,12
NEK9,2759.946376042713,7333.420315846798,0.3334511211092601,1.0,11
SPATC1,254.460017594783,1924.1804349451886,0.33342996206940423,1.0,23
TENT4A,762.9257444236835,3862.5448869314955,0.3333869012621259,0.96,14
SNX10-AS1,19.53310920182213,149.99475401365217,0.33334682919924385,0.88,12
FCRL6,1112.1405465039572,10924.689060275128,0.3333449245551994,0.96,31
ANKRD22,1202.7237477157225,14018.962494736712,0.33331701293387106,0.98,34
DUSP13A,55.80473596574774,542.5528705561029,0.33330726165231894,0.96,19
SYTL3,4768.689880930297,30351.030931685927,0.3332897060223342,1.0,13
SAP30-DT,71.55414638404639,358.1670800582012,0.3332749830859866,1.0,11
ENSG00000279059,78.83668045156953,453.74222685774146,0.3331945456763099,1.0,16
SNORD89,67.05127075889321,382.81487284609665,0.33313789948854333,0.96,16
WDR18,645.8243769207239,2876.409954830395,0.3331371992957278,0.98,13
PPIH,314.32187885746276,1362.3696080967954,0.3331129119004457,0.94,14
DCP1A,782.5644844225474,2610.1855906594833,0.3331082222963625,0.98,14
UBASH3B,995.6506676890131,3211.4664336630326,0.33309470093179616,0.96,15
VSIG1,95.18395916734165,720.3128747816999,0.3330023920195997,0.98,15
UFSP2,265.8310599796711,1026.348916166881,0.33291934820006586,0.98,11
LINC00205,114.8731151144156,699.4342407300564,0.3328829038746668,0.98,17
AURKA,185.89646793327208,1574.0803812603829,0.3328560984726108,0.96,18
ZNF621,312.5974065513433,1729.0177980451801,0.3328447300854267,0.96,16
SLC9A1,2570.0586763420292,8940.112009882994,0.3328085401630553,1.0,13
C7orf50,741.3433217910033,4130.695402811425,0.3327653325414599,1.0,16
ZDHHC23,68.6735851923967,500.26864834672824,0.3325121363500205,1.0,15
EZR,8810.495612227834,62743.7307145374,0.33248119370015217,0.98,11
MRPL47,242.24343871399324,1122.8791965695134,0.3324746660404917,1.0,13
CTSA,9270.893129124564,29415.755788679497,0.3323993002573479,1.0,11
AHCYL2,338.2043554207497,1201.2168272732652,0.33237539645157055,0.98,8
FTH1P2,116.84109513847952,892.8805102443202,0.33236399833722075,0.94,16
KHNYN,4106.539838486613,9762.985830391695,0.3323504945535686,0.98,9
BLTP1,1732.0933394557094,8973.370383674042,0.3323223334422152,0.98,22
ENSG00000255240,57.57930478216871,403.26606038868704,0.3322703748242255,0.92,15
PCNT,1348.7811333135915,7160.69389281693,0.33225957145226725,1.0,12
PPM1A,4555.307372532277,21391.60387367419,0.3321419827310922,0.98,18
IPP,85.43604846616145,416.338312562154,0.33209994159133605,1.0,7
KTN1,1104.5785012095723,5869.191247522534,0.3320922314954423,0.96,23
CLEC16A,1160.7737310351868,3235.332492285352,0.33206865360317184,1.0,9
ZNF304,114.39389535029363,599.720169301675,0.3320605063609925,0.98,17
AK5,134.48854644609605,1348.6825651934585,0.33199428050371804,0.96,19
ENSG00000287201,20.71791515156105,205.84881404548247,0.33197952618023396,0.94,14
IGLL1,35.161419075359994,493.5823179043643,0.3319526499681137,0.86,20
NUTF2,1434.46618606188,4413.488783913569,0.3319402397488318,1.0,11
ANTKMT,298.33120939363664,1288.0666667020828,0.33191632847170605,1.0,12
BCKDK,4079.5809444578367,13359.548106531216,0.33191457263118984,0.98,14
PXN,12056.98607797567,37060.23061532831,0.3318726429225908,0.98,14
GAB3,2417.3238441790404,7379.374413846768,0.3318679903101459,1.0,14
AMIGO1,207.94581429388344,1465.1058521975133,0.33184421942974973,0.98,19
OSM,5734.157769321424,47480.11694018087,0.331809399239265,0.98,20
CD151,2234.3758546214385,10759.454970019851,0.33177918961899644,0.98,19
BCL7B,1371.997498415687,3467.8410673256453,0.3317692743726165,1.0,11
NPIPB4,116.1334851577857,731.9100115641124,0.33171432961558056,0.98,16
ENSG00000293479,26.007553653608213,205.09945124678256,0.33170828986848744,0.92,7
ATP8B2,1715.321887416694,10908.944950952398,0.3317013577966692,0.96,24
AARSD1,363.38290400887774,1460.0702762993992,0.33161765617811156,1.0,14
ZW10,252.76408610286188,1014.4389413480088,0.33160609182335465,0.96,11
RBM12B,204.4426797763643,1105.739245988664,0.33157255996757606,0.96,19
HMGB2,9227.036404564367,44413.51523629541,0.33144028411930704,1.0,20
TRIM35,457.30902092079964,1933.308440511979,0.33143585426281896,0.96,17
ENSG00000260274,62.7550678207726,321.1648890653443,0.33138204452324593,0.98,12
ADAT1,721.5237832282459,2742.476829858651,0.33132269717171536,0.94,13
C2CD4D-AS1,36.61410166410882,300.4538058086599,0.331322373782565,0.96,16
RBM38,19027.724368298637,153637.7766176832,0.3313218735890061,0.98,24
AFF4,1776.1502161612007,9494.696470312312,0.3313140754179471,0.94,22
PID1,361.75558252232935,2787.0452540565943,0.33128954912066344,0.96,15
TTC7B,235.32460202529083,1070.7334790575442,0.3312806048968432,0.98,10
RNF125,768.6756261593802,4862.413777445003,0.33126855589940274,0.92,18
PPM1H,133.641491885983,683.6309599001924,0.3312461456244953,0.96,13
NAGPA,617.8498053504883,2403.500300985165,0.3312171791579599,1.0,17
ACE2,26.764494888947386,176.96975098997422,0.3311317055611288,1.0,14
HAGH,4034.012252252085,23879.419759472312,0.33105324526353586,0.96,11
ENSG00000269399,51.29469791903924,312.01921393492046,0.33104613673512007,1.0,11
SUFU,640.875963044078,1865.5057155258212,0.33103663954895246,1.0,14
P3H1,901.5051296568085,3027.453106065057,0.33099845758645174,1.0,10
SLC7A1,443.9669271563038,3097.070605254879,0.3309786203536552,1.0,18
CUL4B,2466.0101012376826,8692.21784913752,0.33097700545957176,0.98,13
RTKN,62.14922751169679,463.5458842168491,0.3309688015546718,1.0,10
ASAP1,5794.372961868614,23494.118579168822,0.3309452414304185,0.96,18
ISOC1,194.05856968276478,912.7820149561187,0.3309378018017599,0.96,13
GSTM4,419.2634037923309,2201.914323257051,0.33089078810502026,0.96,18
METTL6,218.8087447839541,803.1340278952257,0.3308707519641484,1.0,11
ENSG00000295910,32.81053571273147,190.3463738496122,0.3308117631066083,1.0,11
AMACR,227.4685761521889,1708.5498202151557,0.33077808598933645,0.94,17
ENSG00000277687,96.25200124328843,853.176332027139,0.33076351627736755,0.98,13
EEIG2,589.4213120479036,2770.3432084602628,0.3307565728837537,0.96,14
CASP9,779.4378605680471,2020.6899995883023,0.33073772035784665,1.0,15
XRCC3,929.2181741487789,3254.3059563598467,0.33073608133573773,0.98,21
SLC25A13,305.9223725800831,1141.924366326113,0.3305944571214148,0.96,11
GSKIP,461.4936021647805,2133.625039387875,0.3305916710937763,1.0,13
BBIP1,425.52999665847284,1764.8896336616287,0.3305851296374187,0.94,12
LUC7L2,1420.532896089681,5297.487099670264,0.3305418575693361,0.98,10
ENSG00000261804,54.00486709229966,388.8629042852774,0.33054173092455474,1.0,9
CD27-AS1,285.72788509044545,983.3635707042108,0.330528796313039,1.0,12
ATIC,943.579486272126,4856.977301352814,0.3305102083325332,0.96,18
ENSG00000254859,73.95522567466969,550.6190839454829,0.3304977671951731,0.96,9
ENSG00000297252,88.54040335956005,744.2970706282773,0.3304627923913508,0.96,12
KCNJ15,11486.894359729333,51065.72215692036,0.33042080924507977,0.98,17
GPR19,33.66017456344754,211.44159186066037,0.3303983607669023,0.98,13
LLGL1,531.9526652434108,2690.248316104239,0.33032223057296395,0.98,15
OBI1,97.1200083609692,571.6215005818187,0.3302558271001724,0.98,14
BANP,1109.6972614368517,2870.6143505172713,0.3301929942156918,0.98,11
POM121L14P,14.106324938732994,213.60159918882823,0.33018550637263433,0.62,17
ZNF571,63.23982076260699,520.974388643118,0.33015641316805566,0.94,20
SLC35E2B,2524.55609879694,8729.443621361232,0.3301455661202617,1.0,13
FOXRED1,564.5174730431473,1741.2689961792835,0.3300605996214123,1.0,14
CNPY2,307.9364400198682,1282.033216967165,0.33005122693564637,1.0,8
DCTPP1,365.3666031366948,1747.0926383069734,0.3299546118984319,0.98,12
ANAPC4,471.5975137464547,1873.9943348153365,0.329933238104954,0.98,18
SLC15A3,5246.34069953814,18616.36419518294,0.3299097317546138,1.0,18
DSTN,1297.4239881222823,5046.714020780263,0.3298821711226543,1.0,13
FUZ,442.30845467784087,1957.5003309478382,0.32983045845124637,1.0,12
KAZN,389.30013038503694,2823.157118642027,0.32982405375080903,0.96,21
BACE1-AS,61.7943963746447,328.79395246802363,0.3298069957394828,0.98,18
SRP54,1268.98156629681,3796.5012466717862,0.3297483541762247,1.0,16
LIMK2,18709.77836936073,64214.99472923231,0.3296832624644104,0.98,20
FNBP1,6457.394834682824,22248.922316863678,0.32966640225792,0.98,21
ABTB3,255.50090851999022,2341.734946613257,0.32963390005779825,0.98,21
DLEU1,106.75246965575414,525.3693022259741,0.3296253704483013,0.98,13
CHST15,13762.467127994678,48788.52820519428,0.3295692452644805,1.0,15
ESYT1,3367.6232437848807,17219.799048276735,0.32955840603747677,0.98,15
TMCO6,624.1074335498703,2347.01612865112,0.32951750951548686,0.98,14
CASP8AP2,205.18006649554326,1286.4195440038652,0.3294264633248588,0.94,23
TMPPE,78.22038444729401,332.1973025217162,0.3294028982798487,1.0,13
SARM1,207.5809200227899,1196.6451171789806,0.3293911860441686,0.98,20
RAB20,3000.0427458044055,19794.84606752355,0.32937942676483367,0.96,18
GPR174,475.0073426902598,4749.3948501417,0.3293655370996543,0.96,25
MEGF8,416.7635441827508,1868.426433891622,0.3293481386852841,1.0,16
MBNL3,3550.8577150734573,27728.96250300211,0.32933122454795083,0.98,27
VCF2,165.48380536628932,669.27389207214,0.3293130794756437,0.98,15
NCOA2,2063.2303951483955,8474.689774904222,0.3292640577489988,0.92,17
NAPRT,2306.3429550954925,9423.689578815338,0.32925145157818037,0.98,20
HSD17B7,335.82434379857887,1530.6899394469226,0.3291657338669086,0.96,15
NPLOC4,4637.201548303122,10733.804390207892,0.32914343729391315,1.0,11
WBP1,1685.3276126314922,4072.8289599440905,0.3291014784288049,1.0,8
NOA1,605.6223423764928,1872.8103532578625,0.32909930124552134,1.0,10
MECP2,4932.379645997738,15407.18728133514,0.32908926036105124,0.96,7
SCLT1,752.048974460846,3006.0076942180403,0.32907868482592373,0.96,11
HLA-H,182.61030365737585,1232.345948745039,0.32906331017655266,0.94,14
USP11,1388.6395382081166,7694.770679395411,0.3290129772167111,0.94,13
ENSG00000290548,45.77109172573832,337.5617912005042,0.3290053298859018,0.94,11
SUMO2,2818.62675770726,6725.61491739055,0.32899567986586264,1.0,12
PPIL3,216.59478368897706,1050.9004906732562,0.3289135728945163,0.96,15
ENSG00000285999,38.47682128461173,314.8158363211129,0.3287355023039219,0.92,8
NLGN3,435.02378725930464,1911.8679384503905,0.3287291135828916,0.96,19
TSPO,28486.24984413948,161817.17470949033,0.32872540486007973,0.98,18
CSNK2A2,435.1712749493572,1431.788065014087,0.32871810462860995,0.98,12
CBFA2T3,1312.8059709430545,6430.651309994248,0.3286935960450127,1.0,17
IST1,6945.487583607003,15500.731351104854,0.3286873576918333,0.98,14
ADGRE1,3360.0536146360173,27082.556680145393,0.3286500787024026,0.96,21
SAMD12,28.265740521492088,228.37151889341678,0.3286321864028937,0.9,14
ENSG00000302519,118.71176649864684,536.5181058220707,0.32859509581203616,1.0,10
TTC7A,2440.3720418043126,8443.518540367,0.3285739185119283,1.0,16
KIAA1586,140.18505869974624,867.2045167952291,0.3284703778345255,0.98,18
SLC16A6,1147.2595068458545,6593.605586027061,0.3284322245817518,0.96,21
RNF11,2314.7347125928063,12762.081715940236,0.3283914745435198,0.96,24
ENSG00000261799,103.9183093352818,553.6258406559314,0.3283889473639776,0.96,11
PLOD1,4227.263153324564,16129.330430124333,0.32836723711751425,0.94,14
ENSG00000259118,29.239129410418624,238.2939842500198,0.32836470519793737,0.94,10
CSTPP1,299.787950481193,1138.93801040107,0.3283305474822892,1.0,13
ZNF226,224.6879801574656,1064.062034289875,0.3283213629168883,0.98,16
PCSK7,1142.4025857728222,5416.770768926533,0.3283109126007403,0.98,19
ICMT,615.5601905681442,2540.77186542357,0.3282529508729667,0.98,15
LINC01145,220.03166005514024,920.8854914496472,0.3282187969292436,0.96,14
ENSG00000290036,35.06559273160077,351.71656385724077,0.3282039295494814,0.92,16
SCAMP3,1413.4540973431597,5572.388331890838,0.328189276680646,1.0,14
DYM,1463.559625319232,3493.614184085846,0.32810224667120313,0.96,13
ENSG00000301691,49.76247346996896,211.77864037277934,0.3280992649731389,1.0,10
ASPSCR1,637.7396353279858,2745.4312887681012,0.3280706903047773,1.0,14
MAPK13,4656.161742432789,17478.201817004927,0.3280645500067546,0.98,14
ACAA1,5388.674143935969,13121.275504231162,0.3280554256423206,1.0,14
KANK1,125.20059265359183,789.8058564866293,0.32804902679652437,0.94,16
VIM,45085.79390910167,136223.82828029917,0.3280401739365565,0.98,17
NOL9,374.95426937320156,1666.7661430445676,0.32803492757687414,1.0,14
ENSG00000288302,42.755053941410694,214.71878985421395,0.32802584052503037,0.98,10
TOX,318.88946837558433,2722.1138943884835,0.3280165444091112,0.98,20
FBXW4P1,141.46321815123275,1307.198671615927,0.32798387138391816,1.0,15
TRAPPC5,3792.628170533504,15329.35684327615,0.32798321534903085,1.0,14
PITX1-AS1,743.9750680365264,4798.195467516933,0.32794531403655147,0.94,25
RBMS1P1,107.07753411192832,1016.0590717327234,0.3278980753455111,0.96,14
RALY-AS1,76.75794069270478,374.3392112556651,0.3278667636927298,0.98,11
BYSL,179.07352697588553,984.2062216464079,0.32785667925431083,1.0,19
ENSG00000289434,33.274076513488815,260.90753648861505,0.32769988872521894,1.0,9
MAPK8,402.066667490938,1706.2214173407306,0.32769319935058605,1.0,15
IRF8,2793.277879001306,11501.798846302121,0.32767942143178785,0.98,16
COPG1,4019.0606445638164,10401.185529118266,0.3276673350738806,1.0,16
ENSG00000287255,1263.6027991706133,9889.283617768348,0.3276660119299025,1.0,21
NHSL1,36.6154253777078,200.20367385081,0.32764086792286673,0.98,14
ENSG00000299963,46.451853913256805,419.27998894245974,0.3276264855321297,0.98,13
VNN1,11387.99979454241,72075.07359482168,0.3276066835943976,0.92,24
TARM1,79.148830721616,821.4247305743544,0.32760491388099144,0.96,17
ENSG00000289365,29.646577087180614,212.97432278224701,0.32739591841528215,0.92,9
QPCTL,297.9445251380338,1422.6053418492672,0.3273819711625022,0.98,8
SF3A2,3253.1338710992873,15007.543600206476,0.327373977007099,1.0,9
CALCOCO1,5809.911528585294,13723.40935893898,0.32737139761100575,0.98,12
FAM66A,166.27325983927568,683.014637260241,0.3273549377313162,0.98,10
ENSG00000307599,27.468978314731817,249.98533307787213,0.3273453126897401,0.94,13
C1orf35,466.2271500828111,1805.3551447673144,0.3273016233757211,1.0,12
ERG,175.95567434335874,1701.769265716297,0.32727168203793444,0.98,14
ENSG00000223446,794.1703867402605,5755.9648697047905,0.3272634734011849,0.92,19
ENSG00000284428,47.24873701124611,242.9538635818346,0.32725561320008145,0.96,11
LINC00243,164.02700201745793,1092.5425796312418,0.3272521873503995,0.98,22
GOLM1,335.68480437917935,1662.1723637087869,0.3271650005925294,1.0,14
ZNF274,679.7088195971734,2484.8054967850103,0.3270627474033976,0.98,15
ZNF706,1050.641614422197,2999.0230826305806,0.3270604176978753,0.96,10
ENSG00000266947,53.02940885609707,344.49746185211734,0.3270399039496231,0.98,17
LINC01278,766.8254549758117,4411.111905042895,0.3269924860856689,0.96,19
GLTP,1987.1000526279831,6434.68224441022,0.32693750562624535,1.0,8
DUS2,878.8781826499268,3016.981506940375,0.32692460606506324,0.98,11
DHCR7,1724.8606853221604,13691.67775828785,0.32691606895088676,0.98,17
MTND5P32,27.85066845899292,261.5151858299079,0.3268061809953322,0.98,11
DNTTIP2,1354.5417243102356,5104.27783474175,0.32680237014377067,1.0,16
TTC23,23.335444708020322,160.9378944483086,0.32673585390934357,0.92,11
ZNG1F,72.40549187459304,426.3119662920341,0.3267302536210652,0.96,14
ENSG00000235859,201.78526865676633,869.7314870497758,0.32672208187162377,0.98,14
SNRNP48,394.5104804060927,1403.7309810701488,0.3266924579018995,1.0,14
MAF1,5938.2088129573685,22679.83031254989,0.32668465071479524,0.98,11
