gene,mean_train,max_train,uncov_k0.1,hin_rate_k0.1,n_intervals_k0.1
SUSD4,80.27070097191178,728.0448325148144,0.42227951571180256,1.0,19
AMIGO2,165.38545012086644,1252.924154871482,0.422272352525607,1.0,20
LINC00667,263.7039448491046,1755.321314242622,0.42226950633774407,0.98,19
ENSG00000289339,270.7350795045977,1975.9514908796516,0.4222532933117972,0.96,17
CHCHD7,592.1201667555414,3266.659704695838,0.4222292147919251,1.0,17
ENSG00000290099,97.69837478303242,950.1232176421296,0.4220530544942084,0.98,12
CYB5R2,59.30406896349942,632.493732933802,0.4220477133698758,0.98,16
BCAR3,33.66959171554651,317.60972157356315,0.42195117408740856,0.96,11
SNHG26,69.16407282047075,448.02758923988574,0.4219028358430136,0.96,12
CAVIN1,274.52922262130613,4126.261439599558,0.421878624294716,0.96,37
PHC3,1765.4540144394114,8195.298863249644,0.4218615274529226,0.94,14
VPS13D,1588.3949251243098,6758.83271740842,0.4217954007463379,0.98,15
PLIN4,4081.4181350512276,28813.94415853815,0.42178446152519444,1.0,14
BCL9,318.8316664371193,1413.215712149423,0.4217565667863653,0.98,17
RWDD2A,45.4244493400201,274.3026056570729,0.4217557602169728,0.98,10
LIMA1,194.41213219005374,1644.3970598394956,0.4217227298678693,0.96,24
ABCC6,96.27241249289922,709.7653708145684,0.42166655532620123,1.0,15
RASGRF2,210.318189329818,1758.8284497356142,0.42166155836448194,0.94,17
DDX52,472.8746416054954,2024.5954579726142,0.4216226633690695,1.0,12
EMC3,4073.1228697536653,18019.673898671652,0.42159732323959787,1.0,11
MAP2K3,16569.368041604444,64158.03783926638,0.42158171034241465,1.0,12
LINC03040,18.064514425798798,295.7049846118809,0.4215305191273574,0.84,17
UBE2S,967.163487369346,6500.316081590359,0.42152904390905843,1.0,17
XPNPEP3,276.78554096673514,1134.5583319829934,0.42151835226162093,1.0,9
BSND,42.56412983094129,833.8449469283518,0.42149813220096966,0.76,25
ZFP36L2,3610.2937105737756,33351.64439024804,0.42148109973889447,0.96,30
ERI2,46.198686198868764,346.92268103524185,0.42147411908196597,0.98,16
ENSG00000288908,31.308517280134307,229.8008100598576,0.4212525935294018,1.0,12
NAP1L1,6572.1727627923865,36022.665432396665,0.42119836860320836,0.98,18
ENSG00000304079,61.39629617264342,738.0566976030981,0.4211955682211489,0.94,14
ENSG00000258875,102.3970074074733,748.362499243978,0.4211947169651582,0.98,13
ZNF117,1019.0276643294465,8803.055857599673,0.42119252016008146,0.96,24
KLHL11,29.21847853927475,280.4144931687752,0.42111820123066235,0.96,13
XCL2,240.39248133239695,3555.2126515117384,0.42110705277272387,0.92,20
SYNRG,1856.8259041580525,9244.809159527576,0.4210730037688989,0.98,13
WDR76,184.22777762034386,1488.8992142190207,0.42105253388449604,0.94,14
FBXO33,731.4018937556929,3328.4994892424097,0.420908324627972,0.98,17
TFB1M,133.33203815231303,680.0418765248266,0.4208824212431941,1.0,15
ENSG00000261770,35.520673273673374,262.1583781011708,0.42084891367861954,0.98,7
RPL7P9,36.1021725889282,388.25369558671514,0.4207952898426188,0.96,15
ENSG00000305139,57.03341286061573,351.92491192479775,0.42074543970314615,0.98,14
LRRC75B,167.31539007485284,1276.482134026395,0.4207419954138647,0.98,13
VAMP1,2083.370833873814,8461.768027007376,0.4206719507881641,1.0,19
ENSG00000286004,40.716037604641734,466.51943658592285,0.4206133171938562,0.98,23
IGHG4,755.3841950021264,13799.443351960846,0.420562124588181,0.98,41
HCST,864.2733590844869,4757.330523546783,0.42055939883736615,1.0,17
TBCCD1,147.62630945111584,807.517947261466,0.420532449908973,0.98,12
ENSG00000289888,38.312205819423134,495.59407739971857,0.4205280335715036,0.96,10
SCUBE3-AS1,51.59447986012935,410.72274283123215,0.42047492539945286,0.96,10
LRRC59,1432.4086194581496,5643.730058432702,0.4204524365920388,0.98,15
PPIP5K1,172.35474198664076,1087.212002827598,0.42042096955306185,0.92,15
FASN,1266.7457011419092,10491.742040463556,0.4203902154228436,0.94,17
PRKRIP1,706.3935973766066,2480.42157741877,0.42038006785869,1.0,12
PRELID2,21.445767108128287,211.5106947018535,0.4203124459265639,0.96,14
FKBP14,61.68962600055979,428.05210755243206,0.42029652440765564,0.94,12
PPP4C,7498.496197992193,24350.78118064235,0.42022861904438713,0.98,19
NDUFV2,1429.709648510546,5529.852701095512,0.4202187801162517,0.98,14
CCDC117,566.2389078718562,2783.354345457516,0.42011029629334273,1.0,18
SNHG1,1254.0430167857405,7318.506590548945,0.4200110540274965,0.96,16
KPNB1-DT,219.50393894836017,1071.9566983527488,0.41998409361363054,0.94,16
HCAR3,2904.2277643264606,25674.982918899757,0.4199169061741337,0.94,34
ENSG00000215022,220.84969259210177,1562.0064324760442,0.419824494861918,1.0,16
RWDD2B,130.96162292051042,759.0993171624548,0.41979309654816455,0.96,15
TFPI,90.7064487749415,1022.8261364224016,0.41973355201318785,1.0,19
TRIM56,3541.3012402174772,17657.355612849005,0.4196587987930517,0.98,16
DUT,813.8998725390181,4993.946216574923,0.41954793611679464,0.96,16
RPH3AL,131.88488322814496,863.4589387653947,0.419542234558966,0.96,19
TACC1,3192.8902484133055,13402.933401173568,0.4194864997161514,0.98,16
GAS6-AS1,264.88373795240625,2247.0398956401477,0.41947634877362283,0.96,22
MASTL,231.50462684881796,1422.1989009887013,0.41944079900815257,0.94,15
ARRDC3-AS1,23.204944291965333,141.05299696358094,0.41936992351980473,0.98,7
AIRIM,152.8614813173082,875.9070893748149,0.4193077765539336,1.0,10
SNX33,239.64884192907613,1244.3246961003374,0.41929419701589243,1.0,13
MAGIX,96.7295104288683,509.2011295965489,0.4192574412400425,0.98,15
CALCRL,74.73306489468165,796.9967095998262,0.4192193175072002,0.96,18
ENSG00000298322,120.17105316293014,1176.8389107457808,0.41921033656381557,1.0,14
GP6-AS1,40.907151631794385,334.52510703683987,0.4192048072799107,0.98,11
PLEKHA4,71.43529038569605,611.2390131071704,0.41917483808765643,1.0,16
CD109,40.445766540297065,411.88965997750506,0.41913189960122765,0.98,17
TMEM170B,1763.0126521535642,10458.458197639759,0.41910825325626755,0.96,23
ENSG00000289039,498.6180290401064,6388.507393449803,0.4191061697018752,1.0,27
TANGO2,2201.8888333605946,8297.989834789165,0.4190172123577033,0.96,15
ENSG00000224114,210.53262100404558,2706.477835859541,0.41899955493297114,0.96,28
UBE2G2,1823.9772704414943,8133.92399212228,0.4188677899161385,0.98,11
EBP,921.6137994674033,5826.137974316064,0.4188500180882958,1.0,14
ZNF628,388.373828676619,2004.737134592762,0.41879193645403967,1.0,13
OAT,2056.873290940708,9378.221379888058,0.41878418604810297,0.98,12
TSC22D2,453.25944587510594,2590.343865828919,0.4185807794404237,0.98,19
SNRPF,407.5066299785764,1960.0715504053474,0.4185700896487945,1.0,15
TRIM5,882.5975041862399,3896.315753154815,0.41854772977194854,0.98,17
RUFY1,3007.37496504117,11097.834082004763,0.4185325510787715,0.98,20
HMGA1,4297.038637667438,25603.783089150682,0.4185183858217332,1.0,15
EVC2,29.126655030478467,290.0440413753288,0.41848598985847185,1.0,8
RPL30-AS1,51.68686851448141,436.63836887753536,0.41847212946083123,0.96,12
PALD1,42.59970337181213,330.46885871224214,0.4184257721948511,0.98,12
RPL3P2,28.44670471594193,320.8348513357903,0.41839299644033356,1.0,20
PLK1,264.7929107388185,3091.7530394150667,0.4183889461216611,1.0,23
PDE4B,2084.1323623012754,18034.652121764808,0.418238968145882,0.98,27
ARHGEF3,1602.79182638498,10170.824093972687,0.4181871199576105,0.96,17
RIOK1,369.463867412722,1559.798510508304,0.41818328676219807,1.0,15
TRIM59,128.3984606883374,1078.1675434512185,0.4181171123766827,0.96,18
WRN,155.58676265524053,903.0873894455049,0.41811592942101283,0.98,14
INCENP,344.72829226488824,2427.1502869921815,0.41805964120943573,0.96,15
PAQR8,296.48675364944546,2048.0184693583906,0.41803879353942786,0.98,19
ENSG00000232334,38.54727760316944,292.3514158622928,0.418022698072377,0.94,9
FOXM1,245.86267488789736,2661.40445235429,0.4179319172615329,0.96,26
ENSG00000272977,59.891221540089795,364.74209127119417,0.41791083373467663,0.98,14
ADISSP,1938.9545891790603,11381.400422594055,0.4177762354643052,0.96,13
APP,2951.748398071599,16727.72773637725,0.4177130382757347,0.96,14
SMARCB1,1465.7414728045815,6044.108579666744,0.41768254601944554,1.0,10
ENSG00000261211,34.22001924844437,346.2547408074517,0.4176706440678797,0.9,13
PLAUR,15858.45455202887,123139.39994565028,0.4176688385961437,1.0,23
MCOLN2,219.33252382336457,2398.700603936508,0.4176673063041588,0.94,21
ZNF597,116.94049315194604,644.0017264714128,0.41766606948877716,1.0,14
CTF1,26.024971219167472,166.38977507685462,0.4176592036482586,0.98,10
GRAMD1C,89.24866269861971,893.0358292475216,0.4175715440776706,0.96,14
NECAB2,407.71705530147244,4172.653066475268,0.41755737684436567,0.98,27
LY6G6C,39.19873369457199,367.3698923854472,0.417411365513204,0.98,11
CCDC12,955.3509535457638,3112.3207428125656,0.4172730468150493,1.0,11
GTF3C5,1916.8130203092635,5534.643768933623,0.4172683369831619,1.0,10
MTND2P28,2097.694352331335,20323.525967257938,0.4172555729687607,0.96,32
CARD16,1137.9195050722203,6460.907888407073,0.4171320516088106,1.0,16
ENSG00000303303,33.39864052108152,258.2337798950359,0.41710253455375823,0.98,12
ITGA3,136.05862223705162,1053.0174317709236,0.4170797799178416,1.0,16
STOML1,213.716379521318,1064.0626116164854,0.4170359246669486,0.98,14
PPP1R9A,20.252897901425165,211.09607861987092,0.4169856618111131,0.96,15
YEATS4,155.546128079918,995.3168963146564,0.41698325381717827,0.96,15
CEROX1,214.85633394068955,1979.7779857941262,0.4169734684950831,0.94,16
PSMA6,2419.860172053961,13178.826010465258,0.41696916743056966,1.0,14
GIMAP1,2112.8280388048165,10736.21852792253,0.4169690543818171,1.0,24
ZZZ3,256.5894596896872,1650.9840333261025,0.41695310684028186,0.96,17
TNFSF9,262.8969405251516,3554.0981176704718,0.4169448310863204,0.82,30
PTER,150.69916411813034,866.2624667690862,0.4169320265621774,0.96,18
ITGA9,87.28183249799066,710.5900813191005,0.41686483666435614,0.96,14
CWF19L2,352.9457204160063,1901.7442210750485,0.4168295437119407,1.0,15
FBXL19-AS1,40.25024463351108,281.1987198798843,0.41671958715422497,0.98,13
TPM3P9,117.98683240076232,727.5110710506682,0.41669057302510937,1.0,14
MTHFD2L,68.02669688137752,384.6384729615091,0.4166081172244057,0.98,11
PLPP3,214.9031307846691,2713.863402819704,0.41651012436271173,0.98,29
ABCA7,16606.411099374847,74367.44875830678,0.41648895710627376,0.96,19
RYBP,5198.156875942234,32307.764846298127,0.4164871884389111,0.96,18
CD3G,596.0589231631049,5516.004370327016,0.4164796351510899,0.92,27
STAT2,4630.874531874473,30515.418127538298,0.4164408107745332,0.98,20
PHLDB2,96.39375775383161,949.0186438933196,0.4164083820194041,0.98,11
KISS1R,22.531549390431877,176.961533631716,0.41639887324252234,0.94,7
ARHGAP12,307.6341545604215,1827.2175918489631,0.41638942038630455,0.96,24
MRPL23,955.3576060693388,4109.2134398415765,0.4162979538915095,1.0,16
GGCT,167.98679326308175,845.2600573904215,0.4162895045927014,0.94,13
ENSG00000270091,42.83223917411537,361.90880282984114,0.41627462621973066,0.92,8
IGF2BP2,1104.5444934816292,11449.0,0.4161794964988582,0.94,26
RHBDD3,298.374555422696,1270.385932711785,0.4161760706131845,1.0,9
FAM157C,1117.1760876219316,7265.760093845512,0.41612539858000663,0.98,16
WDR5B-DT,54.09777202842643,362.7164659078787,0.4161172532461084,0.96,11
NDRG1,8013.2895490530045,63447.51703454009,0.4160876045090105,0.96,20
WIPI2,3674.090269805465,8479.14667775606,0.416081392068576,1.0,6
SRSF11,3346.1541736781614,19095.475975469562,0.4160557016158789,0.96,24
MSH2,222.75140639979736,1628.187652621653,0.4160319978879592,0.96,21
TCEAL1,75.68270026347035,467.32580444121754,0.41603163523498266,1.0,11
ZNF222,117.61450379868344,705.6245331822893,0.41599364278532336,1.0,13
PRKY,554.1853386297889,5246.674697516409,0.4159410917118076,0.84,25
BAG6,13469.376622087108,56893.055360170525,0.41591603564479795,0.98,12
SGCB,61.49151810993856,541.2739076980985,0.4159081625262935,0.96,23
SH2D2A,3350.786707595248,34026.94152035716,0.4159048558141919,0.96,36
RFX7,345.34098715511186,2499.7108226302275,0.4158327291582793,0.96,16
CEBPG,655.3602182623914,2921.804450349567,0.41580449561528654,0.98,14
LINC02175,28.000625755902398,226.29009410452227,0.4157634947899832,0.98,13
ENSG00000279233,37.68029480014143,329.67073634127166,0.41574095573611747,1.0,14
BPNT2,979.4098777009403,4569.78783809007,0.4157329460189071,0.98,12
SSR3,1725.0196254610084,7340.544859770937,0.4157183009472596,0.96,13
MOSPD3,911.3545069015205,4671.088425406443,0.41571714134968885,1.0,12
ABCA2,8594.080678694832,36462.361070089915,0.41571439408441857,1.0,13
RNF208,104.4739373520075,941.4898104958563,0.41566283107442403,0.96,18
THOC1,335.24652462954896,1856.0779409823133,0.4155840711609968,1.0,17
PLCL1,170.06325712243583,1374.0264525445816,0.415563647401913,0.98,17
PPM1J,30.79194240687859,226.13464141521132,0.4155559930015226,1.0,13
SF3B3,2734.9325196076184,14560.932512272015,0.4154335980541849,1.0,11
DRG1,802.7576764344941,2851.0887959419038,0.4153706865414667,1.0,12
ENSG00000251034,35.0139757199791,318.8932090532347,0.415351025636043,0.98,16
ACAD9,684.1318696794173,2651.2425474557954,0.41534411931845994,0.96,9
ENSG00000290999,33.7909364630718,305.32523726602824,0.41532094436460987,0.98,9
TMEM39B,448.1201618572711,1481.7009470593903,0.4152948002577602,1.0,10
ENSG00000269958,495.9958911252054,1669.6466359343501,0.41528024771992034,0.98,15
LINC01012,21.27755247391845,175.3567746496126,0.41522677608219016,0.92,7
STAM,572.9867728417776,2511.0351289022396,0.4151653479220092,0.98,13
VSTM1,1230.7133004368484,9803.422778123668,0.41516378618505745,0.96,25
HMGB3P32,21.811621256003097,214.98903447822445,0.41499401647366974,0.98,6
RPL41,4407.15628118139,28140.459196407603,0.4149781509349587,0.94,16
LIPA,2573.4425376261515,17868.042384483346,0.4149685227315564,0.98,28
BDP1,354.6878646840384,2554.9482066448554,0.41493132973486613,0.94,18
CYB561A3,1279.3173940292388,6521.923148081037,0.41481131094119283,0.96,18
PGAP2,719.526952092339,2116.10625222114,0.4147894736749037,1.0,17
DUSP13B,25.387425112998294,325.36520141635924,0.414733665566142,1.0,15
ABCA1,1819.2248924004043,15642.518880428523,0.41469454921589866,0.96,24
TMEM220,53.26779066829123,405.0072576324073,0.414667554892417,0.96,15
GFI1B,737.5405764717057,5533.6259528408,0.41462215748193754,0.98,25
ATP10A,566.8167469497838,4059.5093331385315,0.4145281540503166,0.94,16
AIMP1,562.3073920134069,2628.598051997693,0.4145262051389492,0.96,13
NDUFAB1,459.1108054326779,2283.74137236061,0.41452574251791274,1.0,12
IFT88,121.51639420722248,528.0325158898654,0.4145036994314073,1.0,12
VSIG10,86.49629400240596,923.605630111315,0.41450041957342276,1.0,17
CD200R1,141.1240341191428,1245.1596100670388,0.4144964007517129,0.98,15
HNMT,348.9023474659384,2488.359086274361,0.4144572933394245,1.0,18
ENSG00000288838,1176.5101763739701,10037.352161649222,0.4144239431857769,0.98,23
MPDU1-AS1,149.74075466549542,652.2479183012701,0.414341054091913,0.98,13
OAS2,2129.1069709715302,23561.807501588388,0.4142675377702003,0.94,31
GCH1,1129.3228169627678,7636.190387645286,0.41420542177916064,0.92,24
ZNF444,669.3732079565458,2781.158445942856,0.41416232706543465,1.0,13
ATP1A1-AS1,393.8517989107319,2451.574684752359,0.41414109991532144,0.98,7
WNT7A,66.1884400027567,835.3117144105826,0.4141256891267856,0.92,13
BCKDHA,2186.8447734160754,7840.0347186114,0.4141193269979129,1.0,11
UBR4,6199.719404890131,23850.27492009381,0.4141067288036061,1.0,14
EFNA1,157.1985174275179,1480.734774342372,0.4140903244447206,1.0,17
SCAT1,25.860970299552385,198.00383234145698,0.4140467815332928,0.96,9
SMYD5,401.51464455960127,2221.8511058222907,0.41403900164668694,0.98,17
TRIM52-AS1,564.4940413435281,2741.4598858732143,0.4140337918874126,0.96,11
DPY30,342.60280123241546,1603.2043375508983,0.4140056373063591,1.0,16
ENSG00000226396,60.62023410174131,491.4703990991189,0.4139406351402297,0.96,13
MT-ND6,17121.466949686295,123072.44178874325,0.4138896309374337,0.96,23
TKTL1,994.3998390176575,11057.398762822135,0.4138605242107627,0.96,28
FCER2,749.3849841060689,6684.3469426803285,0.41383405250060157,0.94,26
EHD1,16033.140518921728,54546.46847041608,0.4137967918593298,1.0,12
XYLT1,716.4951749242214,3973.7728299470896,0.41376189094733595,0.98,17
C5orf58,368.51275727876106,3624.571614757968,0.41370841254723756,0.94,20
HLA-S,41.01978753294876,435.8797285129179,0.4136099580181949,0.86,12
AARS1,1390.136203062195,9578.227402299137,0.4135919444410535,1.0,16
ATP11A,3397.481311359055,17310.513457717876,0.41358522281059895,0.94,12
ENSG00000280011,44.90686357505762,335.376718574102,0.4135109734422421,0.98,13
ENSG00000291100,137.78457784860285,1041.6192414186987,0.4135055699707134,0.96,20
TRAFD1,3499.8304985833074,12800.93776582285,0.41349047950703244,1.0,17
SFSWAP,1788.6645032378835,5521.9848337163,0.41345004073504665,0.98,15
RCVRN,66.71252321604672,821.9807206371611,0.4134345985672865,0.88,18
ICA1L,52.9048965595942,398.6437905738229,0.4134029374050252,0.98,11
SSBP1,700.3600306995991,2738.4543464764447,0.4133684627077556,0.98,11
IL2RA,173.39827118230227,1264.600170707494,0.4133620131352159,1.0,16
FAM209A,65.11110201135513,399.2463533380726,0.4133514089808398,0.96,13
CAMTA1,367.3586864705046,1253.2081714739916,0.413294525722681,0.98,8
ADCY5,25.936143994250664,188.59803579736493,0.4132800217736482,1.0,8
ENSG00000273437,51.72582317559418,290.93082213521063,0.41327959364049915,1.0,12
COPRS,143.19482925666807,781.1916496542048,0.41321443437827454,0.96,15
AMDHD2,1134.5549030670936,6953.195265747515,0.4131740331248519,1.0,16
CUX1,4320.556516131668,11063.018861385179,0.41312127032244317,0.96,15
SERPINB9,2704.557868884832,19502.093579985936,0.4131207137850794,0.98,19
PLAC8,10398.751618996108,93946.61710470011,0.413066416898334,0.98,23
ZNF146,510.8004084530373,3144.146969467554,0.4130569619296971,0.92,20
CERCAM,219.9195714216034,2492.5188306512823,0.413022536671512,1.0,18
STX2,377.91229404905357,2084.1152667106458,0.41300070083087503,0.94,17
PLA2G7,201.01498660929258,1679.273162187227,0.41299633367217226,0.92,13
ENSG00000298021,25.831421298698775,324.6274434501893,0.4129896993830078,0.94,16
MRPL55,963.3397861950181,6584.681153429444,0.4129340880340332,1.0,14
CYB561,414.0469588182314,2989.3526671793024,0.4129279494058318,0.94,17
ENSG00000234484,73.67611970053126,744.2667996161174,0.41290569075837835,0.98,18
GOLGA3,1292.6890905385053,5359.7798171654085,0.4128883602591026,0.98,11
ABHD5,6209.767516229388,27364.358968908437,0.41283873337021015,1.0,10
NONOP2,58.199020275972316,492.9454556230491,0.41272697335586184,0.96,15
MPV17L2,247.74163886543337,957.5731555672983,0.4126829590519203,0.98,9
ARMCX1,43.88946812566992,338.06550937180896,0.41266998364195384,1.0,15
HSD17B10,1224.7376726453763,5528.977456243901,0.41255869136050316,0.98,14
ANKS6,174.75481211830746,1179.2743095186447,0.4124297550271131,0.98,18
SNX24,71.02218373972994,396.2225918626358,0.41239869428599785,0.96,13
RNLS,40.95745699042431,218.29915700208718,0.41234002808620795,0.96,10
XXYLT1,325.66971882839204,1368.6769649127214,0.41224300942356296,0.98,9
METTL25B,733.2686497442959,2285.3635606805983,0.4121411946410408,1.0,7
CLEC12A,3928.1601026940752,37304.7406825097,0.41213583948477794,0.98,19
UTP25,265.7955526911792,1587.855594452242,0.4121288710803702,0.98,16
RGS17,20.669725804772934,173.87748264108635,0.41212691157457737,0.88,7
ZNF354A,682.7517476508456,5577.881259920727,0.4121129949510415,0.96,17
CDC37L1,171.84948091241677,925.8837701499544,0.4120708884505475,1.0,16
WDFY4,2262.1172062490523,9507.488686419772,0.4119169452715816,1.0,18
ZNF382,32.48042499243807,259.1442331422212,0.41188712058395116,0.9,11
NT5M,498.2208026564118,4138.6517699773485,0.4118534967398366,0.94,27
CACNA1D,41.63317402644562,281.3589399482296,0.41184815012168985,1.0,9
SGIP1,42.15622563080008,570.2178075031941,0.4117799785521896,0.98,16
GRK3,1056.381665742602,4741.171693150442,0.41176215210508427,0.96,16
MRPS21,657.2128300680454,2883.5348020818906,0.41168792837260637,1.0,17
SLC1A3-AS1,79.84354118696832,500.00127410594814,0.41167964121340217,0.98,11
PTGIR,226.6145881414003,1529.8354814897566,0.41167905827584705,0.96,17
ID3,330.5010925751789,2986.7575025869264,0.41164595204464727,0.96,18
PTCD2,124.92673463673712,790.9058463112269,0.41148028493546596,0.92,20
SLC5A3,430.9806772834424,4796.434802367216,0.411302925930802,0.92,30
L3MBTL3,453.64986108719654,2362.055754530282,0.4112836093445871,1.0,16
CCNB1,229.3663430910316,2484.1993418974394,0.4112070980289043,0.98,23
MRPL34,594.5601214873159,2706.6056445777162,0.4111658813004685,0.94,16
KCNH8,35.760264967333036,420.7011425576076,0.41114746469193286,0.96,15
DOCK5,7404.89962845088,33707.56664247734,0.41112839047228833,0.96,13
MATN2,40.899236637447416,466.02832561272436,0.41112091692089525,0.98,16
SIPA1L1,2948.0007537781808,14504.725655717952,0.4110209224263792,0.96,13
GOLGA8A,878.1693517913467,8334.949820575237,0.4109097372274444,0.94,30
MYOSLID,42.560015180296624,505.00714580894,0.41088983474687646,0.98,16
HMG20A,319.770137631057,1664.1357914248235,0.4108624492082229,0.96,14
PLK3,3904.2842486606164,25598.634663811117,0.41084960451142993,0.94,17
JAM3,52.87624074775093,410.5774836621889,0.410848767614416,0.98,10
ENSG00000273133,83.11758968480135,693.1894281192011,0.41083703168731256,1.0,15
RRBP1,3484.1072834087945,16378.165104288231,0.410701620213478,0.98,12
PRIM2,225.10814423932027,1161.4006300364451,0.410643908300792,0.98,11
LMBR1,755.9928120769533,3157.2987275662745,0.41055903342372657,0.98,14
GAS8,51.15211456017944,267.4190813406592,0.41052566874322416,0.98,12
MOV10,1283.9221483227445,7924.840566354104,0.41051639800928164,0.98,14
ETFA,1705.0570942316099,6247.5262398781915,0.4104997566224141,1.0,16
ARMC6,714.4938234986784,2970.8894339972394,0.41047662450520495,1.0,15
APRG1,63.42131513229324,458.5579657087369,0.4104297358704224,0.96,18
ZNF587,783.319835751219,4852.432123268074,0.41038937344863446,0.94,19
PSMA4,1333.2749247686259,7095.551199343539,0.4102848029127153,1.0,10
CCDC136,72.91626663436482,543.606001413799,0.41022219716825703,0.98,15
PPP1R3B-DT,22.11277174704709,352.7839351529545,0.4101662223115563,0.84,17
NPR3,20.641698166013484,202.9077227870251,0.4101514425096878,0.98,10
KLHDC7B,174.22427595032866,1378.4157549001843,0.41013907010815576,0.98,22
EPG5,2093.2547586437745,10589.85800685427,0.4100775868648291,1.0,17
TNFRSF13C,1283.6712267804708,11326.253453290072,0.4100773447174265,0.96,29
C17orf107,189.6537877930608,1932.8289833612719,0.41004736437507816,0.96,17
CD14,22099.782203739618,153166.83757652264,0.4100301228928046,0.98,30
MBLAC2,33.714665955649096,305.1207878903259,0.4100094258449324,0.94,13
MYBL1,787.3222646439965,8831.10552693091,0.4099535516946424,0.96,28
L3MBTL1,205.3449370878188,1132.8047642364972,0.4099288207743941,0.96,12
LINC02470,57.522158354014785,995.0108549595906,0.40988200555064536,0.88,25
STYXL1,898.953266167237,3512.4503719368845,0.40980980979998705,0.98,11
LINC01134,35.74232811502407,293.6779530106484,0.40963777263950263,0.98,10
PTGES3,6012.951550360007,36018.798505025545,0.4096111530895997,0.92,21
RTEL1P1,34.70994115150091,318.3266579059823,0.40953087162487867,0.96,9
ENSG00000273188,131.10212161051203,675.1662887083895,0.4094956664862087,1.0,19
LMAN1,756.6376715997142,5484.554824203854,0.40944841536766907,0.96,19
DTL,129.25112028819552,1554.1172982664443,0.40934215433833776,0.96,15
ENSG00000267030,27.74672548000489,198.8997231548727,0.40932173182294773,1.0,9
LINC02084,199.51943078864446,1883.1491023189767,0.4092531755724931,0.98,13
RPL17P50,21.93820759000001,270.91970738516966,0.4091337443459876,0.92,14
HACE1,100.40339820769466,746.1430761341015,0.4091156417652586,0.98,18
SOCS7,263.88886465799004,1370.485979593586,0.4091130223389051,0.96,12
SSTR3,149.55936691442787,1004.6669232096796,0.40906352420677317,0.98,16
GNB1,12571.961611958157,24827.454247874142,0.40896509764457323,0.98,11
PARD6G,34.1674780028103,268.82404007212915,0.4089547833559988,0.96,12
JAG2,88.17779539143874,814.5365913167055,0.4089314593916554,1.0,13
STARD5,29.383182715313087,200.17402938700462,0.4088792516952181,0.98,9
RALGPS2,842.1568391799997,4061.1941643260902,0.40884167585906206,0.98,14
ENSG00000295873,42.71666102714474,395.4295268348764,0.40875094413146495,0.94,12
SYNE3-AS1,31.770146415417788,415.629178004254,0.40871318113428456,1.0,21
S100A10,7860.967143713391,31906.541490960964,0.40863181558931805,0.96,15
MMP25,45116.20287047193,318140.1067521047,0.40862624703912154,1.0,21
SLC23A2,1374.1040197261038,8662.174204354333,0.40862610236011143,0.94,18
LAMP1,9316.063863876305,32185.616232412354,0.4084417327921239,0.98,18
HAUS5,507.6667478224668,3069.8913501679676,0.40840170412079213,0.92,13
KRTAP5-1,16.720390922952795,204.50072794317862,0.40831237948750054,0.84,8
C2CD5,711.8369629360764,3594.9160787711007,0.40807771766255485,0.98,23
PTRHD1,225.77762621696672,952.5814623149927,0.407976068972252,1.0,13
INPP5F,221.70165129895452,1210.838528955575,0.40797317405451683,0.96,10
ENSG00000293219,31.94842302011525,267.6620546957208,0.40793602558580033,0.96,10
WDCP,178.3384861269576,948.6298445640439,0.4078971453382032,0.98,16
ALDOC,1300.993669604995,10738.845217612257,0.40788852675624343,0.96,19
ZNF70,63.48296078510169,452.69973724007133,0.40787470584260577,0.96,9
RANBP10,2845.397431505792,20617.77327414222,0.40786329541833755,0.98,18
NFIA,194.10658171828547,1041.2834200706634,0.40783172990693295,0.98,11
CBX6,2450.323393749586,10299.595541473078,0.4077547016762989,1.0,21
UBQLN4,699.0096680528459,3370.357208765554,0.4077196551516943,1.0,11
NCS1,101.27847310669019,947.1693483469548,0.40763727806355976,0.94,14
ARV1,136.38866278540996,692.6140792841092,0.4075916581732084,0.96,13
ETF1,3819.684730273965,18227.331883593182,0.40755648461336913,1.0,13
ATP5ME,261.65398170343155,1346.093280371754,0.4075543708647932,0.98,16
MYOF,637.1995116726009,6009.969063828561,0.4073817373815072,0.94,19
PSMC3,1576.430985356114,6254.591645138965,0.4071618023232729,1.0,10
SEMA3B,109.44247174332548,886.3727833461835,0.4069550262877468,1.0,21
LINC02325,49.807730269244516,388.4152558488919,0.40685133306332755,0.96,12
R3HDM1,607.2524829048177,2710.9971755167635,0.4067881403171627,0.96,12
H2BC9,62.45543519085825,514.3335264649081,0.40672117072603575,1.0,11
ZNG1C,54.98114896067584,346.0099785305506,0.40671385021608664,0.96,10
MYO10,215.7458499280349,2229.5869172586745,0.4066745519424889,1.0,24
IQCG,77.9922684157202,540.4689852972023,0.4066250643803324,0.98,14
MEIKIN,19.377902082589554,373.8829186648799,0.40660758687054743,0.92,27
IDNK,341.02662047653774,2606.2994410931547,0.40656319904538385,1.0,16
CCT7,3593.266985419541,15187.226720139905,0.4064864360587048,1.0,13
RIPK4,23.893473262192234,332.49370294689174,0.4064642343848034,0.92,13
LINC00938,129.31354189614513,1003.4612443178108,0.4064431299418011,0.94,24
ENSG00000241666,107.9266394977512,753.7278826573726,0.40630353461215063,0.98,15
