gene,train_mean_count,train_obs_sd,predicted_sd_tech,obs_sd_over_tech_sd,n_merged_intervals,total_band_width,frac_holdouts_outside
B3GNTL1,484.78653660999345,212.38894357863472,71.352218351954,2.9766270549711424,1,1750.3024126095845,0.0
METRNL,6137.442822728317,4214.526297306255,862.8060321457027,4.884674121743443,2,34351.943102209894,0.0
ENSG00000274370,56.03324633464652,38.59658171660471,10.84305539747494,3.5595669579990186,1,424.180679842311,0.0
ENSG00000299255,33.1163195873371,28.245217911871595,7.389956413832614,3.8221088637277805,1,365.9195556585246,0.0
ENSG00000261888,137.72041580494516,108.6535436839688,22.571484426658568,4.8137526814869585,1,1373.9872108060874,0.0
USP14,723.3784168681462,387.92640805090144,104.78356055739465,3.7021686034272214,1,2918.289388186934,0.0
THOC1,335.24652462954896,196.83756670976945,50.37951049030636,3.9070956584154075,1,2369.2344597496544,0.0
COLEC12,64.97567304751756,397.59993186029754,12.154163877942588,32.71306326401136,2,10236.673168232644,0.0
TYMS,111.602536947991,150.22919410597854,18.860620655515394,7.965230670287998,1,2255.4079897044558,0.0
ENOSF1,292.83485557715943,226.9584023279314,44.42498179334144,5.108801245742968,1,2339.0408049245098,0.0
YES1,249.32214196830728,336.9578044121527,38.31041815604911,8.795461407902906,1,2538.315003746154,0.0
NDC80,131.65913223232397,138.28564348446733,21.71193274205749,6.369107952172247,1,2333.196308683302,0.0
MAFG,2745.3275723019383,1371.9759654471038,387.9008478534567,3.5369243791016833,1,15221.290840285335,0.0
SMCHD1,10345.254432151272,5867.469140805851,1451.9026565320019,4.041227636307809,1,51037.71255156362,0.0
EMILIN2,6046.992977822336,3273.389595635927,850.142943760014,3.8503990648424047,1,29895.62477119813,0.0
LPIN2,3935.1228646489712,1758.7596597212437,554.4771278225626,3.171924632180792,1,25230.146136584324,0.0
ENSG00000272625,39.23483954634226,22.41987148420062,8.331058946928405,2.691119055455327,1,285.61304443389304,0.0
ENSG00000265907,64.73351210540851,47.924915746819174,12.118823905793395,3.9545847121277755,1,435.90153248991845,0.0
MYOM1,217.47412578147316,285.15897445515316,33.829809862250585,8.429221908614727,1,5405.569663869389,0.0
ENSG00000272688,69.42855464879918,31.134690774550222,12.802613365285096,2.4319011975299856,1,343.699243813235,0.0
MYL12A,20626.157405051283,11095.28754009309,2891.231259454164,3.8375648796034985,1,76112.65323008357,0.0
MYL12B,12065.090577333565,4543.80681350449,1692.6803416791054,2.6843856466112928,1,33592.69806986108,0.0
TGIF1,917.3548948828369,496.526534645492,131.95279063713147,3.7629104488660174,1,3926.22862858689,0.0
DLGAP1-AS1,228.43151524894364,99.79379804795828,35.37199846720482,2.821265474736526,1,940.4805699617791,0.0
DLGAP1-AS2,165.81826055644257,107.00971279998754,26.546824537449716,4.030979774964365,1,959.8467926057853,0.0
LINC00667,263.7039448491046,182.2786433437339,40.332163929265,4.519436241095723,1,2238.7885222891778,0.0
FN3KRP,477.64036171530637,261.3200518113641,70.35048356941174,3.714545210674083,1,1844.9930519780248,0.0
RAB40B,37.20617324135717,25.044180876718016,8.021124612906128,3.122277995335155,1,316.9990765201385,0.0
WDR45B,2113.963329185929,1547.6791614219849,299.5050017765746,5.167456811210538,1,17940.32322071818,0.0
FOXK2,991.1432478353515,360.8092872296197,142.2866684806967,2.5357912380847463,1,2943.668003481075,0.0
PYCR1,56.23918119653944,70.33387600342718,10.873405769537918,6.468431096397511,1,875.5230995379465,0.0
ASPSCR1,637.7396353279858,338.69364763687776,92.7862691765658,3.6502561277937295,1,3447.6334974861265,0.0
CENPX,475.1261336330726,244.20805551683762,69.99803607038469,3.488784389197443,1,3005.0389696488123,0.0
LRRC45,522.5294523613281,311.1797760534527,76.64238522272063,4.060152553305498,1,3638.4023301253196,0.0
RAC3,41.27289254708995,44.86668110748861,8.640633371893589,5.192522258082581,2,878.2227168447567,0.0
DCXR,1546.4047542304586,1559.50932212182,220.03911235686977,7.087418711235912,2,29848.15042842937,0.0
RFNG,1403.2327069944902,530.2666427295602,199.99212108126798,2.6514376659572663,1,5454.618790349103,0.0
GPS1,2796.9278860239674,1296.1662024124735,395.12519236129015,3.2803937270274064,1,8785.945595773608,0.0
DUS1L,2757.3468269202394,1184.8061012978378,389.5836145115598,3.041211327081319,1,8664.17556887984,0.0
FASN,1266.7457011419092,1161.4350894795612,180.88057181418753,6.421005184971794,1,13335.029309743253,0.0
CCDC57,1655.2813360611412,720.3142053129649,235.28371139053237,3.061470770993413,1,7619.256877027032,0.0
ENSG00000264548,27.884500811000077,21.34963148359392,6.566916351407401,3.25108929992969,1,269.6935755821348,0.0
SLC16A3,26930.62407497131,12045.498983136196,3773.8571091386716,3.191826991532652,1,129633.9065199979,0.0
CSNK1D,9973.587010400044,3185.329410915733,1399.8690542151442,2.2754481223257215,1,30586.72014103257,0.0
ENSG00000275888,312.9547600910708,169.07100015538091,47.250313486989704,3.578198485432998,2,1766.8040031605524,0.0
ENSG00000280407,237.64128084319566,200.0790817466537,36.66769009243383,5.456549928350651,2,3498.9723441822757,0.0
ENSG00000287737,220.64603814942166,199.7841619878011,34.27631327184603,5.828636248108409,1,1577.41627591055,0.0
ENSG00000260563,1166.3115272216555,721.8219520128383,166.81681589819362,4.327033507541338,1,4955.419549836476,0.0
CD7,7491.941990713363,7114.635572748132,1052.4372474965478,6.760151818715889,1,67507.98522888502,0.0
SECTM1,15374.310307824428,10410.5988296802,2155.97191358256,4.828726554410905,1,86709.58124533664,0.0
OGFOD3,413.6265911203615,204.24263527277353,61.375328479810484,3.3277644345310424,1,1451.5729857987894,0.0
HEXD,1246.4585369364167,567.4537007313678,178.0398064176919,3.187229373863101,1,5106.889545309532,0.0
HEXD-IT1,29.325420757289546,25.01577191677074,6.7956629322012505,3.681137832518664,1,250.13204826132832,0.0
CYBC1,18516.022064958128,9960.706037838761,2595.8120608051113,3.837221572485248,1,65744.73963069548,0.0
NARF-AS2,131.41729961647306,90.40978880522373,21.677620481288894,4.17065096620089,1,718.740067648724,0.0
NARF,9562.17074025336,3722.1102921014235,1342.270580899805,2.772995508555561,1,33068.64570812043,0.0
NARF-IT1,113.16760607102299,87.31456718298539,19.08357892331544,4.575376952816144,1,990.5710410526727,0.0
TNFRSF11A,57.49585101212141,50.59851875903226,11.058435672862572,4.575558447493721,1,524.4406052416039,0.0
PHLPP1,547.7679177406122,256.5838104549966,80.17943548801016,3.2001199421435875,1,2328.04704824299,0.0
ENSG00000268204,68.79470028086212,36.023979893801055,12.710461506209823,2.8341992048204685,1,428.2962277821394,0.0
ANKRD24,43.89172000835705,51.07212175117868,9.036082584841756,5.652020250108535,2,1037.9015668126558,0.0
PIP5K1C,1859.8215619144005,697.7571350968634,263.9222838418237,2.6437977306798754,1,5499.061198948755,0.0
TJP3,102.50287746454855,106.07012178546385,17.56237282599902,6.039623622409357,2,1796.2810397271446,0.0
APBA3,806.0844928427553,332.7486273611465,116.36846566417113,2.85943984448011,1,2727.814898685721,0.0
MRPL54,522.9847460623715,236.16986940972166,76.70619545053233,3.078889104362204,1,2075.9256360356794,0.0
MATK,2667.5933884431156,2855.258049469254,377.0175875411191,7.5732754752663825,1,20162.152411840598,0.0
ZFR2,24.954526338593627,24.64620295955176,6.095900481499962,4.043078300629885,1,238.2450337054731,0.0
DAPK3,1665.8876027932324,493.08891027965205,236.76875871520895,2.0825758979154467,1,4519.455324785637,0.0
EEF2,70990.10168962344,32431.033326443143,9942.185023655009,3.2619623603142966,1,252513.8181385137,0.0
PIAS4,1038.237108024677,285.4304192478165,148.8817935162718,1.9171613432815127,1,2909.3293688085932,0.0
ZBTB7A,2461.1373555830664,824.6850175309586,348.1123384531101,2.369019785956371,1,8716.829833959271,0.0
ENSG00000296810,34.510484269195636,19.43499335254676,7.6061531242334235,2.5551672488194206,1,209.67088035558965,0.0
ENSG00000299077,54.100804235608706,32.67179629699167,10.557840016159838,3.094553075911758,1,357.1037907331999,0.0
MAP2K2,7960.117962226023,2061.773886538568,1117.9822387785382,1.8441919871564134,1,18313.41251456027,0.0
EBI3,63.13271162922951,104.40936992206501,11.884999010153715,8.784970855518365,1,1325.9797051267565,0.0
LRG1,18964.75313516974,15355.767677075492,2658.634468689257,5.775810047571562,1,107626.18398717343,0.0
YJU2,585.0627231871426,230.4537417146975,85.40556872022447,2.6983456133829935,1,1844.5875265749792,0.0
TMIGD2,500.340351197265,472.09713818431584,73.53239765645368,6.420260364553495,1,6504.153749275767,0.0
FSD1,160.81885659945954,194.41324356102712,25.84043086915207,7.523606883549098,1,2810.029673065381,0.0
STAP2,32.83294398031277,45.50189144178597,7.345868723604728,6.19421516417428,1,751.0227063260987,0.0
MPND,401.43276494119556,167.23927347960083,59.665222319208084,2.802960702716787,1,1399.2071506970838,0.0
SH3GL1,2730.8343374480824,767.5720476418804,385.8717085220476,1.989189750608585,1,7857.163298847665,0.0
CHAF1A,394.271335646073,239.00750915414716,58.66079698950557,4.074399282316359,1,2849.5849689965967,0.0
UBXN6,23704.728845133177,17999.72020352095,3322.2315472318296,5.41796077354054,1,175092.00079048422,0.0
ENSG00000267030,27.74672548000489,18.19469646785484,6.544951387696844,2.7799589928287487,1,265.9049393495807,0.0
ENSG00000280239,102.71428359678029,51.96440435763881,17.592574429879686,2.9537691919257205,2,864.7851969024372,0.0
ENSG00000267769,31.05234623750864,22.375006895015026,7.067645371115428,3.1658361052549195,1,187.19287754117468,0.0
HDGFL2,1707.321662481796,491.8418634110698,242.57017117197663,2.0276271440743856,1,5032.524771996677,0.0
PLIN4,4081.4181350512276,3147.0062172588414,574.9588753991907,5.473445757444639,1,36704.28533398664,0.0
CACTIN,460.7909224113234,214.61329953719553,67.98841883934512,3.156615541307428,1,1774.4228944691397,0.0
TBXA2R,132.92072241647475,104.5451682125027,21.89090962001667,4.775734312881562,1,1352.630427048932,0.0
GIPC3,104.03488612828005,85.88268939252383,17.78119044805702,4.829974103444147,1,1092.5527888343331,0.0
HMG20B,1662.4055130944944,535.8231715652987,236.2812105869764,2.2677350020096467,1,6335.536590921998,0.0
TMPRSS9,129.6477900587984,158.98704057295816,21.42651067286859,7.420108808210016,1,1614.9836154841375,0.0
TIMM13,594.5278491416997,261.8920208032774,86.73182675281774,3.0195607611224338,1,3246.164822602472,0.0
LMNB2,738.8358786616097,414.38444578642896,106.94883640496516,3.874604527882371,1,4631.970187758706,0.0
GADD45B,12991.599679647083,10912.739766358698,1822.3918841756536,5.988141113399987,1,108141.97639778406,0.0
GNG7,772.574396547398,426.9271597030742,111.67475041959437,3.822951545438743,1,4013.4556169077064,0.0
DIRAS1,90.80353265363851,104.98120537733074,15.887449477002098,6.607807346880722,1,1562.1244526299567,0.0
SLC39A3,883.2997499288354,367.88197240046475,127.18325886344462,2.892534565382193,1,3234.098883762642,0.0
SGTA,2172.858892419202,667.5586001845647,307.7509511166085,2.1691520294656153,1,8234.262852495483,0.0
THOP1,610.9182919877345,373.3227814622173,89.02838321511778,4.1933006978253635,1,5217.443521638725,0.0
ZNF554,75.98426512145218,48.554594502750234,13.753072115857462,3.5304544391042776,1,536.9424238500792,0.0
ZNF555,80.16123757454399,48.36893864908887,14.356440650815951,3.36914558598059,1,561.5367805022881,0.0
ZNF77,48.49609250294869,30.477156482647416,9.725881135856946,3.133613917024504,1,273.85174323602826,0.0
TLE2,190.7882456734321,187.8696927926347,30.070438599087502,6.247653893493116,2,2925.5857383085204,0.0
TLE5,11063.766016334488,6892.961632174555,1552.4945629259428,4.439926423435316,1,40754.693123406985,0.0
GNA11,140.5804725480907,88.38797535836743,22.976786330560735,3.846838025420693,1,1046.099834935383,0.0
GNA15,2920.853484166721,2192.483341018603,412.4754549947871,5.31542741384772,1,22815.456266701058,0.0
GNA15-DT,31.17101591561109,21.19021786569987,7.0862548420552995,2.9903268140937835,1,191.440296140942,0.0
S1PR4,17896.18443402082,14477.561276028637,2509.0347075011155,5.770171784689112,1,96778.79116746799,0.0
ENSG00000299541,485.09577485352366,369.58235393680366,71.39556587181055,5.176544921576532,1,2921.601028793362,0.0
NCLN,4469.003403585175,1671.620329259992,629.2217695377366,2.656647322434605,1,18123.814791526944,0.0
NFIC,1385.7387364427152,573.9234674244394,197.54256987223954,2.9053153849098137,1,7013.189567552688,0.0
SMIM24,489.07283394414105,580.2873398973312,71.95304494756527,8.064805878892368,2,10202.392829257573,0.0
DOHH,334.0352101894653,243.49191358993335,50.20949944440139,4.849518841739497,1,3495.533714321378,0.0
ENSG00000297875,25.68260997623923,75.82938942482436,6.21375092017656,12.203480699330914,1,1510.1025035023065,0.0
FZR1,2813.487157844751,1044.285016873054,397.44358456270066,2.6275050282219556,1,10887.947080199894,0.0
MFSD12,1505.5431829758002,741.9105791846919,214.31771879327178,3.4617323446799544,1,7696.254526072507,0.0
TEKTIP1,125.24188846121258,63.48493153562286,20.800920381504675,3.052025120584138,2,982.1519808297231,0.0
PLIN5,3868.970742110886,3077.7956761664964,545.2156352921182,5.645097970305749,1,22673.087255140024,0.0
SEMA6B,860.9777901114395,929.4002567826265,124.0569215698541,7.49172432317127,1,8557.377331310032,0.0
LSM7,523.2808308785271,277.4590937256441,76.74769220628718,3.6152109040604428,1,3747.685039555306,0.0
VAV1,10419.501917305985,3694.0563715485223,1462.2973356777584,2.526200575915273,1,26115.8692244402,0.0
KHSRP,2779.1557640584056,1208.635967936546,392.6369930071287,3.0782529141735813,1,9555.359067157124,0.0
SLC25A23,334.92276336700655,266.0450222096712,50.33407006021158,5.285585328017737,2,3236.0085213486054,0.0
DENND1C,6849.153305776839,3319.675027508291,962.4462650060208,3.4492055797915366,1,25827.055670009642,0.0
ENSG00000275234,22.852960593816775,17.17108244798953,5.752322455209427,2.985069523082634,1,239.35456178441368,0.0
TUBB4A,82.40821094889867,309.40536714685555,14.68039612177216,21.076091174950214,2,5433.307132405985,0.0
TNFSF9,262.8969405251516,426.5786949059444,40.21873999443369,10.606465915266945,1,4555.248928429732,0.0
CD70,97.20704652625328,156.89090967328008,16.80510519025852,9.335907624322735,2,2697.896476170733,0.0
TNFSF14,4133.653814538203,3173.632400308106,582.2720098373993,5.4504292610499165,1,18082.47991253723,0.0
C3,392.60230776604214,1720.2561559672147,58.42669869336445,29.442980596858284,1,32472.150067516734,0.0
ENSG00000276980,48.03476336403721,286.9793110192214,9.657049124667566,29.71708099590934,1,6844.912223380831,0.0
GPR108,5262.274961509642,1486.3646522131096,740.2813081956907,2.007837609510727,1,17480.436492224497,0.0
TRIP10,258.3891933503274,246.2417880741163,39.5851324117893,6.22056244532809,1,2792.3778119257054,0.0
SH2D3A,565.2138830279139,499.5135805036167,82.62422078876607,6.045607156534088,1,3842.6548231786614,0.0
ADGRE1,3360.0536146360173,3249.3772239138475,473.96547908251284,6.855725506009188,1,34543.88344151954,0.0
TNFAIP8L1,261.34111112859836,156.3541092568795,40.00006209871223,3.9088466630633856,1,1375.0340018502352,0.0
ENSG00000280091,20.628521136199126,30.47356658967781,5.382288032781668,5.661823819920781,1,439.6561300500857,0.0
ENSG00000290427,67.62975434885705,89.47717863804388,12.540969434030103,7.13478962760616,1,1270.9546322333774,0.0
INSR,402.4860241897587,205.87501654007443,59.81294189123378,3.4419811169703993,1,2108.017478968005,0.0
ARHGEF18,4116.507258522154,1820.5528108340377,579.8714466535213,3.139580024746132,1,15483.861407673561,0.0
PEX11G,137.70418255675892,213.11919999978883,22.5691834959046,9.442929117859377,1,2671.1732687651975,0.0
ZNF358,423.0936850935994,247.1954563399106,62.70291624692431,3.9423279033219765,1,2718.484105459172,0.0
MCOLN1,4007.947882207162,2293.745469138806,564.6728379525521,4.062078632037093,1,19745.73649332432,0.0
ENSG00000305109,149.31830351138242,134.65427123389193,24.214025614844015,5.561003088695187,1,1120.0772877635047,0.0
PNPLA6,8183.563477775715,3522.5125113974022,1149.2647662290674,3.06501392447222,1,56930.313219059055,0.0
CAMSAP3,39.432217977302116,47.531731402506374,8.361115615971812,5.684855177903405,1,626.5331592575304,0.0
XAB2,3004.608585673646,1139.3700177948808,424.20159658646725,2.6859163825957855,1,8266.547785383142,0.0
PET100,641.4359215065382,290.3928586282347,93.304130310109,3.1123258709241965,1,3273.0643489753575,0.0
PCP2,55.2268980313609,29.048661826965418,10.724136293810382,2.708718075853936,1,308.7818362423494,0.0
GTF2F1,2537.995409106865,991.2799823734756,358.87301523435605,2.7622026184558255,1,9201.348133059686,0.0
PSPN,72.0284370302545,43.218669178587334,13.180102941717593,3.279084341730885,1,383.45690960960775,0.0
ALKBH7,1259.2614716301737,568.464341290578,179.83257427035045,3.161075481441865,1,5423.096633174629,0.0
CLPP,1291.2813290020279,505.31054813635825,184.31621673996892,2.7415414501982984,1,4083.9625337539196,0.0
MYDGF,1571.954201433089,829.643371666877,223.6164985526217,3.710116995109126,1,11860.07416967771,0.0
DPP9,2176.4490529604395,943.1791055053889,308.2536073812525,3.0597504227707266,1,9781.227077977053,0.0
DPP9-AS1,77.51295793592605,40.44161238706685,13.974076979760353,2.894045341645198,1,389.7993245733963,0.0
FEM1A,110.04568646375205,51.19979038622551,18.638742645511506,2.746955165377274,1,816.1317320122265,0.0
TICAM1,1245.591783638389,725.734130947856,177.91843652752988,4.079027138008605,1,5366.006773725339,0.0
PLIN3,5632.901000483189,3108.148468561771,792.1695179397373,3.923590087946577,1,24958.957355178398,0.0
ARRDC5,115.77348454422494,78.2374687287891,19.45461588222852,4.021537572492385,1,1275.5189885712482,0.0
UHRF1,238.58022926734878,229.23688823288856,36.7997627015944,6.229303435778855,2,4810.7125629266275,0.0
KDM4B,6536.338354504635,3032.9401577410126,918.6518559345781,3.3015120343446016,1,21239.972465705065,0.0
PTPRS,103.95233828093193,91.0615385163156,17.76940278987363,5.124625717202463,1,966.6592493654008,0.0
TINCR,29.140249512689287,22.232520224401288,6.766363180413858,3.2857414879467726,1,290.455359453508,0.0
SAFB2,2778.370443947765,857.7357229214925,392.5270436421888,2.1851633838084505,1,7728.9363076883365,0.0
SAFB,4425.578449876807,1321.8679821930723,623.142177134361,2.121294354158366,1,11977.775468775655,0.0
RPL36,7690.992985221104,4555.48020121066,1080.304543043367,4.21684813837517,1,32228.30048833504,0.0
MICOS13,524.6034603556353,247.192564550821,76.93306023063768,3.213086335182329,1,2484.8439691034487,0.0
HSD11B1L,46.388809506144234,26.318475265454307,9.410976240280922,2.7965722783153777,1,407.8316616240802,0.0
LONP1,1451.6708228974344,831.5240475545338,206.77450305274837,4.021405131088194,1,5973.177701304308,0.0
PRR22,59.530515281841,39.7136947335428,11.357403196874824,3.496723154503371,1,376.450445623962,0.0
DUS3L,710.6371707232626,362.0996958390047,102.99873233991333,3.5155742950701,1,2759.7061160563426,0.0
NDUFA11,2004.8017014778989,699.4024580106378,284.22122897762586,2.460767834008963,1,6849.14009379485,0.0
VMAC,277.98692808324006,142.03191632536863,42.3392356911684,3.3546169175414584,1,1520.7596013814216,0.0
ENSG00000267571,281.46638414629626,150.32171667627162,42.82806979157885,3.5098877303554996,1,1439.431918701604,0.0
CAPS,426.42212763211575,220.14594775109597,63.16964788523365,3.484995644602234,1,2078.144101778009,0.0
RANBP3,2291.4636461790124,612.003298930924,324.3566774781665,1.8868219507277444,1,5724.831252209117,0.0
RANBP3-DT,29.18251148513224,25.39991796612709,6.77305274053715,3.7501432425155903,1,295.5117422716872,0.0
RFX2,1895.0499033251638,1389.4493891043746,268.8546949018044,5.168030967849948,1,10305.890686877941,0.0
MLLT1,6913.267979940589,4713.308257261203,971.4223806174061,4.851965891773638,1,33285.075060401716,0.0
SPPL2B,2208.6067336986534,1061.5818750859346,312.7559804940966,3.3942816166419316,1,8441.824731336701,0.0
ENSG00000288156,3385.5961138835323,2883.2319674265673,477.5415297355946,6.037657015972949,1,16935.49000879317,0.0
BCL2,851.0737201840092,746.9530117436188,122.66977082014076,6.089136767352459,1,8523.59221858601,0.0
LINC01002,1267.1010576032058,750.8104112379659,180.9303314127148,4.149721085323802,1,6860.178795858459,0.0
ENSG00000286186,40.73606565025212,38.634793960320124,8.559254390752766,4.513803679215368,1,467.3659279881366,0.0
CTDP1-DT,75.65887872269161,40.487484431777276,13.7060020043177,2.9539966810907226,1,295.7674650384393,0.0
CTDP1,3423.867631600422,1596.0194986060171,482.89969039390957,3.305074594900064,1,13490.820789695246,0.0
ENSG00000267780,30.8832536132883,42.04595276952816,7.041111456769089,5.971493709151072,1,307.48637389548634,0.0
KCNG2,85.1261184905756,124.80709103762631,15.071717123682271,8.280880672947095,1,1315.639035660153,0.0
SLC66A2,5399.7939658325,2957.9373984460867,759.5341871734792,3.894409821701005,1,35323.98136570878,0.0
HSBP1L1,173.80207030076824,127.78146431011052,27.67421903615527,4.617346713313539,1,1753.4279630225456,0.0
TXNL4A,1120.4246765326777,347.483568763173,160.39112572049132,2.1664762760548357,1,3583.8798432134176,0.0
RBFA,242.69153428318845,144.90291653942253,37.378007948694346,3.8766891145809215,1,1588.2655884450057,0.0
ADNP2,465.67756062518464,308.7385621894427,68.6734820278811,4.495746437672934,1,3062.032059125646,0.0
PARD6G-AS1,66.58535318622279,75.8066317676883,12.388869789505812,6.118930383133215,1,1362.9351677916368,0.0
PARD6G,34.1674780028103,27.674917324256835,7.553068412442178,3.6640628434753633,1,349.5142105769189,0.0
WASH5P,21.67944528896208,23.4012225082702,5.558004400006287,4.210364156646535,1,199.473290886996,0.0
ENSG00000282416,117.69358442321284,266.2160369544565,19.72786021810622,13.494420277274855,1,3736.93406271725,0.0
PTBP1,5489.201571989026,2717.934657855187,772.0513881674938,3.520406412721249,1,21735.942124970228,0.0
MIER2,517.9584835878762,207.15334975673073,76.00174933324008,2.725639232966053,1,1505.1829814206276,0.0
SHC2,37.46713907675173,51.29585510646644,8.061101331979781,6.3633805101750704,1,738.9960015970873,0.0
MADCAM1,43.886563374055505,45.666588367476535,9.035306308689336,5.054237986769587,2,869.5457152492181,0.0
TPGS1,206.60813360169576,107.7237278352073,32.29971799661831,3.3351290511726965,1,1359.9355415405691,0.0
CDC34,7393.44802587269,5070.463459380833,1038.6480119689134,4.881791907317098,1,67776.88948974358,0.0
GZMM,2677.3626498724398,2919.6860778862397,378.3853452830053,7.716171131581543,1,21342.86124048552,0.0
BSG-AS1,97.95442882275402,56.10250668504361,16.912060882464825,3.3173075165081256,1,455.5319791093644,0.0
BSG,34519.88498590864,19466.131297696546,4836.354007929629,4.024959973107863,1,220988.48540266437,0.0
HCN2,48.44104946606881,35.736516334791105,9.71767157420962,3.6774772703406278,1,450.40903237648786,0.0
POLRMT,1509.7326860391756,917.6222656720084,214.90433043245648,4.269910540310928,1,6419.30268064553,0.0
RNF126,2031.6000335973938,1202.5930915560427,287.9732877981061,4.176057789079254,1,7574.132621482926,0.0
FSTL3,339.9598001902588,248.95432031620436,51.04100360298681,4.877535760320279,1,3707.2887980234805,0.0
PRSS57,283.12689109014826,395.15581098332234,43.06134328692328,9.176578825011292,1,4225.406677956813,0.0
NFATC1,1300.6941928190963,876.8499947703477,185.63426328184187,4.723535296062547,1,6581.383455410116,0.0
ATP9B,641.7086185188776,289.4578927124854,93.34233583810963,3.1010354531357898,1,2418.757907854774,0.0
ENSG00000278330,517.4985004688386,547.3195095874596,75.9372805743251,7.207520541267736,1,5226.029540949099,0.0
ENSG00000279433,53.80915869842235,57.49512331288793,10.514727750689962,5.468056299328832,1,518.7229234203979,0.0
KDSR,427.3918673910365,246.17836007473986,63.30562779331854,3.8887278849594193,1,4091.78678543274,0.0
VPS4B,1697.9762075689073,1060.8542089182013,241.26166491256473,4.397110536821769,1,5800.172498917422,0.0
SERPINB2,825.0445262262889,1717.076345646997,119.0240922806939,14.426292297173118,1,27340.850883638603,0.0
SERPINB8,812.012349715565,442.2722551590985,117.19875361577525,3.773694186279875,1,4077.655100082379,0.0
DSEL,21.776697706185946,28.334342243792907,5.574181477196754,5.0831395353210125,2,617.7416213034136,0.0
TMX3,643.5742751345724,414.58666553162016,93.60371834702073,4.429168764371163,1,3447.010202825496,0.0
DOK6,35.44764143169329,34.639171467413135,7.7508536936174535,4.469078225013747,1,314.9806342865593,0.0
RTTN,214.06228180866876,170.78508765815542,33.349459178135014,5.121075179837629,1,1670.9986082661196,0.0
SOCS6,62.516073137989366,51.402042817256216,11.794827569305127,4.358015622968915,1,922.7797029056883,0.0
NETO1,19.91367055474851,23.345843952893865,5.261761524815093,4.4368875029383394,1,262.59757792000136,0.0
TIMM21,134.10901006041277,69.71514886239434,22.059452645438352,3.1603299493838826,1,812.6037210813644,0.0
CYB5A,522.2572059830534,1847.032977874086,76.60422935012839,24.11137078909848,1,39990.85509971196,0.0
CNDP2,2995.371294727472,1451.9889389266607,422.90832988126783,3.4333420184329517,1,12897.025744156706,0.0
ZNF407-AS1,269.0315504141863,188.4059042337035,41.08089413257822,4.586217223648321,1,1188.4141798138337,0.0
ZNF407,463.5529054716462,172.30385564637288,68.37562658160628,2.519960170905758,1,1729.788293520016,0.0
ENSG00000278607,77.32705716025667,59.36508163503149,13.947212733515702,4.256411855852378,1,919.9286041184392,0.0
ENSG00000273669,92.36307698477023,88.2227816301051,16.111159535881466,5.475880332115295,1,835.3199469908133,0.0
PTGR3,787.1062677348002,355.45328263287035,113.71023388947883,3.12595683321129,1,3114.3510805984315,0.0
TSHZ1,373.8036220884542,295.8750141871025,55.78973848892673,5.3033948930559776,1,2431.297890624091,0.0
ENSG00000304765,25.190555034563346,25.46305198469032,6.134167479647984,4.151020015213465,1,237.00303646081375,0.0
ZNF516,4095.2720951946812,1702.6403672759386,576.8984671112651,2.951369199855326,1,13844.030545142785,0.0
LINC00683,25.92934895738661,37.43551361936758,6.253562124863201,5.986270364298411,1,353.37102942525127,0.0
ZNF236-DT,106.75206460630962,56.56589426209494,18.16903214927586,3.1133135654861737,2,498.7651228054057,0.0
ZNF236,223.91873815864548,146.51435888440065,34.73693889234373,4.217825852141896,1,1210.483967321293,0.0
MBP,7635.180212359926,4022.468899811057,1072.4907118322874,3.750586233925425,1,24718.37072552361,0.0
ENSG00000308562,63.24471558020891,57.09636427455573,11.901371304900572,4.79746096578345,1,822.2572084090698,0.0
ENSG00000275178,25.59561253897163,25.767934690469268,6.199698864572118,4.156320371900464,1,228.26242978001656,0.0
PALM,53.70773730715259,73.18563313661039,10.499730940437148,6.9702389091470724,1,1095.8443651829016,0.0
PLPPR3,61.21402112222749,107.97020937811209,11.604235701178117,9.304379207598346,2,2190.6587903533064,0.0
LINGO3,1289.4606358034628,1118.016629214823,184.06127177932407,6.0741546464768685,1,7984.832390574143,0.0
ADAT3,132.87857665641772,69.12351565531513,21.88493118306368,3.1584981957269513,1,661.3967751266575,0.0
REEP6,91.18721886762559,195.8391096551754,15.94250146651854,12.2840891729861,1,5054.70832919054,0.0
ADAMTSL5,60.11472990367596,61.24635743314861,11.443112890772225,5.352246195398276,1,586.396386585458,0.0
MEX3D,65.21205412565313,38.26673329080628,12.188652484589122,3.1395376428353594,1,303.30905804591566,0.0
MBD3,1900.2898175596883,938.0457378132304,269.58834744048556,3.4795485291526327,1,9386.468609438934,0.0
UQCR11,2218.278014189124,1064.9187356472175,314.11004765781064,3.3902727518201927,2,10590.411339043912,0.0
TCF3,2487.2173280604275,1512.9660073107032,351.7637247547562,4.301085930237741,2,22036.253575412615,0.0
ATP8B3,209.71349704804337,104.32376749071003,32.73708315645714,3.1867154135915423,1,1260.7877971382404,0.0
REXO1,1245.0448015056966,567.545258884352,177.84184359573635,3.191292034592688,1,4853.450934005596,0.0
ENSG00000267244,94.79144800921904,68.43930314992924,16.459211793905407,4.158115467915132,2,929.3115666732206,0.0
KLF16,1073.5747175685106,513.7290926620238,153.8304362989774,3.339580287372811,1,3692.1440833505585,0.0
ENSG00000261526,129.32104578088178,109.38677706440662,21.380134009527534,5.11628117090665,1,937.0032288899308,0.0
