gene,train_mean_count,train_obs_sd,predicted_sd_tech,obs_sd_over_tech_sd,n_merged_intervals,total_band_width,frac_holdouts_outside
RHCG,56.28319158398754,514.8029728652726,10.879890882707993,47.31692426102151,3,11764.775877957627,0.0
CHASERR,3452.0295874854805,2423.666320870907,486.84247117095174,4.978337890368343,1,17905.451127782188,0.0
RGMA,148.7536043427844,211.27155697118206,24.134109606948204,8.754064699795556,2,4415.227511695275,0.0
JMJD8,315.53493380162996,139.48767522544838,47.61256037019991,2.929640291152079,1,1323.6463466035432,0.0
DDX11L16,89.57828292588704,123.79293540831362,15.711586516202376,7.879085621344077,1,1503.7568777794554,0.0
SNRNP25,335.2586875900266,198.11240465709648,50.38121757798171,3.932267106297135,1,2979.784615041014,0.0
RHBDF1,67.41142969781761,164.67419767103402,12.509185682302915,13.16426199540735,1,3097.9326490030617,0.0
MPG,548.3303487523306,218.15364901178128,80.25825382765464,2.718145967643915,1,1680.5613535361915,0.0
NPRL3,7077.881720606946,6637.393863113226,994.4684564521317,6.674313116770752,1,69771.0090230319,0.0
HBZ,57.23952103157383,109.30356033263566,11.020718274363242,9.9180069403372,1,2073.5852379707326,0.0
ENSG00000294481,29.02850634687924,35.794818650300826,6.748668630863652,5.303982253121832,1,528.8441525180064,0.0
HBA1,441.82515148207807,712.4599346830983,65.32940115547088,10.90565537234279,1,10172.34294397204,0.0
HBQ1,2292.1692012595045,2838.4349646087203,324.45546117522997,8.748303863733566,2,43332.39692432522,0.0
LUC7L,1305.797488569764,668.4226155457903,186.34885639361943,3.5869424072767053,1,7061.666594953663,0.0
FAM234A,1293.9041597912403,427.6830758958018,184.6834818396132,2.3157624690399734,1,4271.525751582859,0.0
AXIN1,2844.4519423135953,996.0402072733274,401.7788275209294,2.479075897102721,1,8883.003002443458,0.0
MRPL28,2195.887086938182,789.4399657252765,310.97511318294033,2.5385953160208836,1,6926.720497891377,0.0
PGAP6,8313.185487027655,3413.50313232992,1167.4119337855348,2.923991980500873,1,24417.386997005393,0.0
NME4,1312.1818542003864,761.7960941290007,187.24283093528192,4.068492717845661,1,7597.106433905941,0.0
DECR2,157.46550581701985,121.01131873270857,25.36641602695056,4.7705327628522705,1,2550.5520489784262,0.0
RAB11FIP3,601.7317920667099,357.8346370171233,87.74122362897312,4.0782954946044585,1,3289.1622184305706,0.0
CAPN15,2536.2079846730035,1517.391143256283,358.62276341365634,4.231162374670667,1,11887.402592051896,0.0
PIGQ,1920.3098741737451,1373.5712124183842,272.3913987739293,5.042637978295257,1,22648.299032658248,0.0
NHLRC4,54.602053755063345,46.83463791408817,10.631894729105042,4.405107378074139,1,634.4753423806678,0.0
RAB40C,1312.239770165997,462.2167406461509,187.25094064519422,2.4684348129495692,1,4104.637209311884,0.0
WFIKKN1,50.5312359373807,44.04267299632103,10.028857847353393,4.391594104401814,1,566.6438091950854,0.0
METTL26,908.164907729897,514.9419224204703,130.66571662267853,3.9409107126964336,1,6473.334353620014,0.0
MCRIP2,374.9217023400636,228.49793948592253,55.94658923381532,4.084215724589936,1,4379.213246208935,0.0
WDR90,242.02194884099967,188.68627779812138,37.283837969938006,5.060806184981796,1,2424.0824019251145,0.0
RHOT2,5105.582389023863,2104.0254939907754,718.3440849612335,2.928993971049852,1,17673.599350464025,0.0
RHBDL1,40.924721108911115,24.10962959055929,8.587866088069687,2.8074063269398817,1,207.2052584234702,0.0
STUB1,821.0239305124234,250.24160789979848,118.460954336035,2.112439573886471,1,2177.405023930137,0.0
POLR3K,218.9442029880085,104.60210356958838,34.03675745161799,3.0732100059259895,1,1041.554634299416,0.0
ENSG00000290823,194.3317573584619,107.27526987243876,30.569960139846653,3.5091727101276122,2,843.4763883726081,0.0
LINC01579,34.16499991428171,47.12976914864901,7.552684649148404,6.2401346458921845,1,489.80569938954716,0.0
TARS3,136.9065050247984,89.11671963138451,22.45611210649919,3.968483912475329,1,1154.874997027799,0.0
LINC02207,1820.4311563167114,2107.1094319465474,258.40711138847024,8.154223854849235,1,12956.026300094434,0.0
MCTP2,7289.191724920041,4169.143455291619,1024.052042318514,4.071222245553491,1,33948.79846186491,0.0
ARRDC4,635.4669477843549,570.9909977681108,92.46785649954849,6.175021454843596,1,4702.451215664847,0.0
FAM169BP,37.11726836377785,51.2180576679817,8.007497982218695,6.396262325849547,2,736.2672695169958,0.0
ENSG00000278022,31.825881747280846,48.590809397117816,7.188773332601479,6.759262971438513,1,828.6273403306785,0.0
IGF1R,3605.984719334532,1952.8834067676976,508.39674499586226,3.841258674430718,1,20870.924602431598,0.0
LUNAR1,91.17895965034435,96.78685060846942,15.941316515130085,6.071446515512562,1,722.6288608404486,0.0
SYNM,150.3952745770207,209.1251216852662,24.36642262280064,8.582512292534048,1,2952.626637766201,0.0
TTC23,23.335444708020322,18.20587472343862,5.8316796131606345,3.121892135904129,1,212.5360602164808,0.0
LRRC28,369.2253000739413,108.97334266013253,55.14744613744053,1.9760360686249203,1,1451.8859975199846,0.0
MEF2A,2468.9931273004595,1853.0223951087587,349.2122041901969,5.306293345061669,1,12349.776488883535,0.0
LYSMD4,152.01175423177986,77.83394832900916,24.595125398224578,3.1646087209877645,1,722.5424014900208,0.0
ENSG00000259363,52.90165309388248,44.556831677764585,10.380458426060287,4.292376102186782,1,408.66300966257876,0.0
ADAMTS17,73.69815278789156,165.34152895473557,13.422143650889033,12.318563506343038,2,3312.344755967347,0.0
SPATA41,33.93291164490762,33.89731234338213,7.516726980664478,4.509584082350909,1,316.3984820167169,0.0
ENSG00000270127,158.29798045725272,141.54403766174622,25.48410666567322,5.5542083353623815,1,1557.336491582379,0.0
LINS1,563.7752718300148,275.4817875521071,82.42262669631049,3.3423077933093657,1,3478.497354934823,0.0
ASB7,526.083488404126,273.4193932885477,77.14048670526152,3.5444343815619015,1,1799.783510318385,0.0
LRRK1,1125.1926661143648,433.5466670331888,161.05880903978644,2.6918531784628406,1,4963.541194779966,0.0
ENSG00000259755,64.47477870651774,40.164094401761574,12.081056313746105,3.324551542406266,1,372.8630558628412,0.0
ENSG00000259182,174.39306621616078,143.75576473185424,27.757642559913762,5.17896159306624,1,1032.6601406059237,0.0
CHSY1,2222.6943531025995,1640.99933605461,314.72837499097636,5.214017757698712,2,30486.395834381274,0.0
SELENOS,565.1622944171969,248.8580917452287,82.61699163866379,3.0121901900476127,1,3433.6495709096735,0.0
SNRPA1,437.43927724197204,213.59858571985595,64.71445320955712,3.3006318546520825,1,2294.074120705314,0.0
PCSK6,216.1947391266082,214.63329086635602,33.649695058895304,6.37846169157535,1,2779.6240484862487,0.0
ENSG00000289271,40.07400584932302,64.8413718476116,8.458732432677483,7.665613301245782,1,922.0518103649305,0.0
TM2D3,1002.8437013925746,338.4470073486332,143.92524203237826,2.351547251680106,1,3278.0151797812528,0.0
DIS3,605.3836041965174,317.63574861211,88.25289822721882,3.599153738773706,1,2696.868828383272,0.0
ALG5,337.69955147528844,169.0647541975246,50.723790256455246,3.3330465515835335,1,1697.6933476540978,0.0
MZT1,157.7418937181972,137.71918372613496,25.405491382390867,5.4208431418725205,1,1495.2956907283167,0.0
PPP6R3,2562.2272454012495,899.2794606544261,362.26563872951044,2.4823758162884526,1,6736.671644887345,0.0
UNC93B1,4576.907216046945,1926.741131518731,644.3285409140107,2.9903085292257225,1,15358.12469795761,0.0
ENSG00000309414,48.683819161092394,26.3573609509905,9.753874021333644,2.702245373821905,1,222.84098097815837,0.0
ALDH3B1,3655.126635941632,1720.2813202337502,515.276780809531,3.338557808739381,1,14330.282591233574,0.0
GLTC1,31.670656390013182,21.061654427662944,7.164499544492212,2.93972444228213,1,177.12981227191042,0.0
NDUFS8,1294.755587410013,636.9673353736829,184.80270397791045,3.4467425078900353,1,5592.1823759103445,0.0
ENSG00000289908,18.05030134084993,21.840809786124023,4.943302899819261,4.418262491445259,1,320.49891439694295,0.0
TCIRG1,45631.723731436636,14695.734078006257,6392.011753234949,2.299078075156676,1,135534.05963304723,0.0
MIR6753,28.782601815441183,19.522370795608513,6.709693725786554,2.9095770378580093,1,186.70505965986737,0.0
ENSG00000255031,701.6214253389109,360.24378950839485,101.7357600130513,3.5409750658193393,1,3746.7501683398445,0.0
CHKA,625.9414721999366,405.85719120022895,91.13328104456949,4.4534464966946725,1,3522.143026086712,0.0
KMT5B,1484.4933977400913,483.40333005956865,211.37033400466808,2.286997048738603,1,3419.498125379086,0.0
C11orf24,484.51788587081296,217.21585250153626,71.31456013854232,3.04588364675534,1,2648.12303083889,0.0
LRP5,66.69459213301369,58.22559175736552,12.404785249285014,4.693800866945401,1,877.0100905821687,0.0
TESMIN,270.696454371733,128.28966637683908,41.314854887758194,3.1051704459659613,1,1489.6011693992564,0.0
ENSG00000293486,32.681106913239084,29.66209932059925,7.322225071322277,4.05096798195562,1,252.52197695182176,0.0
CPT1A,2488.6402521695486,1077.5348898097702,351.962944391384,3.0615009533831716,1,10120.370163734242,0.0
MRPL21,484.3976436364925,208.47386630912538,71.29770512424636,2.923991255340268,1,2303.4033811620816,0.0
IGHMBP2,1382.8035235489242,682.3365789676471,197.1315727742251,3.4613256992025705,1,6748.925233216106,0.0
TPCN2,1401.9819841056717,471.94362362456127,199.816991934471,2.3618793329614975,1,4693.587984314622,0.0
SMIM38,67.01879116252867,55.489937426993805,12.452009925819473,4.456303661622884,1,543.6022165326355,0.0
CCND1,39.03361852110191,41.84341904312515,8.300399789659517,5.041132969914642,1,706.7225991143761,0.0
LTO1,361.7853346881934,160.56319158949515,54.103626969353705,2.9676973723119167,1,1688.6924916352223,0.0
FADD,426.0655975039688,338.754347705692,63.11965389386797,5.366860031826026,1,2027.0689325107376,0.0
ENSG00000254721,52.81172198803521,33.729424053012934,10.367142826407335,3.2534927528052244,1,280.503082827431,0.0
ENSG00000289074,69.29684521062255,54.499758208572636,12.783468982676972,4.263299600634687,1,621.0191742416381,0.0
PPFIA1,1590.5755125872893,641.6008023675832,226.2238107559342,2.836132943847305,1,6804.714916512792,0.0
CTTN-DT,33.58802693328215,21.11965041626273,7.463234940519529,2.829825214478985,1,194.7009874688869,0.0
CTTN,506.9635313001045,378.0041142128755,74.46072228925958,5.076557177949909,2,4194.461991304631,0.0
ACY3,25.476251602548736,36.08509016414458,6.180406439595177,5.8386273648546965,1,492.3034066974482,0.0
NDUFV1,3128.5711682926053,1773.2085796258805,441.55694904247525,4.015809474793948,1,11502.739750966062,0.0
DACH1,363.02869427383865,262.20566641942924,54.27807493316925,4.830784193106962,1,2686.758092872688,0.0
ANKRD13D,8437.997583310573,2326.2514313120587,1184.885707828409,1.9632707323101057,1,21036.523691211027,0.0
CTSF,311.7210449105807,235.0775118456435,47.07709886746856,4.99345791267711,1,2878.7875001841776,0.0
CCS,1387.3380768289915,756.7602367388118,197.76651407519037,3.826533729825937,2,14685.47752015381,0.0
RBM14,1711.044731850033,750.9419485141808,243.09145725411324,3.089133435607287,1,6293.875342579115,0.0
RBM4,3986.385117187283,1020.6318655518445,561.6539901459081,1.8171897350657151,1,9239.878111402873,0.0
RBM4B,295.5063964007465,147.71326489060542,44.800194090543265,3.297156806777892,1,1458.0035882153547,0.0
SPTBN2,47.321904311084495,48.63068650191125,9.550571282001004,5.091913883053319,1,630.0758566619853,0.0
TOP6BL,202.48132743430273,160.20827001104294,31.718379710218905,5.050960089220058,2,2399.276164642777,0.0
RCE1,563.1808228851119,230.863994097089,82.33932567424833,2.8038120570775074,1,1670.8797019066028,0.0
PC,203.02603362772598,148.54562259673193,31.7951193126809,4.671963049922798,1,2033.9510464902992,0.0
LRFN4,159.3705572068703,85.53683771834847,25.63572619399859,3.3366262797101074,1,1084.2565393209022,0.0
KDM2A,8202.884949944922,2671.614196803781,1151.969785363223,2.319170372998459,1,27522.391968374526,0.0
GRK2,32809.26650258446,10655.549939555902,4596.867351564515,2.318002484002361,1,79724.87033060462,0.0
ENSG00000303303,33.39864052108152,25.266950349287306,7.433830548159375,3.3989139496249927,1,341.33420980086225,0.0
SSH3,2027.6838121845258,600.2351496351212,287.4249745572049,2.088319397296003,1,5280.45515430714,0.0
GSTP1,5887.0608341468305,2863.4162585609433,827.7522407261006,3.459267299656196,1,34292.79979530134,0.0
RAD9A,970.484681041346,454.58312387917186,139.39353929542588,3.261149162126833,1,3730.834682004182,0.0
POLD4,3601.2904170384045,1033.9864119110302,507.7395264374739,2.0364504988727945,1,9259.795618119419,0.0
CLCF1,155.5455810608213,120.13613796904023,25.094947015221464,4.787264061413282,1,982.8415777068765,0.0
PPP1CA,7640.9658129404215,3296.26789622875,1073.300700401158,3.0711504194460444,1,21751.921408202328,0.0
TBC1D10C,9650.44746625473,3737.0097982854973,1354.6293658877785,2.7586953984541647,2,31674.14305199284,0.0
CARNS1,317.2562554094042,347.7153531929809,47.854218985359985,7.266137878028211,1,2967.650865431365,0.0
RPS6KB2,2017.2062510503447,587.2542569772424,285.95800218366236,2.0536381303995346,1,4705.034978297943,0.0
CORO1B,2554.7504141886034,1297.1975319426272,361.2188313454971,3.5911680659358787,1,13511.15285867047,0.0
CABP4,53.10889652469673,57.025391980364915,10.411136939359086,5.477345299799258,2,947.0839463962366,0.0
TMEM134,512.2999700517122,252.35540234625967,75.20867405177026,3.3554028910621345,1,1635.6536654422027,0.0
AIP,3169.5035006385606,1298.7543445645292,447.2876606118443,2.9036221182313966,1,10036.881782584895,0.0
PITPNM1,5513.243589107396,1941.219859641272,775.4173064206459,2.503451810486424,1,15300.80226861922,0.0
CDK2AP2,2404.6956685816367,1093.0721684284283,340.21007676888297,3.212932958393798,1,12499.663321093481,0.0
DHCR7,1724.8606853221604,1753.3089806353603,245.025897829627,7.155606799794209,1,17472.37378348683,0.0
DHCR7-DT,244.5511015950191,203.75142928551728,37.639524849620926,5.413230642510868,1,1714.1486356105045,0.0
NADSYN1,6931.361143165711,2002.4621300552494,973.9554405434164,2.0560100048704277,1,21315.273714018378,0.0
RNF169,601.8704677770518,398.0367839770297,87.76065430150078,4.535481043812397,1,4780.881278611904,0.0
MRPL48,264.0384162087059,146.3912496945955,40.37917293352034,3.625414763586462,1,1520.904563546281,0.0
COA4,511.83797108086003,242.94502467816292,75.14392124735187,3.233062909752324,1,3026.405816513179,0.0
PAAF1,255.7621557949167,123.35053341744745,39.215839279523735,3.145426329861925,1,1325.9278186185404,0.0
DNAJB13,30.311387078053016,34.08957019805609,6.951221384427774,4.904112286572261,1,521.7452008910956,0.0
UCP2,16402.245208676082,8094.980443391344,2299.8829847984034,3.5197357852103552,1,70055.24056393794,0.0
UCP3,74.56688726464462,95.1930841012454,13.547959718011924,7.026377851912773,2,2547.9701694123296,0.0
C2CD3,964.1537727896782,427.29353869588715,138.50691941360643,3.084997778485797,1,3977.470794742514,0.0
PPME1,900.6722381691645,620.669739664484,129.61634795849923,4.7885143304856195,1,8823.358589666803,0.0
PGM2L1,265.36806727952325,173.60346787488362,40.56604744685199,4.279526323148242,1,1919.6301744352047,0.0
KCNE3,1149.224488698296,984.1625432495293,164.424074353502,5.985513661056947,1,6484.337475655811,0.0
LIPT2,23.610210810929,17.092838829812415,5.876740174607397,2.9085578606432643,1,137.9546392408448,0.0
POLD3,738.3449494715672,360.12625636880375,106.8800679823461,3.369442620754017,1,2612.0976891921873,0.0
ENSG00000227615,151.32701875387656,117.42229378399391,24.498253084875753,4.793088445007769,1,1148.697980638481,0.0
XRRA1,185.43486055079356,140.30382790833616,29.315562005488516,4.785984586687037,1,1136.159689264362,0.0
ENSG00000291186,42.48451525199918,31.313342441880007,8.823900631889916,3.5486961773699472,1,344.2330739398615,0.0
ENSG00000293324,68.06538025965573,38.864859497500746,12.604369943060611,3.08344325603502,1,491.9616011703433,0.0
SPCS2,995.300356718303,345.11236309767986,142.8688462834235,2.415588647038174,1,3747.314054407792,0.0
NEU3,531.885550484398,234.03112819857654,77.95363642089177,3.0021835919877065,1,2459.913403467326,0.0
SLCO2B1,154.57900645547898,560.3977402561857,24.958255618052196,22.453401745386905,2,11734.208226220395,0.0
ARRB1,2155.2571846894975,1027.1067757170642,305.2865447656369,3.364402373205003,1,8665.16601498137,0.0
RPS3,33679.26722230632,19139.713049235175,4718.667488136883,4.0561690556399626,1,154326.4823277631,0.0
GDPD5,1501.0874681045066,1259.0305498489029,213.69383185144187,5.891749607092872,1,10866.616281653613,0.0
SERPINH1,2963.403985327507,7199.216567808342,418.43274527494214,17.205194022465687,2,137061.0059105257,0.0
DGAT2,8212.639847483584,6765.516844003256,1153.335477574152,5.866044161091261,1,41800.18114626471,0.0
ENSG00000254826,30.693779971415633,44.292666896284636,7.011355025850259,6.317276294379818,1,771.6554421294337,0.0
UVRAG-DT,136.3981544245845,113.16987653912089,22.38404571164622,5.055827619233265,2,2147.335526901421,0.0
WNT11,38.14899714960109,28.57831569518097,8.165401302238514,3.4999278831949545,1,402.43732104472144,0.0
THAP12,654.1590175454955,384.68306496133704,95.08664372125466,4.045605669803961,1,3393.9798432769976,0.0
RAB6A,2604.098068471755,905.0614750880767,368.12783428145036,2.4585521408742927,1,7825.401360199495,0.0
PLEKHB1,341.37321867260954,280.82895668823153,51.239364139690466,5.480726808448018,1,2747.149079068181,0.0
ENSG00000256448,30.503910094210585,26.789343692435278,6.981510245105278,3.8371846136324486,1,196.46896034713953,0.0
FAM168A,1794.000378631777,824.1130454200246,254.70644398177012,3.235540618984136,1,7927.901840370971,0.0
XNDC1N,27.15569100787295,19.261978988467558,6.450530944699697,2.986107524109288,1,182.02138560065674,0.0
