gene,mean_n_neighbors,mean_neighbor_popularity,specificity,any_neighbor
WASH7P,68.4,1336.7609979675879,0.9182659126892334,True
ENSG00000241860,62.02,1374.6254906490385,0.9159507495781695,True
CICP27,40.04,1420.9743189284427,0.9131168255011652,True
ENSG00000308579,49.74,1405.5294516069002,0.9140611769118373,True
ENSG00000268903,44.52,1418.5390712542007,0.9132657247780984,True
ENSG00000269981,50.06,1399.3857459228595,0.9144368238506353,True
WASH9P,66.56,1331.0600313886682,0.9186144890621419,True
ENSG00000292994,49.8,1425.6927692229874,0.9128283234959959,True
ENSG00000290385,43.6,1362.4809509977224,0.9166933077959204,True
ENSG00000250575,69.26,1367.2368804280734,0.9164025141896623,True
LINC00115,63.68,1325.7977543694942,0.9189362424720579,True
MTND1P23,57.66,1262.247415513818,0.9228219250679415,True
MTND2P28,46.1,1422.6684998464552,0.9130132375514243,True
MTCO1P12,44.68,1405.7892864790974,0.91404528972919,True
MTCO2P12,63.64,1313.839510726354,0.9196674099219594,True
MTATP6P1,47.72,1448.0755490354788,0.9114597646569563,True
MTCO3P12,53.98,1352.1632251647525,0.9173241684399418,True
LINC01128,51.82,1532.6480375014664,0.9062887167531968,True
NOC2L,54.08,1639.881313634971,0.8997321116701332,True
KLHL17,46.48,1648.1559197598074,0.8992261742733227,True
PLEKHN1,68.36,1418.3466378882522,0.9132774908047537,True
HES4,30.94,1481.0274583134074,0.9094449735057532,True
ISG15,32.54,1401.3687921751232,0.9143155736976385,True
AGRN,41.14,1532.7665620570747,0.9062814697611082,True
C1orf159,47.34,1612.0949219184333,0.9014310656118353,True
TNFRSF18,25.78,1521.450382019227,0.9069733792712181,True
TNFRSF4,27.24,1550.297355800129,0.9052095777560301,True
SDF4,108.12,1453.9460168081443,0.9111008244079398,True
B3GALT6,48.8,1529.3085405099398,0.9064929048908628,True
C1QTNF12,87.48,1330.393527529698,0.9186552413616815,True
UBE2J2,71.74,1599.8997303317838,0.9021767208601783,True
LINC01786,61.86,1561.6109414851082,0.9045178268734266,True
