gene,mean_train,max_train,uncovered_fraction,covered_within_total,n_clipped_intervals,holdout_inside_rate,holdout_above_rate,tight_and_holdout_all_in
AGRN,181.00022717639789,1599.005738488573,0.002873175064345923,1594.4115150730015,1,1.0,0.0,False
C1orf159,450.83289791836194,1836.8622144546919,0.02028237932348842,1799.606278256139,1,1.0,0.0,False
TNFRSF18,469.3685550704047,3567.9450046915995,0.0006062644033048015,3565.781886642306,1,1.0,0.0,False
TNFRSF4,413.4548674768872,2590.0227823660875,0.00013139467932188342,2589.682467153162,1,1.0,0.0,False
SDF4,3043.909402024046,7235.459369217023,0.07953399568046338,6659.994374999548,1,1.0,0.0,False
B3GALT6,379.02570794789386,1260.555434630107,0.005967103983208544,1253.0335692750705,1,1.0,0.0,False
C1QTNF12,30.348379997231515,206.9966394640425,0.0,206.9966394640425,1,1.0,0.0,False
UBE2J2,1683.938988384527,3459.7096062043183,0.07682908532256927,3193.903281677934,1,1.0,0.0,False
LINC01786,30.445720165840946,178.91110574890735,0.0,178.91110574890735,1,1.0,0.0,False
SCNN1D,209.0865954049534,1274.8437517026834,0.005844052545489031,1267.3934978304446,1,1.0,0.0,False
