ensembl_id,symbol,cv,mean_log2cpm,std_log2cpm,mean_cpm,pct_zero_samples
ENSG00000074803,SLC12A1,1.7816311349430125,0.6918694918485621,1.232656227994599,1.783416515912718,65.11627906976744
ENSG00000137491,SLCO2B1,1.781009990154703,0.5567076518588118,0.9915018895561102,1.0778373441853968,68.21705426356588
ENSG00000170323,FABP4,1.7666539102513126,0.5515313269084348,0.9743649753088812,1.1925565280206567,61.240310077519375
ENSG00000066468,FGFR2,1.7221385742842883,0.5222061748778499,0.8993113974865923,0.8820749357075061,66.66666666666666
ENSG00000137474,MYO7A,1.6635412606119382,0.5107829523342745,0.8497085164252466,0.7998510093717051,65.50387596899225
ENSG00000138829,FBN2,1.6626836092633843,0.5043663141056491,0.8386016035280506,0.7711792330422501,64.72868217054264
ENSG00000168939,SPRY3,1.619637628530295,0.5072566196922236,0.8215719085746067,0.7552747649894715,63.565891472868216
ENSG00000136999,CCN3,1.6025641177963368,0.5218469977556085,0.8362932735828836,0.7887437194517997,65.89147286821705
ENSG00000136160,EDNRB,1.595965494018014,0.5197746660202813,0.8295424316331066,0.7699351652149656,65.89147286821705
ENSG00000181126,HLA-V,1.5837402518670771,0.9710953299400318,1.5379627624261685,3.8474795322100697,43.798449612403104
ENSG00000257743,MGAM2,1.5724892122386604,0.52022362527255,0.8180460386927721,0.776459387214304,60.46511627906976
ENSG00000242550,SERPINB10,1.5289968279048989,0.5174739471273059,0.7912160236810779,0.7569790374992237,58.52713178294574
ENSG00000171241,SHCBP1,1.5198060873768315,0.5333142210872598,0.8105341996930508,0.7614366573487572,63.95348837209303
ENSG00000146122,DAAM2,1.5175346459741466,0.5994427914681787,0.9096752043324168,0.98503564135314,56.97674418604651
ENSG00000156970,BUB1B,1.5059723865671095,0.5008050297210126,0.7541985458137657,0.680139516919173,59.68992248062015
ENSG00000093009,CDC45,1.5055503449017624,0.5187916230527071,0.7810669070191483,0.7151267873630023,62.4031007751938
ENSG00000197385,ZNF860,1.501410800556348,0.5117118591642874,0.76828971212203,0.7001230382315933,59.68992248062015
ENSG00000226816,,1.4992385225835878,0.5360165227885307,0.8036166197058688,0.7602363934580798,61.627906976744185
ENSG00000186638,KIF24,1.487865883384041,0.532370683611295,0.7920961774590853,0.7529289465016616,58.13953488372093
ENSG00000276345,,1.4853325305626646,0.5094397888518948,0.7566874907446944,0.6903359701224278,55.42635658914728
ENSG00000096696,DSP,1.481833575693142,0.670518048000053,0.9935961566347044,1.1700799959516777,59.68992248062015
ENSG00000162543,UBXN10,1.4808912819933218,0.5144646166889609,0.7618661657487182,0.7003260872336063,59.68992248062015
ENSG00000163359,COL6A3,1.478910565218447,0.5140614001925101,0.7602508359156914,0.6946156208349538,59.30232558139535
ENSG00000248385,TARM1,1.4753758742193028,0.5578368342502378,0.8230190070036729,0.8024077062675153,60.46511627906976
ENSG00000143341,HMCN1,1.468743059571392,0.5572854651796587,0.8185091591826383,0.8012003369386943,58.52713178294574
ENSG00000204936,CD177,1.462748505640966,0.5426774536415139,0.7938006343591689,0.7611807822517487,59.68992248062015
ENSG00000149635,OCSTAMP,1.4611687323007931,0.6215448148056417,0.9081818491176908,0.974475738419156,57.75193798449613
ENSG00000261269,,1.457838132683949,0.5187747972137811,0.7562896816536329,0.6923024893208303,60.46511627906976
ENSG00000142627,EPHA2,1.4557656903515477,0.631448628201735,0.9192412481556363,0.9891410239461654,60.07751937984496
ENSG00000184454,NCMAP,1.4555175901076864,0.5135392371990765,0.7474653929537394,0.689917645478452,54.65116279069767
ENSG00000155011,DKK2,1.4507313836272968,0.5673805140610781,0.8231167182069948,0.8031642174931756,61.627906976744185
ENSG00000152953,STK32B,1.4443849420124029,0.5524355509300407,0.7979295911956766,0.7641433888105506,59.68992248062015
ENSG00000188505,NCCRP1,1.443308078341755,0.6286895405897279,0.9073926927021208,1.004837880356304,58.91472868217055
ENSG00000261770,,1.4430359595185829,0.5532186888398383,0.7983144614736083,0.7660424688188704,58.52713178294574
ENSG00000162383,SLC1A7,1.4417295269807102,0.5185362565075557,0.7475890318169865,0.6945963508428442,58.13953488372093
ENSG00000242498,ARPIN,1.4405616707265592,0.5044916237815683,0.7267512964223307,0.657345719324077,57.36434108527132
ENSG00000223553,SMPD4P1,1.4357359101754412,0.5534059083673318,0.794544735546238,0.7933885641046408,55.81395348837209
