geneid,chrm_probe,s1,s2,log2FC,mean_expr
DSCAM,21,41384343,42219039,0.02880868540611914,41801691.0
CLCN7,16,1494935,1525085,0.028806876678142856,1510010.0
BMP6,6,7727011,7881961,0.028644155614294675,7804486.0
LRRC14B,5,191626,195468,0.028638975162827762,193547.0
RABEP1,17,5185558,5289132,0.028531734657970986,5237345.0
DAZAP1,19,1407584,1435682,0.02851519092896737,1421633.0
TGM3,20,2276613,2321725,0.028308018454549,2299169.0
C20orf196,20,5731043,5844559,0.028296444884826855,5787801.0
LOC100288069,1,700245,714068,0.028201650379308774,707156.5
SLC35E2B,1,1592939,1624243,0.02807644879719362,1608591.0
RFX2,19,5993175,6110664,0.028008649729457602,6051919.5
SLC6A19,5,1201710,1225230,0.027963791239976388,1213470.0
MRC1+MRC1L1,10,17851362,18200091,0.027911511009104828,18025726.5
CDC34,19,531733,542087,0.027822353065765526,536910.0
SGSM2,17,2240806,2284348,0.027764685363838026,2262577.0
TSC2,16,2097990,2138713,0.027735081660637206,2118351.5
PIP5K1C,19,3630179,3700477,0.027670554261558067,3665328.0
LARGE,22,33669062,34316416,0.027475355998014095,33992739.0
CSMD2,1,33979609,34631443,0.027413249580110488,34305526.0
RNF4,4,2470795,2517586,0.027065733950202286,2494190.5
FOXK1,7,4721930,4811074,0.026982329713966635,4766502.0
ITPR2,12,26488285,26986131,0.026863712953325347,26737208.0
FOXD4,9,116234,118417,0.02684384292372144,117325.5
STK11,19,1205798,1228434,0.026832084584807347,1217116.0
PTBP1,19,797392,812327,0.026771432717549004,804859.5
NEBL,10,21068903,21463116,0.026744340551321244,21266009.5
CARS,11,3022152,3078681,0.02673615727059797,3050416.5
MYH10,17,8377530,8534036,0.02670324552112291,8455783.0
TASP1,20,13370036,13619583,0.02667918005757386,13494809.5
C19orf22,19,896503,913225,0.026661914305105228,904864.0
CREB5,7,28338940,28865511,0.02656096819038467,28602225.5
PPFIBP2,11,7535001,7674991,0.02655735194095854,7604996.0
DNAH5,5,13690437,13944589,0.026536913081606883,13817513.0
CLNK,4,10491838,10686386,0.02650659505253472,10589112.0
KIF16B,20,16252749,16554079,0.02650298869925649,16403414.0
NRXN3,14,78870093,80330760,0.026474181579015266,79600426.5
MAGI2,7,77646374,79082890,0.02644703952799432,78364632.0
ICA1,7,8152815,8302185,0.026192798705153564,8227500.0
REXO1+MIR1909,19,1815245,1848452,0.026153287261443836,1831848.5
HMHA1,19,1067174,1086627,0.026061352688497408,1076900.5
LOC402160,4,2420701,2464690,0.025981298669574215,2442695.5
CUBN,10,16865965,17171816,0.025927751949090805,17018890.5
JARID2,6,15246527,15522253,0.02585732391377249,15384390.0
C7orf10,7,40174575,40900366,0.02583099069708439,40537470.5
C20orf94,20,10415951,10604027,0.025817679531186855,10509989.0
EVC,4,5712924,5816031,0.025805616871359405,5764477.5
SLIT2,4,20255235,20620788,0.025804640268454193,20438011.5
NSFL1C,20,1422811,1448417,0.025732963659578445,1435614.0
KCNAB2,1,6052358,6161253,0.02572644794088319,6106805.5
PCDH15,10,55562533,56561051,0.0256965568562606,56061792.0
RNF144A,2,7057523,7184309,0.025687473365806568,7120916.0
FBXL16,16,742500,755825,0.025661178434173593,749162.5
IDUA,4,980785,998317,0.025561052992443933,989551.0
CYTH3,7,6201412,6312242,0.025555772406420374,6256827.0
MADCAM1,19,496490,505343,0.02549823407470342,500916.5
NEDD9,6,11183531,11382581,0.025451958277528774,11283056.0
SIRPG,20,1609798,1638425,0.025429950362635623,1624111.5
PHF14,7,11013499,11209250,0.025416862335173818,11111374.5
PTPRO,12,15475487,15750335,0.02539770205270031,15612911.0
MDGA2,14,47308828,48144157,0.02525129510123847,47726492.5
FAM107B,10,14560559,14816896,0.025177502916918115,14688727.5
CACNA2D3,3,54156693,55108584,0.025137412011929428,54632638.5
NDC80,18,2571510,2616634,0.025096368776196698,2594072.0
EIF4G3,1,21132785,21503381,0.025080606529172655,21318083.0
C19orf21,19,751146,764318,0.02507962255552698,757732.0
ATP2B2,3,10365707,10547268,0.025050831890329306,10456487.5
RADIL,7,4838740,4923335,0.02500448256313348,4881037.5
WNT5B,12,1726222,1756378,0.024985340871882755,1741300.0
ATAD3B,1,1407164,1431582,0.024819812373003458,1419373.0
HS3ST4,16,25703347,26149009,0.024800036670107772,25926178.0
GLDC,9,6532464,6645692,0.024792158976453038,6589078.0
ULK4,3,41288090,42003660,0.024789361854054448,41645875.0
SNTG1,8,50824597,51705427,0.024788842578072234,51265012.0
MUM1,19,1354976,1378430,0.024758689475245177,1366703.0
AUTS2,7,69063905,70257885,0.024728237733903313,69660895.0
ERC2,3,55542336,56502391,0.024724063294023324,56022363.5
KBTBD11,8,1922044,1955109,0.024607666210187062,1938576.5
SH3BP2,4,2794750,2842823,0.024605033118575648,2818786.5
PDE1C,7,31792632,32338383,0.02455508443037857,32065507.5
NOC2L,1,879583,894679,0.024550405008586296,887131.0
NADK,1,1682671,1711508,0.024514896486774518,1697089.5
ZFR2,19,3804022,3869027,0.024445200453239835,3836524.5
MICALL2,7,1473995,1499109,0.024373638236610873,1486552.0
SLC6A18,5,1225470,1246304,0.024320828670660433,1235887.0
SPIRE1,18,12446511,12657912,0.024298057703052933,12552211.5
ATP8B3,19,1782074,1812270,0.024240651485165188,1797172.0
UBOX5+FASTKD5,20,3088219,3140540,0.024237572331088586,3114379.5
FBXL14,12,1675159,1703331,0.024060762465691,1689245.0
MMEL1,1,2522081,2564481,0.02405226261611304,2543281.0
UBE2J2,1,1189292,1209234,0.023990453700108105,1199263.0
GPR158,10,25464290,25891157,0.02398394325307862,25677723.5
TULP3,12,3000033,3050306,0.02397559972894925,3025169.5
C17orf97,17,260118,264457,0.02386683574521342,262287.5
TLE2,19,2997636,3047633,0.023863965271829102,3022634.5
UBE2E2,3,23244784,23632296,0.02385278059221463,23438540.0
KIF1B,1,10270764,10441661,0.023807721766345935,10356212.5
DNAH11,7,21582833,21941457,0.023775080614747424,21762145.0
FAM23A,10,17794251,18089854,0.02376955509536316,17942052.5
GNAL,18,11689136,11883144,0.0237482904397055,11786140.0
LOC338651,11,1593971,1620414,0.023737058155710145,1607192.5
SYN3,22,32908540,33454377,0.02373295519564067,33181458.5
PITPNM3,17,6354583,6459877,0.023709235782639837,6407230.0
RYR3,15,33603177,34158303,0.023638663772505453,33880740.0
C18orf34,18,30517366,31020685,0.02360009725229517,30769025.5
PARP11,12,3918027,3982608,0.023586139608632095,3950317.5
MYO10,5,16662016,16936385,0.023563000585411942,16799200.5
MBOAT2,2,8996701,9143876,0.023409760118706657,9070288.5
KIAA1797,9,20658309,20995954,0.023389174496049492,20827131.5
MTUS2,13,29598748,30080084,0.023272442570007712,29839416.0
ANKRD12,18,9136758,9285206,0.023251571433117846,9210982.0
FAM190A,4,91048684,92523370,0.023179649373254563,91786027.0
NAP1L4,11,2965660,3013607,0.023138073179911345,2989633.5
PRKCB,16,23847300,24231932,0.023083500761085674,24039616.0
ELMO1,7,36893961,37488511,0.02306383637306908,37191236.0
FAM57A,17,635847,646075,0.023021954504351072,640961.0
TRAP1,16,3708038,3767598,0.0229890036990561,3737818.0
INPP5K,17,1397871,1420182,0.02284458011803281,1409026.5
GPC5,13,92050935,93519487,0.022834640050255928,92785211.0
BRE,2,28113482,28561767,0.022823084959430417,28337624.5
UNC5D,8,35092975,35652181,0.02280807758517156,35372578.0
APC2,19,1450148,1473243,0.022795248640292698,1461695.5
ARHGAP44,17,12692829,12894960,0.022793640710482066,12793894.5
RAB31,18,9708228,9862553,0.022753154749242555,9785390.5
RALGAPA2,20,20370272,20693266,0.022696116915614795,20531769.0
CNTNAP2,7,145813453,148118088,0.022624000055799343,146965770.5
GRID2,4,93225550,94693649,0.022542265262845973,93959599.5
THRB,3,24158645,24536313,0.022378935148744006,24347479.0
SYN2,3,12045862,12233532,0.022303353070931564,12139697.0
ATAD3A,1,1447523,1470067,0.022295622083074562,1458795.0
PDE3B,11,14665269,14893604,0.02228936823296479,14779436.5
SIRPD,20,1514897,1538343,0.02215749214951046,1526620.0
FAM110A,20,814356,826922,0.022091611572889747,820639.0
DGKQ,4,952675,967344,0.022044868600904266,960009.5
ZNF385D,3,21462490,21792816,0.022035166018945063,21627653.0
C20orf26,20,20033158,20341346,0.02202528174754903,20187252.0
NLRP1,17,5404719,5487832,0.022016700774987186,5446275.5
AKAP6,14,32798479,33302268,0.021991519806860538,33050373.5
FAM189A1,15,29412455,29862927,0.021928368523141728,29637691.0
BTBD2,19,1985447,2015702,0.021818506923541037,2000574.5
TMPRSS9,19,2389784,2426086,0.021750456561239417,2407935.0
PDE3A,12,20522197,20833881,0.021746426407407426,20678039.0
DMRT3,9,976964,991732,0.02164488409012577,984348.0
SOX12,20,306239,310867,0.0216393818474252,308553.0
KIAA2026,9,5919008,6008003,0.021530122929981133,5963505.5
GLCCI1,7,8008423,8128709,0.02150806082349277,8068566.0
FGFRL1,4,1005610,1020686,0.02146818659735672,1013148.0
PCSK2,20,17207631,17465222,0.02143648658368491,17336426.5
CASZ1,1,10696666,10856707,0.02142537775209874,10776686.5
DNAH2,17,7623039,7737058,0.021418829043806653,7680048.5
KIAA0232,4,6784459,6885899,0.021411238786672726,6835179.0
IGF2+INS-IGF2+INS,11,2150342,2182439,0.02137518994719656,2166390.5
RNMTL1,17,685513,695741,0.02136628486636738,690627.0
C9orf46,9,5357971,5437860,0.02135223247311302,5397915.5
GREB1L,18,18822203,19102791,0.021347941731015396,18962497.0
ROBO1,3,78646388,79817059,0.021316612549156844,79231723.5
C9orf68,9,4598316,4666674,0.021289071196520126,4632495.0
LOC647946,18,36786888,37331959,0.021219579519929255,37059423.5
PEX14,1,10535003,10690815,0.021181112199798235,10612909.0
MUC16,19,8959520,9092018,0.02117909502149473,9025769.0
ATAD3C,1,1385069,1405538,0.021164594829048866,1395303.5
SLC26A1,4,972863,987224,0.021140789242178215,980043.5
UBE4B,1,10093041,10241296,0.021037373602439402,10167168.5
IGSF21,1,18434240,18704977,0.02103425202898279,18569608.5
PFKFB3,10,6186843,6277507,0.02098830490439596,6232175.0
UHRF2,9,6413151,6507051,0.020970481509586136,6460101.0
TUSC3,8,15397730,15621995,0.020861024386256588,15509862.5
CSGALNACT1,8,19261672,19540261,0.02071679544579652,19400966.5
SLC24A2,9,19507450,19788591,0.020643689088760908,19648020.5
NARFL,16,779769,790997,0.020625395752706055,785383.0
ROCK2,2,11321778,11484711,0.020614011189277193,11403244.5
BBS9,7,33169152,33645680,0.020579149816459363,33407416.0
SDHAP3,5,1572073,1594646,0.02056796714704845,1583359.5
KIAA0020,9,2804155,2844130,0.020421305502839715,2824142.5
CTNNA2,2,79740060,80875988,0.020406740374841803,80308024.0
WWOX,16,78133551,79246564,0.02040620044413899,78690057.5
FHOD3,18,33877702,34360018,0.020394774885431843,34118860.0
RCL1,9,4792834,4861064,0.020393151300417856,4826949.0
VGLL4,3,11597544,11762220,0.020341058573713156,11679882.0
AAA1,7,34386124,34873943,0.020322985531588955,34630033.5
ITIH5,10,7601232,7708961,0.020303158666500565,7655096.5
TMEM18,2,667973,677439,0.020301225652627153,672706.0
MGRN1,16,4674826,4740975,0.020271113220594827,4707900.5
CDH13,16,82660578,83830199,0.02027060221195498,83245388.5
CORO7,16,4404543,4466639,0.02019731626027621,4435591.0
DOCK3,3,50712672,51421629,0.020029023471412444,51067150.5
MTOR,1,11166588,11322608,0.020017867381405097,11244598.0
PCDH7,4,30722037,31148423,0.019885246906873988,30935230.0
PCDH9,13,66876966,67804468,0.01987094479632745,67340717.0
SCNN1D,1,1210638,1227409,0.019848510160411337,1219023.5
DENND5A,11,9160375,9286871,0.01978593363428871,9223623.0
MKL2,16,14165196,14360630,0.019768476073849683,14262913.0
CDHR5,11,616565,625067,0.01975781099139695,620816.0
C10orf18,10,5726801,5805703,0.01974129478474751,5766252.0
HN1L,16,1728278,1752073,0.01972757556612592,1740175.5
TACC3,4,1723266,1746897,0.019649125336819395,1735081.5
KLHL29,2,23608298,23931483,0.019615763907356865,23769890.5
MINK1,17,4736635,4801356,0.01957940184603757,4768995.5
MLLT3,9,20344968,20622514,0.019548203840113132,20483741.0
RSU1,10,16632617,16859453,0.01954254584746451,16746035.0
LTBP1,2,33172369,33624575,0.019533986496337974,33398472.0
WDR81,17,1619817,1641893,0.019529266874112494,1630855.0
IQSEC1,3,12938719,13114617,0.019480884035747437,13026668.0
TGIF1,18,3412072,3458406,0.019459148544680005,3435239.0
COLEC11,2,3642637,3692047,0.019437680164561044,3667342.0
TIAM1,21,32490736,32931290,0.019430601528757308,32711013.0
CNTN5,11,98891871,100227473,0.01935417445676535,99559672.0
LRRC16A,6,25279656,25620758,0.01933632646827732,25450207.0
PLEKHA7,11,16809207,17035963,0.019331835668477737,16922585.0
LRP1B,2,140988996,142889270,0.019315017278461966,141939133.0
C18orf56,18,649620,658340,0.019236777746108658,653980.0
PARN,16,14529558,14724124,0.019190987529118075,14626841.0
METTL4,18,2537524,2571489,0.01918250738254912,2554506.5
PDDC1,11,767223,777487,0.019172557513655875,772355.0
MIR943+WHSC2,4,1984443,2010959,0.019149534493291043,1997701.0
CLN8,8,1711870,1734736,0.0191429653803894,1723303.0
C10orf68+CCDC7,10,32735041,33171792,0.019121164762687215,32953416.5
SLC25A21,14,37147126,37641865,0.019087512341318558,37394495.5
NRG3,10,83635070,84746935,0.019053169217993826,84191002.5
OR4F5,1,69091,70008,0.01902172547487524,69549.5
TMEM204,16,1584231,1605243,0.01900898251513894,1594737.0
FLYWCH1,16,2961980,3001209,0.01898188409782975,2981594.5
KIAA0802,18,8717369,8832775,0.01897398047421106,8775072.0
AMZ1,7,2719163,2755069,0.018925808074151007,2737116.0
SDF4,1,1152288,1167447,0.01885569393321518,1159867.5
LOC146336,16,1114082,1128731,0.018846262570381356,1121406.5
USP6NL,10,11502509,11653679,0.01883689049506998,11578094.0
CADM2,3,85008133,86123579,0.01880739887669236,85565856.0
TRPV3,17,3416486,3461289,0.018796183772309405,3438887.5
ENOX1,13,43787666,44361106,0.018770782107875306,44074386.0
FRMPD2P1+FRMPD2,10,48844036,49482941,0.0187488328655121,49163488.5
C9orf66,9,213108,215893,0.018731627205688994,214500.5
IL5RA,3,3111401,3152058,0.018729733006978222,3131729.5
GRIK1,21,30909254,31312282,0.018689818588903506,31110768.0
SMN2+SMN1,5,69345350,70248842,0.018675298618557434,69797096.0
ITGA8,10,15559088,15761770,0.018672054214967204,15660429.0
MIR548F5+MAB21L1,13,36047926,36515382,0.018588065577496593,36281654.0
MICAL3,22,18270416,18507325,0.018586902791675186,18388870.5
SERF1A+SERF1B,5,69321072,70214357,0.01847208893888208,69767714.5
ZNF521,18,22641888,22932214,0.018381383715453836,22787051.0
PLEKHA5,12,19282626,19529333,0.018341137631313842,19405979.5
KIF13A,6,17760585,17987799,0.018339565051306295,17874192.0
SLC35E2,1,1656277,1677438,0.01831545976430604,1666857.5
PARVA,11,12399026,12556903,0.018253889511473886,12477964.5
CHD5,1,6161847,6240194,0.01822801807897889,6201020.5
HIVEP1,6,12012724,12165232,0.01820049926550027,12088978.0
CHST12,7,2443259,2474216,0.018164640276136623,2458737.5
C6orf201,6,4079440,4130999,0.018119584904077612,4105219.5
SERGEF,11,17809597,18034637,0.018115512789094623,17922117.0
CDS2,20,5107482,5171989,0.018106988683211256,5139735.5
ACAP3,1,1227764,1243269,0.01810519088991569,1235516.5
MFHAS1,8,8641999,8751131,0.018104417463625566,8696565.0
MICAL2,11,12132138,12285331,0.018102913382936237,12208734.5
ANKS1B,12,99129071,100378432,0.018069199760695653,99753751.5
GPC6,13,93879078,95060273,0.018038871662476197,94469675.5
JAZF1,7,27870193,28220437,0.018017334849162125,28045315.0
ANO3,11,26353678,26684836,0.018015821289104395,26519257.0
LRRN1,3,3841121,3889387,0.018015376393552884,3865254.0
ABAT,16,8768444,8878432,0.017984053261873356,8823438.0
TMEM117,12,44229962,44783541,0.017944602328782366,44506751.5
SPNS3,17,4337219,4391499,0.017943179816136023,4364359.0
VAV1,19,6772722,6857371,0.01791979624936957,6815046.5
LAMA3,18,21269562,21535029,0.0178949410774365,21402295.5
POU6F2,7,39017609,39504390,0.017887611686351335,39260999.5
VLDLR,9,2621793,2654485,0.017878198220305563,2638139.0
MYO1D,17,30819628,31203902,0.017876998293179014,31011765.0
RIPK1,6,3077058,3115421,0.01787549058806448,3096239.5
KIAA0947,5,5422807,5490338,0.0178551397472404,5456572.5
CNN2,19,1026298,1039064,0.017834802428541963,1032681.0
SRL,16,4239375,4292081,0.01782571096396879,4265728.0
SEMA6D,15,47476403,48066420,0.01781871994619877,47771411.5
DTNA,18,32073254,32471808,0.01781698403238252,32272531.0
CRMP1,4,5822491,5894785,0.017802687409712803,5858638.0
SH3GL2,9,17578953,17797122,0.01779481228717472,17688037.5
NAT15,16,3493668,3536963,0.017768605290491735,3515315.5
BTBD9,6,38136227,38607924,0.01773486228529464,38372075.5
OCA2,15,28000023,28344458,0.017638669478468927,28172240.5
LRP6,12,12268961,12419811,0.017630138721159483,12344386.0
TTYH3,7,2671603,2704436,0.017622110849035977,2688019.5
PDIA2,16,333118,337209,0.017609677309444294,335163.5
KIDINS220,2,8868987,8977755,0.01758539228200462,8923371.0
SUPT3H,6,44796470,45345670,0.01757974467379597,45071070.0
ANKRD28,3,15708744,15901053,0.0175544718717191,15804898.5
NEGR1,1,71868625,72748277,0.017550994310639112,72308451.0
TMEM80,11,695616,704129,0.017548620304985718,699872.5
ATCAY,19,3880618,3928080,0.017537883451993252,3904349.0
RORA,15,60780483,61521502,0.01748258626079391,61150992.5
MOBKL2A,19,2071035,2096269,0.017471916682342936,2083652.0
DPP10,2,115199899,116602326,0.01745711584655041,115901112.5
BCAS3,17,58755172,59470199,0.017451050628860543,59112685.5
MIR3714+PLCL2,3,16926452,17132098,0.017422236266895652,17029275.0
SEC14L5,16,5008318,5069156,0.017419390968317572,5038737.0
SPTLC3,20,12989627,13147411,0.017418725273408597,13068519.0
KIAA1908,7,1609709,1629261,0.01741782026319072,1619485.0
PLCH2,1,2407754,2436964,0.017396932243975982,2422359.0
KIAA0562,1,3728645,3773797,0.017365368663096348,3751221.0
GEMIN4,17,647661,655501,0.01735908233022343,651581.0
RFTN1,3,16357352,16555222,0.0173471384986712,16456287.0
ABCC1,16,16043434,16236930,0.01729590445999918,16140182.0
GPCPD1,20,5525080,5591672,0.017284379469501232,5558376.0
ALLC,2,3705786,3750260,0.0172110426895955,3728023.0
FREM1,9,14734664,14910993,0.017162173645569823,14822828.5
HPCAL1,2,10443040,10567743,0.01712553931153238,10505391.5
UBE2I,16,1359180,1375390,0.01710421999383982,1367285.0
PTPRG,3,61547243,62280573,0.017087984592333072,61913908.0
ARHGAP28,18,6834432,6915712,0.017056345257774552,6875072.0
CCNF,16,2479395,2508859,0.01704325561518516,2494127.0
PPARG,3,12329349,12475855,0.017042062657335322,12402602.0
CD163L1,12,7507557,7596749,0.0170386292130722,7552153.0
LMNB2,19,2428164,2456958,0.017007323493604787,2442561.0
NOL4,18,31431064,31803515,0.01699511299110057,31617289.5
NKAIN3,8,63161501,63903628,0.016852382844707137,63532564.5
PRKD1,14,30045687,30396899,0.01676624149338224,30221293.0
PRKCE,2,45879043,46415129,0.01675982953463162,46147086.0
SIRPB2,20,1455236,1472233,0.016752864951161683,1463734.5
NCOR1,17,15933408,16118874,0.01669608722908933,16026141.0
LPPR3,19,812518,821952,0.016654352183500976,817235.0
DTNB,2,25600112,25896503,0.016607170431285567,25748307.5
KIAA1328,18,34409080,34805288,0.016517193190288992,34607184.0
SLBP,4,1694527,1714030,0.016509726511003464,1704278.5
C20orf54,20,740724,749228,0.01646871225922908,744976.0
DNHD1,11,6518526,6593254,0.01644488633679586,6555890.0
BAIAP3,16,1383606,1399442,0.016418508648119,1391524.0
CDH4,20,59827559,60512299,0.016418195331706187,60169929.0
MRVI1,11,10594638,10715535,0.016369586229931343,10655086.5
NTF3,12,5541280,5604465,0.016357389538420364,5572872.5
SPECC1,17,19990335,20218067,0.016342421361947856,20104201.0
C19orf6,19,1009650,1021141,0.0163268099169116,1015395.5
SPPL2B,19,2328629,2355100,0.016307506578581155,2341864.5
RAD51L1,14,68286496,69062738,0.016307224415008648,68674617.0
ARL8B,3,5163930,5222601,0.01629904050783537,5193265.5
ANKH,5,14704909,14871887,0.016289856118362422,14788398.0
DUSP8,11,1575281,1593150,0.016272896417131477,1584215.5
UNC13C,15,54305101,54920806,0.016265077891386426,54612953.5
MYRIP,3,39851303,40301811,0.016217772538446695,40076557.0
CPPED1,16,12753656,12897744,0.016207864928155402,12825700.0
HRH1,3,11178779,11304939,0.016190587376865295,11241859.0
CHTF18,16,838622,848074,0.01616945804229175,843348.0
SLC6A11,3,10857917,10980146,0.016149875328771657,10919031.5
DNAJC1,10,22045477,22292650,0.016085430914372978,22169063.5
MLLT1,19,6210392,6279959,0.01607080339985245,6245175.5
SMA5+LOC100049076,5,69776870,70555122,0.01600193626330082,70165996.0
NOL10,2,10710894,10830112,0.0159692595171812,10770503.0
ZNF343,20,2462467,2489778,0.01591271344832279,2476122.5
TELO2,16,1543352,1560460,0.015904224104808407,1551906.0
PPL,16,4932508,4987136,0.015890152013536607,4959822.0
BPHL,6,3118926,3153432,0.015873494916831987,3136179.0
MYO18B,22,26138120,26427007,0.01585766253572629,26282563.5
MPDZ,9,13105703,13250365,0.015837357077113978,13178034.0
C12orf4,12,4596901,4647637,0.015835792914099756,4622269.0
