lncRNA,pc,r,direction
CYP1B1-AS1,KCNH7,0.9031440858187486,pos
CYP1B1-AS1,FRAT1,0.8921473223957309,pos
CYP1B1-AS1,SLC22A4,0.8868527143249969,pos
CYP1B1-AS1,IMPA2,0.8855530523576353,pos
CYP1B1-AS1,FLOT2,0.8853329774866587,pos
CYP1B1-AS1,P2RY13,0.8852857077963393,pos
CYP1B1-AS1,C1RL,0.8843377872140897,pos
CYP1B1-AS1,SLC31A2,0.8825643289736511,pos
CYP1B1-AS1,APH1B,0.8783279424811525,pos
CYP1B1-AS1,NUDT16,0.876871359805455,pos
CYP1B1-AS1,NLRC4,0.8751568851703309,pos
CYP1B1-AS1,PRSS36,0.8720766200360726,pos
CYP1B1-AS1,CDC123,0.871606896281916,pos
CYP1B1-AS1,IRAG1,0.8709233436866431,pos
CYP1B1-AS1,KCTD21,0.8705503837461447,pos
CYP1B1-AS1,IRF2BPL,0.8682431163065845,pos
CYP1B1-AS1,CARD6,0.8676335576357884,pos
CYP1B1-AS1,SULT1B1,0.8673109724954648,pos
CYP1B1-AS1,GMPR2,0.8667216390317534,pos
CYP1B1-AS1,NFAM1,0.8665268905973043,pos
CYP1B1-AS1,TMEM169,0.8656444165364999,pos
CYP1B1-AS1,NLRP12,0.865535044995598,pos
CYP1B1-AS1,PISD,0.8637663069265963,pos
CYP1B1-AS1,RAB3D,0.8621124766897088,pos
CYP1B1-AS1,SAP30L,0.8613514560141377,pos
CYP1B1-AS1,CLMN,0.8603703757206818,pos
