geneid	chrm_probe	s1	s2
C9orf150	9	12775012	12823059
C9orf152	9	112961846	112970413
C9orf153	9	88842226	88874519
C9orf156	9	100666772	100684852
C9orf16	9	130922539	130926207
C9orf163	9	139377947	139380519
C9orf167	9	140172280	140177093
C9orf169	9	140119644	140120763
C9orf170	9	89763559	89774641
C9orf171	9	135285611	135448675
C9orf172	9	139738867	139741797
C9orf173	9	140145730	140147934
C9orf21	9	99403533	99417599
C9orf23	9	34610492	34612101
C9orf24	9	34379017	34397849
C9orf25	9	34398182	34458568
C9orf29	9	114365111	114375833
C9orf3	9	97488951	97849500
C9orf30+C9orf30-TMEFF1+TMEFF1	9	103189495	103339918
C9orf37	9	140509784	140513308
C9orf4	9	111899581	111929571
C9orf40	9	77561499	77567802
C9orf41	9	77597873	77643310
C9orf43	9	116173022	116191879
C9orf44	9	94903749	94921890
C9orf46	9	5357971	5437860
C9orf5	9	111777415	111882225
C9orf50	9	132374504	132383055
C9orf53	9	21967138	21967753
C9orf57	9	74666297	74675521
C9orf6	9	111696673	111703237
C9orf64	9	86553227	86571663
C9orf66	9	213108	215893
C9orf68	9	4598316	4666674
C9orf69	9	139006427	139010731
C9orf7	9	136325087	136335909
C9orf70	9	3898646	3901248
C9orf71	9	71151498	71155783
C9orf72	9	27546544	27573842
C9orf78	9	132589564	132597572
C9orf79	9	90497772	90503814
C9orf80	9	115448791	115480387
C9orf82	9	26840683	26892826
C9orf84	9	114448901	114545779
C9orf85	9	74526423	74588371
C9orf86	9	139702374	139735639
C9orf89	9	95858450	95875565
C9orf9	9	135754290	135765418
C9orf91	9	117373706	117408703
C9orf93	9	15553097	15971897
C9orf95	9	77676116	77703133
C9orf96	9	136243284	136271220
CA1	8	86240458	86290342
CA10	17	49707674	50237377
CA11	19	49141272	49149451
CA12	15	63615730	63674075
CA13	8	86157716	86196302
CA14	1	150230218	150237480
CA2	8	86376131	86393721
CA3	8	86351056	86361267
CA4	17	58227302	58236906
CA5A	16	87921625	87970112
CA7	16	66878282	66888049
CA8	8	61101423	61193954
CA9	9	35673915	35681154
CAB39	2	231577557	231685790
CAB39L	13	49882786	50018221
CABIN1	22	24407765	24574596
CABLES1	18	20714528	20840434
CABLES2	20	60963686	60982339
CABP1	12	121078422	121105127
CABP4	11	67222818	67229245
CABP5	19	48533210	48547304
CABP7	22	30116344	30127820
CABYR	18	21718955	21741564
CACHD1	1	64936476	65158741
CACNA1A	19	13317256	13617274
CACNA1B	9	140772241	141019076
CACNA1C	12	2162416	2807115
CACNA1D	3	53529031	53846492
CACNA1E	1	181452716	181770715
CACNA1G	17	48638449	48704542
CACNA1H	16	1203241	1271772
CACNA1I	22	39966758	40085740
CACNA1S	1	201008640	201081694
CACNA2D1	7	81579418	82073031
CACNA2D2	3	50400231	50540892
CACNA2D3	3	54156693	55108584
CACNA2D4	12	1901123	2027870
CACNB1	17	37329709	37353901
CACNB2	10	18429606	18830688
CACNB3	12	49212512	49222724
CACNB4	2	152689286	152955593
CACNG1	17	65040652	65052911
CACNG2	22	36956916	37098690
CACNG3	16	24266874	24373737
CACNG4	17	64960980	65029518
CACNG5	17	64873391	64881395
CACNG6	19	54495542	54515920
CACNG7	19	54415991	54446969
CACNG8+MIR935	19	54466290	54493469
CACYBP	1	174968571	174981163
CAD	2	27440258	27466654
CADM1	11	115044345	115375241
CADM2	3	85008133	86123579
CADM3	1	159141377	159172932
CADM4	19	44126522	44143991
CADPS	3	62384021	62861064
CADPS2	7	121958478	122526813
CAGE1	6	7326887	7389942
CALB1	8	91070838	91095107
CALB2	16	71392616	71424342
CALCA	11	14988215	14993832
CALCB	11	15095146	15100177
CALCOCO1	12	54104902	54121307
CALCOCO2	17	46908372	46942229
CALCR	7	93053799	93204042
CALCRL	2	188207849	188313021
CALD1	7	134464164	134655480
CALHM1	10	105213144	105218648
CALHM2	10	105206543	105212162
CALHM3	10	105232561	105238997
CALM1	14	90863327	90874619
CALM2	2	47387221	47403740
CALM3	19	47104512	47114039
CALML3	10	5566924	5568225
CALML4	15	68483043	68498448
CALML5	10	5540658	5541533
CALML6	1	1846266	1848733
CALN1	7	71244476	71877360
CALR	19	13049414	13055304
CALR3	19	16589875	16607003
CALU	7	128379346	128413477
CALY	10	135138928	135150475
CAMK1	3	9799031	9811661
CAMK1D	10	12391583	12871733
CAMK1G	1	209757045	209787284
CAMK2A	5	149599054	149669403
CAMK2B	7	44256749	44365230
CAMK2D	4	114372188	114683083
CAMK2G	10	75572259	75634343
CAMK2N1	1	20808884	20812728
CAMK2N2	3	183977003	183979251
CAMK4	5	110559947	110820748
CAMKK1	17	3763617	3796337
CAMKK2	12	121675495	121736111
CAMKV	3	49895422	49907369
CAMLG	5	134074206	134087843
CAMSAP1	9	138700333	138799005
CAMSAP1L1	1	200708686	200829831
CAMTA1	1	6845384	7829766
CAMTA2	17	4871287	4890960
CAND1	12	67663061	67708388
CAND2	3	12838171	12876313
CANT1	17	76987798	77005899
CANX	5	179125930	179158639
CAP1	1	40506255	40538321
CAP2	6	17393736	17558023
CAPG	2	85621871	85637676
CAPN1	11	64948686	64979477
CAPN10	2	241526133	241538526
CAPN11	6	44126548	44152139
CAPN12	19	39220832	39235114
CAPN13	2	30945638	31030311
CAPN14	2	31395922	31440411
CAPN2	1	223889295	223963720
CAPN5	11	76777992	76837198
CAPN7	3	15247733	15294423
CAPN8	1	223714972	223853436
CAPN9	1	230883130	230937749
CAPNS1	19	36630918	36641255
CAPNS2	16	55600584	55601592
CAPRIN1	11	34073230	34124157
CAPRIN2	12	30862486	30907448
CAPS	19	5914193	5916222
CAPS2	12	75669759	75723836
CAPSL	5	35904398	35938881
CAPZA1	1	113162075	113214241
CAPZA2	7	116502563	116559313
CAPZA3	12	18891045	18892122
CAPZB	1	19665267	19812066
CARD10	22	37886400	37915210
CARD11	7	2945710	3083509
CARD14	17	78152281	78182851
CARD16	11	104912053	104916051
CARD17+CASP1	11	104896237	104972158
CARD18	11	105008448	105010461
CARD6	5	40841410	40855456
CARD8	19	48711343	48759203
CARD9	9	139258408	139268133
CARHSP1	16	8946802	8962863
CARKD	13	111268008	111292342
CARM1	19	10982253	11033448
CARNS1	11	67183149	67193078
CARS	11	3022152	3078681
CARS2	13	111293757	111358480
CARTPT	5	71014990	71016875
CASC1	12	25261223	25348094
CASC2	10	119806332	119969665
CASC3	17	38296507	38328431
CASC4	15	44580909	44707959
CASC5	15	40886447	40954881
CASD1	7	94139170	94186328
CASKIN1	16	2227184	2246465
CASKIN2	17	73496342	73511627
CASP10	2	202047621	202094110
CASP12	11	104756445	104769397
CASP14	19	15160291	15169103
CASP2	7	142985402	143004785
CASP3	4	185548850	185570629
CASP4	11	104813594	104839325
CASP5	11	104864967	104893895
CASP6	4	110609785	110624629
CASP7	10	115438935	115490664
CASP8	2	202098166	202152434
CASP8AP2	6	90539619	90584155
CASP9	1	15818769	15851285
CASQ1	1	160160285	160171676
CASQ2	1	116242626	116311426
CASR	3	121902530	122005344
CASS4	20	54987168	55034396
CAST	5	95997741	96110385
CASZ1	1	10696666	10856707
CAT	11	34460472	34493607
CATSPER1	11	65784223	65793988
CATSPER2	15	43922772	43941039
CATSPER2P1	15	44028146	44038496
CATSPER3	5	134303596	134347397
CATSPER4	1	26517119	26529033
CATSPERB	14	92047118	92198413
CATSPERG	19	38826443	38861589
CAV1	7	116164839	116201239
CAV2	7	116139444	116148595
CBARA1	10	74127085	74385949
CBFA2T2	20	32077928	32237837
CBFA2T3	16	88941263	89043504
CBFB	16	67063050	67134958
CBL	11	119076990	119178859
CBLB	3	105377109	105587887
CBLC	19	45281126	45303903
CBLL1	7	107384279	107402083
CBLN1	16	49311829	49315742
CBLN2	18	70203915	70211723
CBLN3	14	24895740	24898731
CBLN4	20	54572496	54580012
CBR1	21	37442285	37445462
CBR3	21	37507263	37518860
CBR4	4	169908742	169931468
CBS	21	44473301	44496472
CBX1	17	46147414	46178883
CBX2	17	77751977	77761449
CBX3	7	26241099	26252976
CBX4	17	77806955	77813213
CBX5	12	54624731	54673915
CBX6	22	39260248	39268258
CBX7	22	39526779	39548538
CBX8	17	77768176	77770915
CBY1	22	39052658	39069855
CBY3	5	179105559	179107975
CC2D1A	19	14016956	14041693
CC2D1B	1	52816265	52831877
CC2D2A	4	15471489	15603180
CC2D2B	10	97759848	97792441
CCAR1	10	70480971	70551309
CCBE1	18	57098171	57364644
CCBL1	9	131595392	131644354
CCBP2	3	42850964	42908775
CCDC101	16	28565249	28603111
CCDC102A	16	57546090	57570477
CCDC102B	18	66382491	66722426
CCDC103	17	42977154	42980629
CCDC104	2	55746740	55772216
CCDC106	19	56158954	56164526
CCDC107	9	35658287	35661500
CCDC108	2	219867576	219906245
CCDC109A	10	74451889	74647452
CCDC109B	4	110481355	110608872
CCDC11	18	47753563	47792865
CCDC110	4	186366338	186392913
CCDC111	4	185570767	185616112
CCDC112	5	114602885	114632458
CCDC113	16	58283840	58317734
CCDC114	19	48799709	48823332
CCDC115	2	131095816	131099922
CCDC116	22	21987086	21991616
CCDC117	22	29168662	29185283
CCDC12	3	46963220	47018270
CCDC121	2	27848506	27851898
CCDC122	13	44410489	44453826
CCDC123	19	33369904	33462869
CCDC124	19	18043824	18054794
CCDC125	5	68576519	68616410
CCDC126	7	23636998	23684327
CCDC127	5	204875	218297
CCDC129	7	31556978	31693303
CCDC13	3	42749874	42814745
CCDC130	19	13858753	13874106
CCDC132	7	92861653	92988338
CCDC134	22	42196678	42222303
CCDC135	16	57728713	57765367
CCDC136	7	128432099	128462183
CCDC137	17	79633761	79640936
CCDC138	2	109403219	109492847
CCDC14	3	123632274	123680255
CCDC141	2	179694484	179914786
CCDC142	2	74699959	74710357
CCDC144A	17	16593639	16678311
CCDC144B	17	18441115	18528930
CCDC144C	17	20224487	20305504
CCDC144NL	17	20766708	20799453
CCDC146	7	76751934	76924521
CCDC147	10	106113522	106214848
CCDC148	2	159027869	159313265
CCDC149	4	24807739	24981826
CCDC15	11	124824017	124911385
CCDC150	2	197504356	197597530
CCDC151	19	11531272	11545980
CCDC152	5	42756920	42802539
CCDC153	11	119060963	119066584
CCDC154	16	1484389	1494490
CCDC155	19	49891475	49921256
CCDC157	22	30752627	30772818
CCDC158	4	77234192	77328458
CCDC159	19	11457181	11465620
CCDC162	6	109615506	109629423
CCDC163P	1	45959598	45965751
CCDC17	1	46085716	46089731
CCDC18	1	93645920	93744268
CCDC19	1	159842154	159869906
CCDC21	1	26560693	26605299
CCDC23	1	43272723	43283059
CCDC24	1	44457280	44462198
CCDC25	8	27590833	27630170
CCDC27	1	3668965	3688209
CCDC28A	6	139094657	139114456
CCDC28B	1	32666202	32670991
CCDC3	10	12938625	13043704
CCDC30	1	43000560	43120335
CCDC33	15	74528667	74628482
CCDC34	11	27360061	27384795
CCDC36	3	49235861	49295537
CCDC37	3	126113782	126155398
CCDC38	12	96260826	96336428
CCDC39	3	180331796	180397283
CCDC40	17	78010435	78074412
CCDC41	12	94702056	94853764
CCDC42	17	8633246	8648154
CCDC42B	12	113587663	113597081
CCDC43	17	42754805	42767165
CCDC45	17	62503158	62534062
CCDC46	17	63631658	64188212
CCDC47	17	61822610	61851088
CCDC48	3	128720472	128759585
CCDC50	3	191046874	191116459
CCDC51	3	48473580	48481529
CCDC53	12	102406717	102455899
CCDC54	3	107096188	107097481
CCDC55	17	28443834	28513486
CCDC56	17	40949652	40950704
CCDC57	17	80059346	80170689
CCDC58	3	122078436	122102074
CCDC59	12	82746083	82752584
CCDC6	10	61548506	61666414
CCDC60	12	119772517	119978852
CCDC61	19	46498339	46521874
CCDC62	12	123259073	123311927
CCDC64	12	120427648	120532299
CCDC64B	16	3077868	3085542
CCDC65	12	49297893	49315359
CCDC66	3	56591184	56655848
CCDC67	11	93063883	93171636
CCDC68	18	52568740	52626739
CCDC69	5	150560613	150603654
CCDC70	13	52436117	52440372
CCDC71	3	49199968	49203785
CCDC72	3	48481686	48485537
CCDC73	11	32623626	32816187
CCDC74A	2	132285492	132291239
CCDC74B	2	130896862	130902631
CCDC75	2	37311594	37323738
CCDC76	1	100598706	100616054
CCDC77	12	498516	551806
CCDC78	16	772582	776473
CCDC79	16	66788879	66835523
CCDC8	19	46913586	46916919
CCDC80	3	112323409	112359977
CCDC81	11	86085778	86134151
CCDC82	11	96085929	96123083
CCDC83	11	85566144	85631051
CCDC84	11	118868852	118886455
CCDC85A	2	56411258	56613309
CCDC85B	11	65657875	65659106
CCDC85C	14	99977603	100070727
CCDC86	11	60609429	60618561
CCDC87	11	66357640	66360554
CCDC88A	2	55514978	55647057
CCDC88B	11	64107690	64125006
CCDC88C	14	91737667	91884133
CCDC89	11	85394893	85397320
CCDC9	19	47759731	47775210
CCDC90A	6	13791020	13814789
CCDC90B	11	82972502	82997377
CCDC91	12	28410133	28703099
CCDC92	12	124420955	124457163
CCDC93	2	118673054	118771739
CCDC94	19	4247111	4269085
CCDC96	4	7042576	7044728
CCDC97	19	41816094	41830788
CCDC99	5	169010638	169031781
CCHCR1	6	31110216	31126015
CCIN	9	36169389	36171331
CCK	3	42299318	42307662
CCKAR	4	26483018	26492042
CCKBR	11	6280966	6293356
CCL1	17	32687399	32690252
CCL11	17	32612687	32615199
CCL13	17	32683471	32685629
CCL14+CCL15+CCL14-CCL15	17	34310692	34329084
CCL16	17	34303535	34308523
CCL17	16	57438679	57449974
CCL18	17	34391643	34398841
CCL19	9	34689567	34691274
CCL2	17	32582296	32584220
CCL20	2	228678558	228682280
CCL21	9	34709002	34710147
CCL22	16	57392695	57400102
CCL23	17	34340097	34345005
CCL24	7	75441114	75443033
CCL25	19	8117934	8127547
CCL26	7	75398842	75419064
CCL27	9	34661893	34662689
CCL28	5	43381600	43412488
CCL3	17	34415603	34417506
CCL3L3+CCL3L1	17	34522268	34625730
CCL4	17	34431220	34433014
CCL4L1+CCL4L2	17	34538468	34641840
CCL5	17	34198496	34207377
CCL7	17	32597240	32599256
CCL8	17	32646066	32648421
CCM2	7	45039345	45116069
CCNA1	13	37005967	37017019
CCNA2	4	122737599	122745088
CCNB1	5	68462913	68474070
CCNB1IP1	14	20779529	20801457
CCNB2	15	59397320	59417244
CCNC	6	99990263	100016690
CCND1	11	69455873	69469242
CCND2	12	4382902	4414522
CCND3	6	41902671	42016610
CCNDBP1	15	43477466	43488229
CCNE1	19	30302901	30315219
CCNE2	8	95892453	95907482
CCNF	16	2479395	2508859
CCNG1	5	162864577	162872022
CCNG2	4	78078357	78091213
CCNH	5	86690079	86708850
CCNI	4	77969177	77997125
CCNI2	5	132083137	132089856
CCNJ	10	97803159	97820625
CCNJL	5	159678671	159739573
CCNK	14	99947739	99977852
CCNL1	3	156865586	156878482
CCNL2	1	1321091	1334718
CCNO	5	54526981	54529508
CCNT1	12	49086752	49110781
CCNT2	2	135676392	135716915
CCNY	10	35535953	35860847
CCNYL1	2	208576264	208620896
CCPG1	15	55647438	55700574
CCR1	3	46243200	46249832
CCR10	17	40831420	40833845
CCR2	3	46395235	46402413
CCR3	3	46283872	46308197
CCR4	3	32993066	32996403
CCR5	3	46411633	46417697
CCR6	6	167525295	167552629
CCR7	17	38710022	38721736
CCR8	3	39371197	39375171
CCR9	3	45927996	45944667
CCRL1	3	132316094	132321382
CCRL2	3	46448721	46451014
CCRN4L	4	139936943	139967095
CCS	11	66360690	66373490
CCT2	12	69979208	69995357
CCT3	1	156278752	156308206
CCT4	2	62095262	62115791
CCT5	5	10250282	10266501
CCT6A	7	56119378	56131682
CCT6B	17	33254878	33288528
CCT6P1	7	65216092	65228662
CCT6P3	7	64498732	64535091
CCT7	2	73461364	73480150
CCT8	21	30428648	30446010
CCZ1	7	5938341	5965603
CD101	1	117544382	117579167
CD109	6	74405508	74538041
CD14	5	140011313	140013286
CD151	11	832952	838835
CD160	1	145695798	145715565
CD163	12	7623410	7656414
CD163L1	12	7507557	7596749
CD164	6	109687717	109703762
CD164L2	1	27705596	27709805
CD177	19	43857825	43867480
CD180	5	66478104	66492617
CD19	16	28943260	28950668
CD1A	1	158223927	158228058
CD1B	1	158297740	158301321
CD1C	1	158259563	158264564
CD1D	1	158149737	158156216
CD1E	1	158323486	158327343
CD2	1	117297086	117311851
CD200	3	112051916	112081658
CD200R1	3	112641532	112693937
CD207	2	71057343	71062953
CD209	19	7804881	7812464
CD22	19	35820072	35838264
CD226	18	67530193	67624232
CD244	1	160799950	160832692
CD247	1	167399877	167487847
CD248	11	66081958	66084515
CD27	12	6554051	6560884
CD274	9	5450503	5470567
CD276	15	73976622	74006859
CD28	2	204571198	204602557
CD2AP	6	47445525	47594996
CD2BP2	16	30362087	30366682
CD300A	17	72462522	72480933
CD300C	17	72537247	72542282
CD300E	17	72606022	72619897
CD300LB	17	72517313	72527613
CD300LF	17	72690452	72709108
CD300LG	17	41924516	41940997
CD320	19	8367011	8373240
CD33	19	51728335	51743274
CD34	1	208059883	208084683
CD36	7	80231504	80308593
CD37	19	49838677	49843861
CD38	4	15779931	15850706
CD3D	11	118209789	118213459
CD3E	11	118175295	118186890
CD3EAP	19	45909467	45914024
CD3G	11	118215059	118224497
CD4	12	6898638	6929976
CD40	20	44746906	44758384
CD44	11	35160417	35253949
CD46	1	207925383	207968861
CD47	3	107761941	107809935
CD48	1	160648536	160681585
CD5	11	60869930	60895323
CD52	1	26644411	26647014
CD53	1	111413821	111442558
CD55	1	207494817	207534311
CD58	1	117057156	117113715
CD59	11	33724556	33758025
CD5L	1	157800704	157811634
CD6	11	60739115	60787848
CD63	12	56119230	56122910
CD68	17	7482805	7485429
CD69	12	9905082	9913497
CD7	17	80272746	80275480
CD70	19	6585850	6591163
CD72	9	35609976	35618424
CD74	5	149781200	149792332
CD79A	19	42381190	42385439
CD79B	17	62006098	62009704
CD80	3	119243140	119278481
CD81	11	2398547	2418649
CD82	11	44587141	44641315
CD83	6	14117865	14137148
CD84	1	160510884	160549306
CD86	3	121774221	121839983
CD8A	2	87011728	87035519
CD8B	2	87042460	87089047
CD9	12	6309555	6347427
CD93	20	23059993	23066977
CD96	3	111260926	111371206
CD97	19	14492213	14519535
CDA	1	20915444	20945400
CDADC1	13	49822047	49867622
CDAN1	15	43015760	43029417
CDC123	10	12237961	12292589
CDC14A	1	100818023	100985833
CDC14B	9	99262395	99382112
CDC14C	7	48964157	48967049
CDC16	13	115000362	115038150
CDC20	1	43824626	43828873
CDC20B	5	54408799	54469005
CDC23	5	137523337	137549032
CDC25A	3	48198668	48229801
CDC25B	20	3776401	3786761
CDC25C	5	137620959	137667516
CDC26	9	116029290	116037869
CDC27	17	45195311	45266665
CDC34	19	531733	542087
CDC37L1	9	4679566	4706594
CDC40	6	110501624	110553422
CDC42	1	22379120	22419436
CDC42BPA	1	227177566	227505826
CDC42BPB	14	103398716	103523742
CDC42BPG	11	64591662	64612041
CDC42EP1	22	37956471	37965410
CDC42EP2	11	65082331	65089900
CDC42EP3	2	37870743	37899326
CDC42EP4	17	71279763	71308143
CDC42EP5	19	54976210	54984422
CDC42SE1	1	151023447	151032125
CDC42SE2	5	130599702	130730382
CDC45	22	19467414	19508135
CDC5L	6	44355302	44414780
CDC6	17	38444146	38459413
CDC7	1	91966404	91991321
CDC73	1	193091088	193223942
CDCA2	8	25316513	25365425
CDCA3	12	6957972	6960456
CDCA4	14	105475910	105487425
CDCA5	11	64844927	64851615
CDCA7	2	174219561	174233718
CDCA7L	7	21940517	21985542
CDCA8	1	38158159	38175391
CDCP1	3	45123769	45187914
CDCP2	1	54604668	54619443
CDH1	16	68771195	68869444
CDH10	5	24487209	24645085
CDH11	16	64980683	65155919
CDH12	5	21750973	22853731
CDH13	16	82660578	83830199
CDH15	16	89238163	89261900
CDH16	16	66942025	66952766
CDH17	8	95139394	95229531
CDH18	5	19473155	19988353
CDH19	18	64171321	64271216
CDH2	18	25530930	25757445
CDH20	18	59157775	59222365
CDH22	20	44802376	44880334
CDH23	10	73156691	73575704
CDH24	14	23516270	23526747
CDH26	20	58533471	58588168
CDH3	16	68678151	68732957
CDH4	20	59827559	60512299
CDH5	16	66400525	66438689
CDH6	5	31193796	31325237
CDH7	18	63417488	63548175
CDH8	16	61687235	62070036
CDHR1	10	85954412	85979376
CDHR2	5	175969512	176022769
CDHR3	7	105603657	105676877
CDHR4	3	49828167	49837254
CDHR5	11	616565	625067
CDIPT	16	29869678	29874578
CDK1	10	62538089	62554610
CDK10	16	89753076	89762772
CDK11A+CDK11B	1	1571100	1655791
CDK12	17	37617739	37690800
CDK13	7	39989959	40136733
CDK14	7	90338712	90839904
CDK15	2	202671198	202758263
CDK17	12	96672039	96794366
CDK18	1	205473684	205501921
CDK19	6	110931181	111136412
CDK2	12	56360556	56366568
CDK20	9	90581359	90589695
CDK2AP1	12	123745540	123756687
CDK2AP2	11	67273968	67276102
CDK3	17	73996987	74002080
CDK4	12	58142003	58146164
CDK5	7	150750899	150755052
CDK5R1	17	30814105	30818271
CDK5R2	2	219824398	219826877
CDK5RAP1	20	31946645	31989337
CDK5RAP2	9	123151147	123342437
CDK5RAP3	17	46048429	46059147
CDK6	7	92234235	92465941
CDK7	5	68530622	68573257
CDK8	13	26828756	26978569
CDK9	9	130548305	130553052
CDKAL1	6	20534688	21232634
CDKL1	14	50796720	50862617
CDKL2	4	76501704	76555721
CDKL3	5	133634115	133702765
CDKL4	2	39405688	39456673
CDKN1A	6	36644237	36655116
CDKN1B	12	12870302	12875305
CDKN1C	11	2904448	2906995
CDKN2A	9	21967751	21994490
CDKN2AIP	4	184365789	184369049
CDKN2AIPNL	5	133737756	133747598
CDKN2B	9	22002902	22009312
CDKN2B-AS1	9	21994790	22121093
CDKN2C	1	51434367	51440309
CDKN2D	19	10677138	10679655
CDKN3	14	54863673	54886934
CDNF	10	14861251	14879983
CDO1	5	115140430	115152405
CDON	11	125826713	125933187
CDR2	16	22357257	22385938
CDR2L	17	72983727	73001892
CDRT1	17	15491977	15523018
CDRT15	17	14139173	14140150
CDRT15P	17	13927815	13928915
CDRT4	17	15339338	15370925
CDS1	4	85504057	85572493
CDS2	20	5107482	5171989
CDSN	6	31082865	31088252
CDT1	16	88870186	88875666
