gene,mean_cpm,std_cpm,cv
CAMTA2,84.90239857388944,25.757441028582544,0.30337707133404695
UBE2Q1,50.14457185374147,15.214900736682292,0.30342069289294477
PRPF38A,33.298321137668744,10.108375460598664,0.30357012351483265
ABHD16A,93.16204271102109,28.2830251167468,0.3035895767601166
SRI,36.196917779284796,11.000279041248792,0.3039009870487968
TCF25,140.97028475233574,42.861912715062566,0.3040492738619682
NDE1,59.848317062770974,18.200981061310216,0.3041185108383315
SGTA,51.45344294978775,15.658152130705208,0.30431689762696046
WBP2,487.4714219279574,148.36788770528173,0.3043622272634657
HNRNPUL2,115.74227049888526,35.24727167126513,0.30453240220136
TRIR,139.9980402515973,42.66731454857205,0.30477079873327184
RNF40,64.80107515659708,19.749591290880726,0.304772586614562
ELF4,127.16793247528632,38.759944778215946,0.30479338638102427
STIM1,108.86757630477547,33.20082089779051,0.3049651882103501
TEPSIN,27.474003295169187,8.380381387455856,0.30502949633588333
AMZ2,37.67807752079095,11.494471210112527,0.30507053348913094
NEU1,53.17708541137889,16.223131104294573,0.3050774779924875
CHFR,64.08647175999634,19.552805025860152,0.3051003509615158
TOR1A,51.14205383159786,15.614437187098037,0.30531501997385047
RAE1,23.367466599125816,7.136326412428133,0.30539581097315466
DYNLRB1,68.91561351926275,21.066310872050256,0.3056827008608429
NCKAP1L,266.1494430023463,81.37068870668558,0.305733079088083
COPZ1,69.25433531930368,21.190044093907638,0.3059742613398704
DCTN2,91.55016664732507,28.01912963843239,0.3060521970033034
FAM193A,34.30386593768111,10.500053790565795,0.3060895180047915
SIPA1,452.34413330924747,138.49396459124355,0.3061694722954689
POMP,47.807059758191556,14.648023215187925,0.3063987471573807
SPCS1,52.283866139177135,16.021819927766927,0.3064390817067279
SF3B2,204.54031451475325,62.78799703643869,0.3069712549596665
OXA1L,114.36011993523579,35.11498402239495,0.3070562014300195
SAFB2,65.98457910289875,20.26362538982339,0.3070963801742761
GET3,47.25837898278642,14.516908701276407,0.3071816895489391
MOB2,42.283652062652536,12.995386771952244,0.30733832434097036
CINP,21.104846451924402,6.48664962297273,0.3073535568121254
BCL7B,32.43263563169573,9.975195703355146,0.3075666071864538
CNOT4,11.038556779031214,3.397422711770256,0.30777779919780657
PSMD8,85.0612091274896,26.184455274585762,0.3078307438040358
KPNA6,55.12100881417191,16.968745760380138,0.3078453411037242
EIF3D,150.48444580778295,46.37238179616202,0.3081539859301769
CHKB,68.53793937779437,21.12314983682018,0.3081964533597267
CHP1,122.07723431716877,37.633055210191635,0.3082725081436333
STAT6,578.7890012674101,178.4873282468928,0.3083806496945313
DAZAP2,545.647801853203,168.2984208071575,0.30843782424406296
PHKG2,41.7333596206029,12.878817362023119,0.3085976657308249
