rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p
1,RNA Binding (GO:0003723),2.899732447419978e-17,2.375608584388829,90.4615787403465,HDLBP;HNRNPU;CASC3;PARK7;APEH;SRP14;UBE2L3;LSM10;YY1;TIAL1;EIF4ENIF1;ALKBH5;RPL36AL;RBMX2;PSMD2;ALKBH1;MAGOH;ZNF207;SNRPD3;CAST;KHNYN;SECISBP2;CIRBP;LARP4B;HLA-A;DDX39B;EWSR1;HNRNPUL2;PSPC1;SUCLG1;CARS1;PFN1;EIF1B;SRSF9;DAP3;VCP;DHX8;RBM8A;ANP32A;RPS19BP1;PEF1;MRPL16;ISG20L2;GIGYF2;GTF2E2;MRPL20;FXR2;PCBP2;CSTF1;SAFB2;NDUFV3;RBM10;CHTOP;CPSF7;PRPF38A;UBE2I;XRCC5;MSN;EIF2S2;HARS2;ANKHD1;CLK3;PRRC2A;CNOT4;SNW1;HNRNPK;EIF2S3;HNRNPF;GOLGB1;CAPRIN1;AGO2;KYAT3;SRPRA;UBA1;HNRNPC;LSM14B;LSM14A;SUGP1;ISY1;YWHAE;ARF1;DDX49;DDX42;AATF;SMG7;SART1;RBM4;SUMO1;TMSB4X;SUMO2;DHX16;ANXA7;RBM5;NELFE;RBM18;SIRT6;TRNAU1AP;SAFB;YWHAZ;WDR33;HADHB;SARS1;PSMA1;THRAP3;CSDE1;STRAP;NCBP3;NSRP1;MAPRE1;RBM22;SF3B4;SF3B5;SF3B2;STAU1;POLDIP3;DDX23;NOL7;ADD1;PABPN1;FIP1L1;EIF4H;SAP18;RRP36;RALY;POLR2G;RAE1;RTRAF;RBM39;YTHDF1;PTCD1;YTHDF2;GPKOW;CNBP;STAT3;PDAP1;APTX;CDK11B;ARCN1;NAP1L4;ZNFX1;TNIP1;HNRNPA2B1;ACIN1;BUD13;EIF3D,1.6354491003448676e-14,0,0
2,Ubiquitin-Like Protein Ligase Binding (GO:0044389),7.580097824460258e-13,3.8227519880672602,106.68566869975056,YWHAE;RNF31;DAZAP2;BECN1;VCP;UBXN1;UBE2D2;UBE2D3;NEDD8;CASC3;ARRB2;GABARAP;UBE2L3;ACTG1;SUMO1;DDRGK1;SUMO3;PCBP2;SUMO2;IKBKG;PRKACA;RFFL;PIAS4;SMAD2;DAXX;CHKB;CAMLG;ARRDC1;XRCC5;TNK2;LAPTM5;AXIN1;RPA2;UBE2G1;UBE2A;YWHAZ;RNF40;RRAGA;ITCH;NPLOC4;HGS;UQCRC1;NDUFS2;TMBIM6;STUB1;UBE2K;OTUB1,2.1375875864977928e-10,0,0
3,Ubiquitin Protein Ligase Binding (GO:0031625),1.6665396066733995e-11,3.699407871821665,91.81074530928167,YWHAE;RNF31;DAZAP2;BECN1;VCP;UBXN1;UBE2D2;UBE2D3;NEDD8;CASC3;ARRB2;GABARAP;UBE2L3;ACTG1;SUMO1;PCBP2;SUMO2;IKBKG;PRKACA;RFFL;PIAS4;SMAD2;DAXX;CHKB;CAMLG;ARRDC1;XRCC5;TNK2;LAPTM5;AXIN1;RPA2;UBE2G1;UBE2A;YWHAZ;RNF40;RRAGA;NPLOC4;UQCRC1;NDUFS2;TMBIM6;STUB1;UBE2K;OTUB1,3.1330944605459913e-09,0,0
4,Ubiquitin Binding (GO:0043130),1.0267582875160584e-08,6.013285205795357,110.61001690936173,RNF31;UBXN1;UBE2A;RAD23B;SIRT2;GGA3;NPLOC4;HGS;TOLLIP;NBR1;DHX16;PLAA;UBAP1;IKBKG;RBCK1;RAE1;RNF185;VPS28;OTUB1,1.4477291853976424e-06,0,0
5,Ubiquitin-Like Protein Transferase Activity (GO:0019787),1.3362834807548448e-07,3.0982269981865325,49.03936714433743,RNF31;LRSAM1;UBE2D2;UBE2D3;RNF7;RNF4;UBE2L3;HECTD3;VHL;BRAP;PIAS4;ATG3;UBE2I;UBE2E3;ZFP91;UBE2G1;WWP2;UBE2A;RNF40;CHFR;PIAS1;RNF41;CNOT4;RNF167;TRAF7;ITCH;UBE2R2;TRAF6;KCTD13;STUB1;RBCK1;UBE2K;TRIM11,1.507327766291465e-05,0,0
6,Ubiquitin-Protein Transferase Activity (GO:0004842),3.056400279304415e-07,2.4549037128684517,36.82566152608473,RNF31;LRSAM1;PPP1R11;UBE2D2;UBE2D3;UBR2;UBE3B;RNF7;UBE2Z;RNF4;UBE2L3;CDC42;RNF113A;RNF114;UBE2Q1;HECTD3;VHL;RFFL;BRAP;KCMF1;RNF44;TRIM41;UBE2E3;ZFP91;WWP2;UBE2G1;UBE2A;RNF40;CHFR;RNF41;CNOT4;RNF167;TRAF7;ITCH;TRIM39;UBE2R2;TRAF6;KCTD13;STUB1;TRIP12;RBCK1;TRIM38;RNF185;UBE2K;RNF166;TRIM11,2.8730162625461503e-05,0,0
7,Ubiquitin-Like Protein Conjugating Enzyme Activity (GO:0061650),6.370282867817632e-07,8.794068082237951,125.46014821107035,UBE2I;UBE2Q1;UBE2R2;UBE2D2;UBE2E3;UBE2D3;UBE2G1;UBE2A;UBE2Z;UBE2K;UBE2L3,5.1326279106416354e-05,0,0
8,mRNA Binding (GO:0003729),1.9324679935930975e-06,2.6613237160221734,35.01427131729774,RBM8A;POLDIP3;HDLBP;HNRNPU;PARK7;TIAL1;EIF4ENIF1;RBM4;FXR2;PCBP2;RBM5;NELFE;YTHDF1;CHTOP;CPSF7;YTHDF2;KHNYN;SECISBP2;CNBP;CIRBP;LARP4B;EIF2S2;RNF40;CARHSP1;HNRNPK;CAPRIN1;AGO2;HNRNPA2B1;NCBP3;HNRNPC;LSM14B;NSRP1;LSM14A;EIF3D,0.00013623899354831337,0,0
9,Ubiquitin Conjugating Enzyme Activity (GO:0061631),2.1991485377500786e-06,8.713498622589531,113.51458311697706,UBE2Q1;UBE2R2;UBE2D2;UBE2E3;UBE2D3;UBE2G1;UBE2A;UBE2Z;UBE2K;UBE2L3,0.0001378133083656716,0,0
10,Kinase Binding (GO:0019900),6.389189787811604e-06,2.1646866992778944,25.891607833269802,BECN1;SP100;DCTN2;DCTN1;MAPKAP1;AGAP2;PRKAG1;AP2A1;PARK7;WDR45;MACROH2A1;AP2A2;IKBKB;CDC42;CASP9;EIF4ENIF1;ZFYVE26;CCND3;PLCG2;UBQLN1;CHP1;PRKACA;MAP2K7;RFFL;PAK2;MAP2K3;NEK9;DAXX;FBXW5;STRADA;STAT3;AXIN1;MSN;ATG13;PRKAB1;YWHAZ;TPCN2;USF1;TOLLIP;CDC37;JTB;STUB1;CALM3;TRIM38;CALM1;MAPRE1,0.00036035030403257446,0,0
