gene,train_std,hdr90_coverage
IGKV4-1,1.54071704923274,0.96
IGKV5-2,0.6259183436659429,0.92
IGKV1-5,1.553037625560534,0.92
IGKV1-6,1.1078946072946574,0.98
IGKV1-8,0.7190327084536415,0.92
IGKV1-9,1.247709280743024,0.96
IGKV3-11,1.4821217712957844,0.96
IGKV1-12,1.1425731760916713,0.96
IGKV3-15,1.422798535399025,0.92
IGKV1-16,1.273641597034222,0.92
IGKV1-17,1.2051715784558816,0.96
IGKV3-20,1.5378080929890185,0.98
IGKV6-21,0.885565626109852,1.0
IGKV2-24,1.5389170774846983,0.94
IGKV1-27,1.2067627991875822,0.94
IGKV2-28,1.3478705053773572,0.94
IGKV2-29,0.9655799350336626,0.92
IGKV2-30,1.4374099153891755,0.96
IGKV1-33,1.082337796936062,0.94
IGKV1-39,1.3004455527128802,0.94
IGKV1D-39,0.5647797200687116,0.96
IGKV2D-29,1.0444499123475515,0.92
IGKV6D-21,0.5738424163331772,0.98
IGKV3D-20,0.9412595173046847,1.0
IGKV1D-16,0.665206484170501,0.9
IGKV3D-15,0.5934648330176452,0.94
IGKV1D-13,0.7971217488419434,0.9
IGKV3D-11,0.5777095755307238,0.94
IGKV1D-8,0.47735962735357695,0.96
MAL-AS1,0.6336020406598645,0.9
MAL,1.1041962436991761,0.94
MRPS5,0.49759562521848694,0.9
ZNF514,0.7750314727292746,0.84
ZNF2,0.5824374272621408,0.9
ZNF892,0.35408026817388955,0.92
FAHD2A,0.6982364591184453,0.86
LINC00342,1.0709939950725393,0.82
ANKRD36C,0.8464568053613466,0.88
ENSG00000291176,0.3700885808343964,0.92
GPAT2,0.6958631945512512,0.86
ASTL,1.2974393513859561,0.92
DUSP2,2.718641751841702,0.88
STARD7,0.6190493970085444,0.88
STARD7-AS1,0.553158848606337,0.84
TMEM127,0.6958500439629222,0.94
CIAO1,0.5082563147462809,0.86
SNRNP200,0.6687867847294736,0.92
ENSG00000230747,0.38881426527605895,0.86
ITPRIPL1,1.2304805729273744,0.84
NCAPH,1.0595546657640222,0.96
ARID5A,0.6345626968532352,0.84
KANSL3,0.7376798661078303,0.86
LMAN2L,0.49755501661960516,0.92
CNNM4,0.7514643382110662,0.92
CNNM3-DT,0.718363190352544,0.9
CNNM3,0.745843535081955,0.88
ANKRD23,0.3509204462445349,0.9
ANKRD39,0.572058336214124,0.88
SEMA4C,1.1690237254771594,0.9
FAM178B,0.7821451844696294,0.88
FAHD2B,0.7348229210582412,0.92
ANKRD36,0.8692787473514538,0.82
ANKRD36B,0.56256291599689,0.92
COX5B,0.535008610367894,0.9
ACTR1B,0.6390974768222865,0.9
C2orf92,0.49514872322039505,0.92
ZAP70,1.582561732359155,0.88
TMEM131,0.4787002755231487,0.96
INPP4A,0.5745893431527379,0.94
COA5,0.7142206736357342,0.9
UNC50,0.8824711016683146,0.84
MGAT4A,0.7824189542547205,0.92
LINC02611,0.4859998435107663,0.9
CRACDL,0.478191010506082,0.86
TSGA10,0.37216117720874464,0.82
LIPT1,0.4469747210265439,0.9
MITD1,0.5879775360474068,0.86
MRPL30,0.5672518607572933,0.88
LYG1,0.5034934491330374,0.88
TXNDC9,0.9027061740711952,0.94
EIF5B,0.776824533145848,0.96
REV1,0.731558824439475,0.88
AFF3,1.1147557058636484,0.82
CHST10,0.7481730129184229,0.88
PDCL3,0.7117178259645397,0.88
RPL31,1.2129598124367085,0.92
TBC1D8,1.0292119697663702,0.9
CNOT11,0.5441961644451975,0.88
RNF149,0.8163956823847368,0.94
SNORD89,0.5077245315832656,0.84
ENSG00000307218,0.9575877487009856,0.8
MAP4K4,0.45445764578020936,0.86
LINC01127,1.8512306075811065,0.98
IL1R2,2.2536169695695354,0.92
ENSG00000287771,1.2867419871740957,0.94
ENSG00000304079,0.8300264660378788,0.94
IL1R1,1.2901914133995485,0.9
IL1RL1,1.1824255887720094,0.82
IL18R1,1.7161891309018367,0.9
SDR42E1P5,0.4946282610428385,0.82
IL18RAP,1.245461780779557,0.88
ENSG00000236525,1.190624498938663,0.84
ENSG00000234389,1.4958112471861724,0.88
MFSD9,0.8779525319270751,0.92
TMEM182,0.38822613370894105,0.92
MRPS9,0.5789776132865788,0.9
TGFBRAP1,0.6393928799699797,0.88
C2orf49-DT,0.4214838291440122,0.84
C2orf49,0.6555180956502956,0.86
FHL2,0.6867957551676939,0.9
NCK2,0.5336263797916841,0.92
UXS1,0.6282235990403506,0.84
EEF1A1P12,0.3413878811225265,0.9
RGPD4,0.4198202851139182,0.84
GCC2,0.8643582252142739,0.84
GCC2-AS1,0.4485815203630669,0.86
LIMS1,0.5728002912891069,0.92
RANBP2,0.8119982597249854,0.92
CCDC138,0.38059085109179686,0.86
EDAR,0.5742986977573028,0.86
SH3RF3,0.7729533954712978,0.86
SEPTIN10,0.5158852483472639,0.9
SOWAHC,0.4757242029040785,0.94
MTLN,0.5663379776735842,0.9
BUB1,1.1666943278855548,0.94
MIR4435-2HG,0.5896492800952404,0.88
BCL2L11,0.5766105744913909,0.9
ANAPC1,0.7913700807193887,0.88
MERTK,1.1647712716956806,0.98
ENSG00000286904,0.4843210694717268,0.98
TMEM87B,0.6978640814189051,0.9
FBLN7,0.6151252004098606,0.84
ZC3H8,0.5620528944387826,0.8
ZC3H6,0.6440930128683466,0.86
RGPD8,0.5500225982683166,0.88
TTL,0.5271093843133255,0.82
POLR1B,0.6923313993410634,0.86
CHCHD5,0.4607803721498686,0.9
SLC20A1-DT,0.5103664930938678,0.9
SLC20A1,0.8242268362749485,0.88
ENSG00000298853,0.815941992343388,0.94
NT5DC4,0.8015599224811357,0.94
CKAP2L,0.7880431420547207,0.94
IL1B,1.2385780115054128,0.9
IL1RN,1.0665495279467279,0.94
PSD4,0.6944071467583184,0.92
PAX8-AS1,1.4179123385783878,0.9
PAX8,0.5620479982634699,0.88
ZNG1B,0.5246090449903273,0.92
RPL23AP7,0.4103428247514646,0.88
ENSG00000310523,0.46915019056014634,0.92
ENSG00000279267,0.4021688635618035,0.9
RABL2A,0.6456335265647676,0.84
SLC35F5,0.8071608526084129,0.86
ACTR3-AS1,0.5551226810947195,0.92
ACTR3,0.7159163759707686,0.92
LINC01191,0.6362746272944595,0.88
DDX18,0.7034193715286277,0.86
ENSG00000236255,0.5183046416964764,0.96
CCDC93,0.6587238402099992,0.92
INSIG2,0.7727030555619657,0.92
MARCO,1.2748398462838753,0.86
STEAP3,0.7725521258303005,0.92
ENSG00000309392,0.3217985574327899,0.9
C2orf76,0.5459044626596463,1.0
DBI,0.7496003335213359,0.92
TMEM37,0.7391131469035168,0.94
TMEM177,0.4514070722007193,0.84
PTPN4,1.0341354423596343,0.9
EPB41L5,0.5233510712974883,0.92
TMEM185B,1.2049665404013203,0.94
RALB,0.9363321941721846,0.9
ENSG00000289091,0.5232608597838616,0.86
ENSG00000294762,0.7000406222183552,0.9
INHBB,1.288807768906791,0.82
TFCP2L1,0.5308138425240088,0.78
CLASP1,0.5203146215743175,0.9
NIFK-AS1,0.41734358435397106,0.86
NIFK,0.5951099331086258,0.86
TSN,0.6361265967268556,0.88
ENSG00000286481,0.7669276956983603,0.96
ENSG00000288524,0.5788542819926844,0.9
GYPC,1.1656129137682052,0.94
BIN1,1.0803936380629753,0.88
ERCC3,0.5316656784262275,0.88
MAP3K2,0.8251804923154374,0.82
MAP3K2-DT,0.4370749166347508,0.8
PROC,0.5676562596897944,0.96
IWS1,0.4303236381791429,0.92
ENSG00000231731,0.43805072329252054,0.9
MYO7B,0.9899049851503918,0.96
LIMS2,0.7537961326647467,0.9
WDR33,0.46774106526414294,0.9
POLR2D,0.5494482838296086,0.86
AMMECR1L,0.521419723927659,0.88
ENSG00000272667,0.35850823401388393,0.9
SAP130,0.6047574606882449,0.86
UGGT1,0.4868698502457487,0.94
HS6ST1,0.6902377762142011,0.98
SMPD4,0.7880610152023818,0.9
MZT2B,0.7955906247308118,0.94
CCDC115,0.5669761818098334,0.9
IMP4,0.6251774259194457,0.86
PTPN18,0.5466793193270838,0.98
FAM168B,0.4994080801869937,0.9
PLEKHB2,0.481220871035814,0.9
MZT2A,0.8727741219911382,0.94
SMPD4BP,0.9194731678984432,0.9
LINC03124,0.3857261799703762,0.84
MGAT5,0.6484244671528112,0.9
TMEM163,0.45242724051735916,0.92
CCNT2-AS1,0.3196434643701912,0.88
CCNT2,0.9108628007799108,0.78
RAB3GAP1,0.4352167964693762,0.86
ZRANB3,0.3717227167430732,0.82
R3HDM1,0.7034085288246612,0.84
UBXN4,0.7566094281607948,0.92
ENSG00000308748,0.4649048979875386,0.88
MCM6,1.0271457741330643,0.9
DARS1,0.7114518230431786,0.88
DARS1-AS1,0.8578032375604671,0.88
CXCR4,1.410505064852163,0.9
HNMT,0.9424419481421848,0.86
SPOPL,0.86949023885277,0.78
LINC02631,1.0846345114492386,0.9
KYNU,0.8001136164011363,0.78
ENSG00000306677,0.6565710310539795,0.94
ARHGAP15,0.5467705754418106,0.96
ENSG00000228655,0.5976768626571566,0.88
ENSG00000283994,0.6507704105436167,0.9
ARHGAP15-AS1,0.46605727400171315,0.88
GTDC1,0.692613746225371,0.92
ZEB2,0.7353618531574292,0.86
ENSG00000279166,0.410155893716639,0.84
ENSG00000307150,0.5218804212612709,0.86
ZEB2-AS1,0.4280012026948411,0.94
ACVR2A,0.6708591856745912,0.82
ORC4,0.625646782339097,0.96
MBD5,0.49511959884299067,0.86
EPC2,0.6934177575934259,0.86
KIF5C,0.7724743030943009,0.76
MMADHC,0.8663919717473796,0.96
RBM43,0.6288687377130967,0.88
NMI,1.1327671917554785,0.92
TNFAIP6,1.4103178903596447,0.88
RIF1,0.7838759673807224,0.82
NEB,1.1249716199731705,0.84
ARL5A,0.8452189942736276,0.88
ENSG00000288066,0.517703731239208,0.84
CACNB4,0.5666418574923399,0.78
STAM2,0.8869470158698604,0.9
FMNL2,0.7392273452216318,0.88
ENSG00000286207,0.5943061249299322,0.86
PRPF40A,0.7491556679915248,0.9
ARL6IP6,0.874549638985627,0.88
NR4A2,2.2522844637991257,0.92
ENSG00000309294,0.4744090034627072,0.86
GPD2,0.6582322301882769,0.86
GALNT5,0.6017671964871066,0.86
ERMN,0.9420627274033594,0.92
CYTIP,0.8685944379364416,0.86
ACVR1,0.6327679104673145,0.88
PKP4,0.6181537281065351,0.92
TANC1,0.501082787958571,0.9
WDSUB1,0.5298426062971251,0.96
BAZ2B,0.7122156663879179,0.78
BAZ2B-AS1,1.0880398093467543,0.98
ENSG00000226266,0.2668852943722931,0.72
MARCHF7,0.9189279215392445,0.8
CD302,0.9107397873299833,0.96
ENSG00000287091,0.46295376945673206,0.98
LY75,0.9208948494762473,0.88
RBMS1,0.8131821994959316,0.9
TANK,0.7813735484137287,0.84
PSMD14,0.6591344775563195,0.88
SLC4A10,0.7893046369229181,0.86
DPP4,1.2059788804866696,0.9
IFIH1,0.9126614956690499,0.82
GCA,1.4943588373616798,0.9
KCNH7,1.3108925008579815,0.94
FIGN,0.5150052421568215,0.88
COBLL1,0.8244447620184949,0.88
SLC38A11,0.5044568226433415,0.8
SCN3A,0.4419927747127407,0.84
GALNT3,0.9345085115076179,0.88
ENSG00000235192,0.6621969234935529,0.94
TTC21B,0.7711840297485488,0.86
SCN9A,0.637261827769962,0.94
XIRP2,0.7941794194670632,0.84
STK39,1.0316010044289394,0.92
CERS6,0.6639498032388159,0.94
SPC25,0.6015577498364598,0.94
DHRS9,1.8214316540392896,0.94
KLHL41,0.9783277085326743,0.84
FASTKD1,0.6917096350204475,0.82
PPIG,0.7067761578764188,0.88
SSB,0.7106396493846551,0.82
METTL5,0.5411450300159796,0.86
UBR3,0.6134440611047521,0.84
GORASP2,0.6209325627291375,0.92
TLK1,0.6988823759507414,0.92
METTL8,0.7181831782870035,0.92
DCAF17,0.7470652260004893,0.86
RPS15P4,0.6390602391166789,0.92
CYBRD1,0.9101554529610858,0.94
DYNC1I2,0.5920193904314386,0.82
SLC25A12,0.6303850867168127,0.88
HAT1,1.0952895064502086,0.92
METAP1D,0.5904623026678538,0.82
ITGA6,1.0013491134203452,0.88
ITGA6-AS1,0.40170764926023145,0.88
PDK1,1.0247027426561985,0.92
MAP3K20,0.7893462547306027,0.94
CDCA7,0.9579855160337101,0.82
SP3,0.8566701223099459,0.86
ENSG00000289296,0.37436122175462755,0.78
ENSG00000271151,0.5992438443202028,0.88
OLA1,0.6244460824097218,0.92
CIR1,0.5280562032360336,0.88
SCRN3,0.7293705902692502,0.88
GPR155,0.8020479930983325,0.86
ENSG00000279884,1.3432876955375934,0.94
ENSG00000236449,0.9847050150935683,0.9
WIPF1,0.5364973431288299,0.86
ENSG00000290018,1.0435111468709526,0.88
H3P6,1.0800034110017638,0.96
CHN1,0.5567378034570032,0.82
ATF2,0.7518480727085527,0.86
ATP5MC3,0.5339561966665434,0.9
LNPK,0.8319117299455046,0.9
ENSG00000218175,0.6860803783558855,0.9
MTX2,0.5889834919470132,0.84
ENSG00000229337,0.31368387724476937,0.82
HNRNPA3,0.7091844217446904,0.8
NFE2L2,0.5523975358344122,0.94
DNAJC19P5,0.5803800942290055,0.86
ENSG00000213963,0.4603701948946978,0.78
AGPS,0.6810881388491346,0.8
IFT70B,0.6148520008144747,0.9
RBM45,0.5456602800569392,0.94
OSBPL6,0.4710549972245694,0.88
CHROMR,0.7134404792743193,0.84
PRKRA,0.5680206784922485,0.92
PLEKHA3,0.62431437661957,0.86
TTN-AS1,0.6328574068698299,0.9
TTN,0.8895345868167397,0.72
ENSG00000270277,0.557377490107611,0.88
ENSG00000270574,0.3683591537879656,0.94
CCDC141,0.5405830046638499,0.86
SESTD1,0.6005022426332933,0.86
CWC22,0.7456978537560367,0.92
FTH1P20,0.7734411652205497,0.9
UBE2E3,0.46222971733450396,0.86
LINC01934,0.6876851069964571,0.92
ITGA4,1.1015516863409218,0.9
ITPRID2,0.9242834648417043,0.86
DNAJC10,0.7927642507864675,0.82
NCKAP1,0.6298752471635483,0.9
NUP35,0.48091400499485876,0.82
ENSG00000283839,1.1826288691045244,0.9
LINC01473,0.37611812326223454,0.8
ZC3H15,0.6427167688120495,0.92
ITGAV,0.7935217256401179,0.9
CALCRL,0.7381253634486263,0.92
TFPI,0.7617061320148817,0.98
COL3A1,0.9568696081864636,0.92
COL5A2,0.46691224149557004,0.84
WDR75,0.7119186049745028,0.88
SLC40A1,1.475895444540734,0.94
ASNSD1,0.7872374896646805,0.94
ANKAR,0.47619026285345006,0.84
OSGEPL1,0.5086499042257863,0.88
ORMDL1,0.6386476476749745,0.88
PMS1,0.652508311974558,0.92
C2orf88,0.8933781972904944,0.86
HNRNPCP2,0.44610760066561855,0.88
HIBCH,0.5586809877154498,0.88
INPP1,0.4515391982695537,0.9
MFSD6,0.7792187925926501,0.88
ENSG00000290089,0.37539319742038185,0.82
NEMP2,0.7460414339191469,0.88
NAB1,0.7276451436903342,0.8
GLS,0.8535128012594516,0.84
STAT1,0.8391071171983785,0.84
STAT4,1.2075730926676773,0.94
MYO1B,0.7844557900098319,0.86
ENSG00000288900,0.5286461820980463,0.9
NABP1,1.0529983089834938,0.92
CAVIN2,1.0901963095789924,0.86
SLC39A10,0.8656626143873438,0.86
STK17B,0.6593450863134006,0.9
ENSG00000272211,0.8758317367900247,0.88
HECW2,1.1633407694101479,0.94
HECW2-AS1,0.4022288947691518,0.82
GTF3C3,0.6423775938871001,0.84
PGAP1,0.7334334594207621,0.84
ANKRD44,0.7194602248408144,0.84
SF3B1,0.7412387859670773,0.82
COQ10B,0.5475832031090593,0.94
HSPD1,1.3383345081005638,0.92
HSPE1,1.5716178233459024,0.88
MOB4,0.746200037162085,0.92
RFTN2,0.5285815310557093,0.92
MARS2,0.6352644774179803,0.86
PLCL1,0.8625543360604209,0.9
C2orf69,0.8646765965296251,0.92
TYW5,0.9513109944977913,0.92
MAIP1,0.703263945005974,1.0
SPATS2L,0.7801452709411097,0.84
KCTD18,0.7047701300610425,0.86
SGO2,0.6879864664337619,0.94
AOX1,0.8568640162149782,0.86
BZW1,0.6214564729599533,0.92
CLK1,1.0019494567072704,0.86
PPIL3,0.6317518426365546,0.86
NIF3L1,0.6456399812115999,0.9
ORC2,0.6025585120442604,0.88
HYCC2,1.1608993601954798,0.9
NDUFB3,1.0861735481440453,0.94
CFLAR,0.8872511844296388,0.9
ENSG00000299436,0.41717018461709526,0.9
ENSG00000299419,0.5616527316787645,0.88
ENSG00000299459,0.448944033899982,0.88
CFLAR-AS1,0.834016060012109,0.86
CASP10,0.6520915485433193,0.9
CASP8,0.9954772069445426,0.86
ENSG00000289698,0.7447739745937025,0.82
FLACC1,0.4403677311098367,0.88
TRAK2,0.8653920202220421,0.9
STRADB,1.3726487957588849,0.86
TMEM237,0.439402413210691,0.82
ALS2,0.5453880956374847,0.8
SUMO1,0.4217593535136386,0.96
NOP58,0.8262126026585161,0.88
ENSG00000286223,0.8347382575384859,0.9
ENSG00000273456,0.2880573593160039,0.96
BMPR2,0.6408092040025731,0.92
FAM117B,0.7774863456169524,0.9
ICA1L,0.6041766175996408,0.92
WDR12,0.6376556428466372,0.9
CARF,0.6920436074667174,0.84
NBEAL1,0.7103976914909262,0.86
RPL12P16,0.5068221710450385,0.9
ENSG00000289294,0.3524182994321133,0.9
CYP20A1,0.6412370200497352,0.92
ABI2,0.9247548456316249,0.88
RAPH1,0.44603185304334325,0.82
CD28,1.4778492751676922,0.86
CTLA4,0.9503104368996339,0.9
ICOS,1.1857723688824366,0.88
NRP2,0.5602699483200243,0.92
INO80D,0.669481453286606,0.84
NDUFS1,0.5529491620589874,0.88
EEF1B2,0.9468072927848907,0.92
ZDBF2,0.6083651312799523,0.86
ADAM23,0.6006232350278945,0.86
FASTKD2,0.6715904929412609,0.86
KLF7,0.8081303976293667,0.9
KLF7-IT1,0.5665534928088178,0.92
MYOSLID,0.6314834030148038,0.88
MYOSLID-AS1,0.5311906303282461,0.84
CREB1,0.5312158227984574,0.84
METTL21A,0.6856144767872633,0.88
LINC01857,0.8781352786513373,0.88
CCNYL1,0.5780470051320319,0.84
FZD5,0.6162196648038797,0.88
PLEKHM3,0.642010063529717,0.86
IDH1,1.2237731431211816,0.92
PIKFYVE,0.7884375119247894,0.86
MAP2,0.44491182288438075,0.86
RPE,0.7448840348286591,0.88
KANSL1L,0.5785279615705479,0.84
KANSL1L-AS1,0.4344671987499533,0.88
MYL1,1.2081348134196772,0.8
LANCL1,0.8358110735755871,0.82
IKZF2,1.3196906553887986,0.84
SPAG16,0.3615379618368614,0.92
BARD1,0.7055419096732105,0.9
ATIC,0.8859628031751088,0.94
FN1,1.5702014062332605,0.92
MREG,0.5963121585158213,0.96
PECR,0.8710537976599991,0.92
TMEM169,1.067985153660044,0.94
XRCC5,0.5010023203577539,0.92
LINC01963,0.9958238139960975,0.82
SMARCAL1,0.5891539843384891,0.9
RPL37A,0.8516926261586708,0.86
IGFBP2,0.94342759848656,0.86
IGFBP5,0.9630638335135724,0.92
TNS1,1.3035078843766275,0.9
RUFY4,0.645896735182742,0.88
ENSG00000291236,0.8860168174150906,0.86
CXCR2,1.4286403894616408,0.96
CXCR1,1.1868820576786514,0.92
ENSG00000305602,0.2955442568026865,0.88
ARPC2,0.5025556227175819,0.92
ENSG00000261338,0.9776455019190136,0.96
GPBAR1,1.0556758642861324,0.98
AAMP,0.5870323357819808,0.92
PNKD,0.6128878325777983,0.92
TMBIM1,0.3985739384931139,0.88
CATIP,0.7594995216604951,0.98
CATIP-AS1,0.7225938141381196,0.94
ENSG00000306664,0.5994782042273235,0.9
SLC11A1,0.9152160203628671,0.86
CTDSP1,0.7347400957995301,0.92
ENSG00000273361,0.3485904438216445,0.88
VIL1,0.6266269833608487,0.82
USP37,0.9883470962554146,0.9
CNOT9,0.616933090243246,0.92
ZNF142,0.5829810655265736,0.92
BCS1L,0.6080241364826673,0.92
RNF25,0.5435301494987144,0.96
STK36,0.5829035171628937,0.76
TTLL4,0.581423339636365,0.96
CYP27A1,1.232453415464278,0.94
WNT10A,0.7697782820998105,0.88
NHEJ1,0.5411884932759583,0.86
SLC23A3,0.3650724337122582,0.86
CNPPD1,0.5572714741777393,0.92
RETREG2,0.3960576543971343,0.88
ZFAND2B,0.4417500934953838,0.94
ABCB6,0.8268893037134635,0.92
ENSG00000309937,0.5710257968405325,0.84
ATG9A,0.46111959197453595,0.88
ANKZF1,0.587724874797979,0.86
GLB1L,0.6304434725933924,0.82
STK16,0.5801323822851112,0.9
TUBA4A,0.5549275131593524,0.8
DNAJB2,0.768060437987718,0.94
PTPRN,0.5937849560203109,0.86
DNPEP,0.7487709266007966,0.94
DES,1.6269743821024631,0.82
SPEG,0.8141725392140281,0.84
GMPPA,0.5617154743680932,0.92
CHPF,0.9991066279643034,0.94
TMEM198,0.37023397482812614,0.96
OBSL1,0.5591177888081617,0.92
STK11IP,0.5128093083807461,0.86
SLC4A3,0.5374834153613297,0.88
EPHA4,0.9137721880876188,0.82
SGPP2,0.604122820508455,0.92
FARSB,0.6254085052133633,0.94
ACSL3,0.704379511194033,0.92
AP1S3,0.6219808076134543,0.9
WDFY1,0.8570411882735884,0.86
MRPL44,0.5965535816889008,0.88
SERPINE2,0.5905771946866397,0.88
FAM124B,0.3667416745677767,0.9
CUL3,0.9972267946160138,0.92
DOCK10,1.1578306184366947,0.9
IRS1,0.48931820232199424,0.9
RHBDD1,0.5580306184476177,0.92
COL4A4,0.5780450618839704,0.88
COL4A3,0.6060395639122025,0.88
MFF,0.5246909419771633,0.98
ENSG00000301805,1.3904196636406978,0.96
AGFG1,0.9902468474076264,0.96
CCL20,0.7341988075481511,0.94
PID1,1.436678131728353,0.88
TRIP12,0.45890245305491895,0.9
SLC16A14,0.6540614820819884,0.84
ENSG00000225963,0.807204776750844,0.86
SP110,0.5138224625729348,0.8
SP140,1.118345651239344,0.86
SP140L,0.7388420043321527,0.86
SP100,0.5498956660178769,0.88
RN7SL834P,0.37873775416463173,0.86
LINC01907,0.5840597360858383,0.9
CAB39,0.9498670021198903,0.9
ITM2C,1.1893115236194984,0.92
GPR55,0.7404310337416903,0.96
PSMD1,0.49498005262230504,0.88
RPS28P4,0.4826550456047335,0.88
ENSG00000224376,0.6613541499718464,0.94
B3GNT7,1.9500072925457275,0.88
NCL,0.8089805322645617,0.9
ENSG00000286942,0.5219247396603818,0.92
NMUR1,1.4598137623044827,0.92
ENSG00000301477,0.42367933736297647,0.94
ENSG00000289018,0.29841723937201875,0.94
PTMA,0.8841289640537768,0.86
PDE6D,0.4452002085935903,0.9
COPS7B,0.5952130380295284,0.94
DIS3L2,0.9659966198106194,0.78
TIGD1,0.6023905454759333,0.82
EIF4E2,0.6885953415722802,0.9
ENSG00000237126,0.4390698142290334,0.98
EFHD1,0.6164529829255299,0.88
GIGYF2,0.4739571231212131,0.9
SNORC,0.8220653604132325,0.96
INPP5D,0.5105576566441897,0.94
ENSG00000289129,0.8728049209342749,0.98
ATG16L1,0.7114264464445293,0.92
DGKD,0.6255736223979942,0.94
USP40,0.607449028020745,0.92
HJURP,1.166370491915205,0.92
ARL4C,1.836126851300794,0.9
SH3BP4,0.4659617710653312,0.92
AGAP1,1.0008093374636469,0.84
ACKR3,0.8144180670662785,0.86
ENSG00000304616,0.8903121556308414,0.92
COPS8,0.5651961811597973,0.82
COL6A3,0.8190539087640653,0.88
RAB17,0.6373893633467446,0.92
LRRFIP1,0.6209018664904254,0.88
ENSG00000299963,0.7043731423102448,0.84
RBM44,0.5493136990792913,0.86
RAMP1,1.0058862654123588,0.9
UBE2F,0.5525548945132533,0.98
SCLY,0.5402331377649883,0.88
ERFE,1.520307955387625,0.94
ILKAP,0.6347545883042758,0.96
LINC02610,0.6352359524989095,0.86
HES6,1.1993315671179052,0.96
PER2,0.6752730113951856,0.9
TRAF3IP1,0.5534727774908629,0.82
ASB1,0.582151595931918,0.92
TWIST2,0.7595030690987531,0.88
HDAC4,0.7481640232717051,0.9
ENSG00000287405,0.3783451400507017,0.84
HDAC4-AS1,0.41600420227517004,0.86
NDUFA10,0.47511300006591856,0.92
COPS9,0.5937410779047791,0.9
GPC1,0.6390948529245666,0.84
ANKMY1,0.6461851892928521,0.94
DUSP28,0.4827487191409935,0.88
RNPEPL1,0.754495664951192,0.9
CAPN10-DT,0.6810019031451716,0.84
CAPN10,0.5708779505255688,0.92
GPR35,0.73805881766011,0.92
KIF1A,0.5685778098809185,0.76
AGXT,1.3427020553704385,0.86
CROCC2,0.5072578126487819,0.86
UICLM,1.4006598367189382,0.86
SNED1,0.8679666731412344,0.86
MTERF4,0.6586749251069169,0.9
PASK,1.194393587966357,0.86
PPP1R7,0.4799789944461303,0.9
ANO7,0.5044326435475288,0.86
HDLBP,0.46880335731315065,0.96
SEPTIN2,0.5412203074152268,0.86
ENSG00000223374,0.4884551934268575,0.84
FARP2,0.6710700444768013,0.86
STK25,0.6545575086816827,0.9
BOK,1.0668313467136339,0.84
THAP4,0.6978978348495063,0.9
ATG4B,0.4474331502518366,0.9
DTYMK,0.6513922948847298,0.86
ING5,0.5472008651418075,0.9
D2HGDH,0.8132582005144442,0.94
ENSG00000306637,0.39885375353292746,0.82
NEU4,0.5668559302232077,0.84
ENSG00000235151,0.587863916455311,0.92
PDCD1,1.3746457753691508,0.86
ENSG00000299450,0.8401273133725725,0.88
RTP5,1.1137788108477367,0.88
LINC01237,0.9645966599052613,0.82
ENSG00000291147,0.42149874480194344,0.88
IL5RA,1.0097822344070482,0.86
TRNT1,0.6614701869999912,0.86
CRBN,0.7217623682213474,0.92
SUMF1,0.9105806470742229,0.86
LRRN1,1.0283759004275663,0.92
SETMAR,0.453237599174319,0.9
ITPR1,0.8596144213513943,0.84
BHLHE40-AS1,1.329722599443459,0.9
BHLHE40,1.960247201991799,0.9
ARL8B,0.576423446680763,0.88
ENSG00000233912,0.5072662196238371,0.84
EDEM1,0.6592892176707755,0.88
LMCD1,0.7127475672970768,0.86
RAD18,0.6510939318280641,0.88
SRGAP3,0.4714403492827982,0.82
THUMPD3-AS1,0.6810170010095827,0.78
THUMPD3,0.5537023797951253,0.88
SETD5,0.7110403413395386,0.9
MTMR14,0.5267920216805189,0.92
ENSG00000287878,0.6205900616712212,0.84
BRPF1,0.6143992875369184,0.92
OGG1,0.5115046335521071,0.96
CAMK1,0.8282591993763607,0.86
TADA3,0.832174722315084,0.96
ARPC4,0.5709077845044946,0.9
TTLL3,0.4875525651345702,0.96
RPUSD3,0.5230117737704233,0.98
JAGN1,0.5566254711446476,0.94
IL17RE,0.4829865642101212,0.92
IL17RC,0.5523672846145405,0.82
CRELD1,0.7550836399012182,0.92
PRRT3,0.5196062429655891,0.9
ENSG00000269982,0.4381890849191287,0.96
EMC3,0.5640222586569305,0.88
ENSG00000291078,0.3364730447354598,1.0
ENSG00000206567,0.4400211395784796,0.92
FANCD2,0.736277010151987,0.86
BRK1,0.39329359583960505,0.88
VHL,0.5214168455490802,0.86
IRAK2,0.9199549743054882,0.9
TATDN2,0.6080992241523101,0.88
LINC00852,0.4991191337286811,0.9
GHRL,0.8324568343764284,0.96
GHRLOS,0.4740589127961748,0.94
SEC13,0.4177223226009891,0.92
ENSG00000307956,0.5942454324306219,0.94
ENSG00000285906,0.4881568182692121,0.94
ATG7,0.5265978527349328,0.92
VGLL4,0.7132591106114983,0.92
TAMM41,0.7249724581338151,0.84
SYN2,0.9425636797659757,1.0
TIMP4,0.8824464873956236,0.98
PPARG,0.943114367490311,0.94
TSEN2,0.5009518245443719,0.9
MKRN2,0.5008626844930051,0.86
RAF1,0.73897062913119,0.82
TMEM40,0.9760394793238659,0.86
CAND2,0.49796093156938215,0.88
RPL32,0.8443417091663014,0.96
IQSEC1,0.5832498931906757,0.86
ENSG00000297561,0.45130870722671296,0.94
NUP210,1.1227274193410672,0.86
